,Open,High,Low,Close,VolumeBTC,VolumeCurrency,WeightedPrice,candlecolor,engulfing,stochRSI,SMA10Close,SMA20Close,SMA50Close,SMA100Close,SMA200Close,IchimokuconversionLine,IchimokuBaseline,IchimokuLeadingSpanA,IchimokuLeadingSpanB,IchimokuLaggingSpan,IchimokuCloudSpan,DistanceLeadingSpanA,DistanceLeadingSpanB,ConversionLineBaseLine,AverageTrueRange,SupportLine1,SupportLine2,SupportLine3,SupportSlope1,SupportSlope2,SupportSlope3,ResistantLine1,ResistantLine2,ResistantLine3,ResistanceSlope1,ResistanceSlope2,ResistanceSlope3,CategoricalIncrease
327,19187.78,19666.0,11159.93,14619.0,0.8490639,2789395200.0,15782.68,1.0,0.0,0.9121605,0.36763328,0.5447245,0.7513263,0.85580415,0.9151878,0.8372105,0.7253232,0.78126687,0.6884308,0.17495452,0.09283604,14618.219,14618.312,0.11188727,2056.1907,0.59614384,0.59614384,0.59614384,3.3439649e-06,3.3439649e-06,3.3439649e-06,1.3254669,1.3254669,1.3254669,-4.476227e-06,-4.476227e-06,-4.476227e-06,0
328,14619.0,16480.52,12050.0,12640.0,0.5408558,1600749000.0,14217.31,-1.0,0.0,1.0,0.1988655,0.4285252,0.6906949,0.82196796,0.89636785,0.99018985,0.85031646,0.92025316,0.80764794,0.19085522,0.11260522,12639.08,12639.192,0.13987342,2563.3643,0.7716264,0.7716264,0.7716264,3.8675175e-06,3.8675175e-06,3.8675175e-06,1.5558544,1.5558544,1.5558544,-5.0866265e-07,-5.0866265e-07,-5.0866265e-07,1
329,12640.0,17234.99,12491.21,17149.67,0.4255859,1310392300.0,14789.97,-1.0,0.0,1.0,0.37089205,0.55318755,0.7582431,0.8616318,0.92009914,0.7353363,0.6267176,0.68102694,0.5952692,0.14869499,0.08575777,17148.988,17149.074,0.10861871,2832.7085,0.6364786,0.6364786,0.6364786,2.8505167e-06,2.8505167e-06,2.8505167e-06,1.129876,0.66444427,0.45941162,-3.7490491e-07,-6.7223514e-06,-2.3361467e-06,0
330,17142.43,17149.97,12800.0,14197.78,0.471938,1416063900.0,14412.3,1.0,0.0,0.44097126,0.15966496,0.4143315,0.68511945,0.8210487,0.89766556,0.8882216,0.75701976,0.8226207,0.7190328,0.13879001,0.10358785,14196.957,14197.061,0.13120185,3119.1213,0.86040825,0.86040825,0.86040825,3.4431737e-06,3.4431737e-06,3.4431737e-06,1.3447347,0.61547124,0.53063655,-4.5285216e-07,-8.12001e-06,-2.5313352e-06,0
331,14197.78,14394.36,9222.0,12775.99,0.68636286,1661556700.0,11627.25,-1.0,0.0,0.081938796,0.012852468,0.31054953,0.6292899,0.7903271,0.8809701,0.9870683,0.84126556,0.9141669,0.80126864,0.22172137,0.1128983,12775.076,12775.188,0.1458028,3406.6165,1.0018793,1.0018793,1.0018793,3.7987138e-06,3.7987138e-06,3.7987138e-06,1.4724244,0.5245025,0.5926124,-5.032483e-07,-9.023654e-06,-2.316181e-06,0
332,12782.99,12791.88,9927.54,11446.54,0.44741413,1032193100.0,11079.96,-1.0,0.0,0.17802776,0.15789339,0.19475955,0.5657164,0.755193,0.8618117,1.194291,0.9638721,1.0790815,0.8975411,0.23418081,0.18154044,11445.461,11445.643,0.23041898,3673.0757,0.8056583,0.8056583,0.8056583,4.03651e-06,4.03651e-06,4.03651e-06,1.619287,0.44893327,0.7880651,-5.6169773e-07,-1.0071699e-05,-1.2664841e-06,0
333,11446.54,11989.15,7625.25,9225.86,0.67594934,1336435700.0,9495.16,-1.0,0.0,0.0,0.47643948,0.037746944,0.43856427,0.6843278,0.8226127,1.5285404,1.2050741,1.3668072,1.1141145,0.35374698,0.2526927,9224.493,9224.746,0.32346633,3800.6257,1.0760558,1.0760558,1.0760558,4.9895766e-06,4.9895766e-06,4.9895766e-06,1.9795282,0.42713293,1.10024,-6.968993e-07,-1.2495973e-05,-6.80425e-07,0
334,9225.31,9350.09,5920.72,8560.0,1.0809388,1718676200.0,7635.42,-1.0,0.0,0.0,0.5972209,0.15087086,0.37580413,0.6494617,0.80369675,1.594115,1.3223137,1.4582144,1.2007786,0.45036215,0.25743574,8558.542,8558.799,0.2718014,4061.9707,0.89080024,0.89080024,0.89080024,5.1543207e-06,5.1543207e-06,5.1543207e-06,2.1021578,0.3530287,1.2652214,-7.5110927e-07,-1.3468003e-05,-2.8652732e-07,1
335,8560.0,11135.83,7820.0,11101.0,0.49952692,971619260.0,9339.69,-1.0,0.0,0.0,0.21079281,0.0910282,0.50533533,0.72235847,0.84496546,1.1524512,1.0196383,1.0860447,0.92592245,0.36929557,0.16012229,11099.914,11100.074,0.13281281,4172.147,0.53335017,0.53335017,0.53335017,3.8112976e-06,3.8112976e-06,3.8112976e-06,1.5971564,0.20875438,0.9701201,-5.7918163e-07,-1.03852e-05,-2.209417e-07,0
336,11101.0,11780.0,9373.48,9689.99,0.55400985,1218677100.0,10561.98,1.0,0.0,0.0,0.35091594,0.07629022,0.41299292,0.6708956,0.81692195,1.3202655,1.1681132,1.2441894,1.0607508,0.4472017,0.18343852,9688.746,9688.93,0.15215237,4289.7065,0.67353535,0.67353535,0.67353535,4.3662803e-06,4.3662803e-06,4.3662803e-06,1.8028382,0.18339533,1.2033244,-6.635193e-07,-1.1897443e-05,9.3740006e-08,1
