,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price,index,candle color,engulfing,stochRSI,SMA10-Close,SMA20-Close,SMA50-Close,SMA100-Close,SMA200-Close,Ichimoku conversion Line,Ichimoku Baseline,Ichimoku Leading Span A,Ichimoku Leading Span B,Ichimoku Lagging Span,Ichimoku Cloud Span,Distance-Leading Span A,Distance-Leading Span B,ConversionLine - BaseLine,Average True Range,Support Line 1,Support Line 2,Support Line 3,Support Slope 1,Support Slope 2,Support Slope 3,Resistant Line 1,Resistant Line 2,Resistant Line 3,Resistance Slope 1,Resistance Slope 2,Resistance Slope 3,IncreaseTomorrow
201,6.8,6.8,6.45,6.73,830.37,5483.56,6.6,201.0,1.0,0.0,0.16149256,-0.024962854,-0.034026746,-0.13280833,-0.19548291,-0.19901931,0.9769688,0.9153046,0.9461367,0.87221396,0.8484398,0.07392273,5.783863,5.857786,0.06166419,0.225,0.7664944,0.7664944,0.7664944,6.827013e-05,6.827013e-05,6.827013e-05,16.753778,16.753778,16.753778,-0.0018314768,-0.0018314768,-0.0018314768,1
202,6.77,6.99,6.55,6.94,1751.76,11902.01,6.79,202.0,-1.0,0.0,0.27155748,-0.051152736,-0.058429394,-0.15426514,-0.21716139,-0.2215634,0.9481268,0.89048994,0.91930836,0.84654176,0.8443804,0.07276657,6.020692,6.093458,0.057636887,0.24285714,0.7440876,0.7440876,0.7440876,6.620432e-05,6.620432e-05,6.620432e-05,1.1335069,1.1335069,1.1335069,-9.209487e-05,-9.209487e-05,-9.209487e-05,1
203,6.95,7.13,6.95,7.08,1495.14,10504.4,7.03,203.0,1.0,0.0,0.74679464,-0.06398305,-0.07365819,-0.16559322,-0.22975989,-0.235,0.9427966,0.88629943,0.91454804,0.84322035,0.8333333,0.07132769,6.165452,6.2367797,0.056497175,0.25357142,0.730146,0.730146,0.730146,6.489519e-05,6.489519e-05,6.489519e-05,15.111304,15.111304,15.111304,-0.0016904327,-0.0016904327,-0.0016904327,0
204,7.08,7.15,7.04,7.14,751.66,5345.83,7.11,204.0,1.0,0.0,0.6651874,-0.06526611,-0.07836135,-0.1670028,-0.23316526,-0.23942576,0.9446779,0.8886555,0.9166667,0.8459384,0.89915967,0.070728295,6.2233334,6.2940617,0.05602241,0.24642856,0.7247767,0.7247767,0.7247767,6.434986e-05,6.434986e-05,6.434986e-05,7.1123705,7.1123705,7.1123705,-0.0012062121,-0.0012062121,-0.0012062121,1
205,7.15,7.59,7.1,7.59,2325.84,16706.66,7.18,205.0,1.0,0.0,1.0,-0.11251647,-0.12971014,-0.21083003,-0.275863,-0.282668,0.8899868,0.8649539,0.8774704,0.79710144,0.84453225,0.080368906,6.7125297,6.7928987,0.025032938,0.23,0.6825274,0.6825274,0.6825274,6.0534647e-05,6.0534647e-05,6.0534647e-05,1.2430797,1.2430797,1.2430797,-0.00016027826,-0.00016027826,-0.00016027826,0
206,7.6,7.69,7.46,7.59,1204.55,9144.08,7.59,206.0,1.0,0.0,0.98174995,-0.09960474,-0.12312253,-0.20426877,-0.27243742,-0.2804809,0.9189723,0.8939394,0.9064559,0.82608694,0.81554675,0.080368906,6.683544,6.763913,0.025032938,0.22571428,0.6832499,0.6832499,0.6832499,6.0534647e-05,6.0534647e-05,6.0534647e-05,369.51978,369.51978,369.51978,-0.0034170928,-0.0034170928,-0.0034170928,0
207,7.58,7.58,7.44,7.55,717.31,5408.07,7.54,207.0,-1.0,0.0,0.99290943,-0.07960265,-0.11092715,-0.19350994,-0.26516557,-0.27450994,0.93245035,0.905298,0.91887414,0.8370861,0.802649,0.08178808,6.631126,6.712914,0.027152319,0.23214285,0.6875968,0.6875968,0.6875968,6.085536e-05,6.085536e-05,6.085536e-05,3.7217844,3.7217844,3.7217844,-0.0007529224,-0.0007529224,-0.0007529224,0
208,7.55,7.57,7.4,7.57,322.39,2418.56,7.5,208.0,-1.0,0.0,1.0,-0.067371204,-0.10568032,-0.18911493,-0.26373845,-0.27427346,0.9299868,0.9035667,0.9167768,0.8348745,0.8533686,0.08190224,6.653223,6.7351255,0.02642008,0.235,0.6865061,0.6865061,0.6865061,6.069458e-05,6.069458e-05,6.069458e-05,3.6636815,0.9418758,0.8859597,-0.00075093313,-0.0017934112,-0.00087779644,1
209,7.57,8.3,7.14,8.3,3680.08,28112.92,7.64,209.0,1.0,0.0,0.97535694,-0.13771084,-0.17644578,-0.25440964,-0.32538554,-0.33613253,0.85180724,0.8240964,0.8379518,0.76144576,0.8,0.076506026,7.462048,7.538554,0.027710844,0.24,0.6267894,0.6267894,0.6267894,5.535638e-05,5.535638e-05,5.535638e-05,3.2980022,0.8325979,0.8091054,-0.0006848872,-0.0016356775,-0.000626659,1
210,8.3,8.8,7.7,8.55,3658.9,30014.69,8.2,210.0,1.0,0.0,0.93280333,-0.14292398,-0.18947369,-0.26865497,-0.34090057,-0.35332164,0.8625731,0.8356725,0.8491228,0.7748538,0.77660817,0.074269004,7.700877,7.775146,0.026900584,0.31428573,0.60910624,0.60910624,0.60910624,5.3737775e-05,5.3737775e-05,5.3737775e-05,8817.613,8817.613,8817.613,-0.0046762824,-0.0046762824,-0.0046762824,1
211,8.5,9.15,8.36,9.0,2613.84,22817.79,8.73,211.0,1.0,0.0,1.0,-0.16622223,-0.21855555,-0.2974889,-0.36964443,-0.38324445,0.8527778,0.82166666,0.8372222,0.7638889,0.7322222,0.07333333,8.162778,8.236111,0.031111112,0.37428573,0.57865524,0.57865524,0.57865524,5.0016315e-05,5.0016315e-05,5.0016315e-05,320.1058,320.1058,320.1058,-0.0028227312,-0.0028227312,-0.0028227312,0
212,9.06,9.2,8.76,8.76,2512.84,22765.41,9.06,212.0,1.0,0.0,1.0,-0.11746576,-0.1828767,-0.26936072,-0.34752283,-0.3638242,0.9189498,0.86415523,0.8915525,0.80479455,0.73630136,0.08675799,7.8684473,7.9552054,0.05479452,0.41714287,0.59306926,0.59306926,0.59306926,4.795506e-05,4.795506e-05,4.795506e-05,49.63874,49.63874,49.63874,-0.0019336098,-0.0019336098,-0.0019336098,0
213,8.76,8.76,7.93,8.44,1378.67,11284.56,8.19,213.0,-1.0,0.0,1.0,-0.062440757,-0.13862559,-0.23308057,-0.3180924,-0.3374763,0.9620853,0.89988154,0.9309834,0.8382701,0.75829387,0.09271327,7.5090165,7.60173,0.06220379,0.43285716,0.616151,0.616151,0.616151,4.9773265e-05,4.9773265e-05,4.9773265e-05,1.8696141,1.8696141,1.8696141,-0.00028041864,-0.00028041864,-0.00028041864,1
214,8.52,8.91,8.2,8.74,2380.64,20553.42,8.63,214.0,-1.0,0.0,1.0,-0.079061784,-0.15772311,-0.2519222,-0.3374714,-0.35824943,0.9324943,0.86899316,0.9007437,0.81636155,0.71624714,0.084382154,7.8392563,7.9236383,0.06350114,0.47714287,0.5955775,0.5955775,0.5955775,4.8064798e-05,4.8064798e-05,4.8064798e-05,1.7956275,0.9496567,0.8997889,-0.00027079327,-0.0024223686,-0.0006700805,0
215,8.74,8.8,8.3,8.42,1483.55,12717.96,8.57,215.0,1.0,0.0,0.7762143,-0.025059381,-0.11252969,-0.21513064,-0.3077672,-0.33181116,0.9703088,0.902019,0.9361639,0.84916866,0.7612827,0.08699525,7.483836,7.5708313,0.06828979,0.5114286,0.5712589,0.5712589,0.5712589,0.0,0.0,0.0,1.8537402,0.9388463,0.9182615,-0.0002810847,-0.00251443,-0.00073158223,1
216,8.42,8.88,8.1,8.59,2585.86,22225.47,8.59,216.0,-1.0,0.0,0.47843242,-0.0346915,-0.11955763,-0.22314319,-0.31740397,-0.343376,0.95110595,0.8841676,0.9176368,0.8346915,0.7555297,0.08294529,7.6723633,7.7553086,0.0669383,0.5221428,0.60679257,0.60679257,0.60679257,4.835127e-05,4.835127e-05,4.835127e-05,1.8071785,0.8764798,0.6802326,-0.00027552192,-0.0024646684,-0.0029574598,0
217,8.59,8.8,8.25,8.61,1298.9,11148.28,8.58,217.0,1.0,0.0,0.4716998,-0.025319396,-0.10911731,-0.21704994,-0.31477353,-0.34377468,0.94889665,0.8821138,0.91550523,0.8327526,0.7549361,0.082752615,7.6944947,7.7772474,0.06678281,0.54642856,0.6059623,0.6059623,0.6059623,4.8238955e-05,4.8238955e-05,4.8238955e-05,1.7931819,0.8328378,0.9010317,-0.00027488192,-0.0024589433,-0.0004867243,0
218,8.59,8.64,8.24,8.64,1795.46,15281.06,8.51,218.0,1.0,0.0,0.05694439,-0.016435185,-0.099652775,-0.21192129,-0.31296295,-0.34454283,0.9456019,0.900463,0.9230324,0.8298611,0.7546296,0.0931713,7.7169676,7.8101387,0.045138888,0.57214284,0.60443604,0.60443604,0.60443604,4.807146e-05,4.807146e-05,4.807146e-05,1.7772439,0.7904572,0.6016275,-0.00027392746,-0.0024504052,-0.0029403449,0
219,8.64,8.83,8.45,8.75,837.68,7224.83,8.62,219.0,1.0,0.0,0.054375205,-0.016571429,-0.09931429,-0.21435429,-0.31741714,-0.35173142,0.9657143,0.8891429,0.92742854,0.81942856,0.75542855,0.108,7.8225713,7.9305716,0.07657143,0.5928571,0.5974085,0.5974085,0.5974085,4.7467132e-05,4.7467132e-05,4.7467132e-05,1.7453638,0.7433829,0.9112434,-0.0002704838,-0.0024196,-0.00022140508,0
220,8.76,8.91,8.76,8.83,687.5,6094.42,8.86,220.0,1.0,0.0,0.0065044,-0.020385051,-0.09524349,-0.21390714,-0.31933182,-0.3566138,0.9699887,0.8810872,0.92553794,0.8165345,0.7383918,0.109003395,7.904462,8.013466,0.088901475,0.585,0.5925624,0.5925624,0.5925624,4.703708e-05,4.703708e-05,4.703708e-05,1.7201511,0.70159805,0.88355744,-0.0002680332,-0.0023976786,-0.00030444632,0
221,8.83,9.0,8.78,8.88,1498.93,13347.63,8.9,221.0,1.0,0.0,0.0,-0.022747748,-0.088851355,-0.2109009,-0.31903154,-0.35881194,0.964527,0.8761261,0.9203266,0.8203829,0.7443694,0.09994369,7.9596734,8.059617,0.0884009,0.58,0.5897896,0.5897896,0.5897896,4.677223e-05,4.677223e-05,4.677223e-05,1.7011695,0.66445357,0.7996611,-0.00026652403,-0.002384178,-0.00069368497,0
222,8.79,8.79,8.7,8.71,590.37,5154.72,8.73,222.0,1.0,0.0,0.0,-0.0050516645,-0.058725603,-0.18799081,-0.30143514,-0.3452985,0.97187144,0.8932262,0.9325488,0.8381171,0.73938,0.09443169,7.777451,7.871883,0.07864524,0.585,0.6018764,0.6018764,0.6018764,4.7685124e-05,4.7685124e-05,4.7685124e-05,1.7249466,0.6451905,0.87881106,-0.000271726,-0.0024307119,-0.0003364372,1
223,8.7,9.0,8.54,9.0,2423.61,21078.35,8.7,223.0,-1.0,1.0,0.03516932,-0.037666667,-0.079222225,-0.20697778,-0.32024443,-0.36544445,0.95,0.86444443,0.9072222,0.8111111,0.71555555,0.09611111,8.092778,8.188889,0.08555555,0.5857143,0.5830399,0.5830399,0.5830399,4.61486e-05,4.61486e-05,4.61486e-05,1.6602924,0.594692,0.8708128,-0.00026297037,-0.002352389,-0.00021291267,1
224,9.0,9.28,8.92,9.28,1324.43,12141.48,9.17,224.0,1.0,0.0,0.069498695,-0.060668103,-0.09665948,-0.22318965,-0.3367026,-0.38324893,0.92133623,0.83997846,0.8806573,0.7866379,0.7112069,0.0940194,8.399343,8.493362,0.08135776,0.53571427,0.5659892,0.5659892,0.5659892,4.4756187e-05,4.4756187e-05,4.4756187e-05,1.6014463,0.549307,0.81377614,-0.0002550359,-0.0022814118,-0.00031577243,0
225,9.28,9.5,8.9,9.45,2419.61,22568.95,9.33,225.0,1.0,0.0,0.0,-0.07185185,-0.1015873,-0.22920635,-0.34428573,-0.39292592,0.9195767,0.82910055,0.8743386,0.77671957,0.6973545,0.09761905,8.575662,8.673281,0.09047619,0.48285714,0.5563392,0.5563392,0.5563392,4.395105e-05,4.395105e-05,4.395105e-05,2.6989608,0.92552465,0.8890816,-0.00046932863,-0.0004381908,-0.0004568735,1
226,9.45,10.52,9.4,10.44,2209.71,21163.19,9.58,226.0,1.0,0.0,0.0,-0.15,-0.17787357,-0.2951341,-0.40220305,-0.44898468,0.8496169,0.7638889,0.80675286,0.7136015,0.6503831,0.09315134,9.633247,9.726398,0.08572797,0.46928573,0.50406474,0.50406474,0.50406474,3.9783277e-05,3.9783277e-05,3.9783277e-05,9.255724,9.255724,9.255724,-0.0009746771,-0.0009746771,-0.0009746771,1
227,10.4,12.0,10.1,10.79,2419.41,26081.29,10.78,227.0,1.0,0.0,0.0017848322,-0.16042632,-0.19133458,-0.3095088,-0.4166265,-0.46533364,0.86932343,0.7863763,0.82784986,0.7437442,0.62372565,0.084105656,9.962151,10.046256,0.08294717,0.51785713,0.4881808,0.4881808,0.4881808,3.849281e-05,3.849281e-05,3.849281e-05,23654.6,23654.6,23654.6,-0.0041049244,-0.0041049244,-0.0041049244,0
228,10.96,11.2,10.5,10.51,635.37,6829.39,10.75,228.0,1.0,0.0,0.0,-0.11731684,-0.15437679,-0.2818078,-0.39570886,-0.44933397,0.972883,0.88249284,0.92768794,0.83539486,0.6603235,0.092293054,9.582312,9.674605,0.0903901,0.5942857,0.50166607,0.50166607,0.50166607,3.951831e-05,3.951831e-05,3.951831e-05,521151.1,521151.1,521151.1,-0.005439154,-0.005439154,-0.005439154,0
229,10.93,10.93,10.29,10.71,1906.76,19934.34,10.45,229.0,-1.0,0.0,1.0,-0.11633987,-0.15644258,-0.2875817,-0.40183008,-0.45751166,0.9589169,0.8846872,0.92180204,0.8197946,0.66106445,0.10200747,9.7881975,9.890205,0.074229695,0.5935714,0.49276894,0.49276894,0.49276894,3.8780337e-05,3.8780337e-05,3.8780337e-05,448344.03,0.86647993,0.7179405,-0.0053375824,-0.0025428461,-0.0019063969,0
230,10.71,10.99,10.43,10.84,2070.08,22226.75,10.74,230.0,-1.0,0.0,1.0,-0.10885609,-0.1554428,-0.28819188,-0.40377307,-0.4623524,0.94741696,0.8782288,0.9128229,0.8099631,0.65867156,0.10285978,9.927177,10.030037,0.06918819,0.6035714,0.4873252,0.4873252,0.4873252,3.831526e-05,3.831526e-05,3.831526e-05,388334.6,0.80405325,0.7268529,-0.005273571,-0.0025123507,-0.001311295,0
231,10.86,10.87,10.72,10.75,1039.04,11186.19,10.77,231.0,1.0,0.0,0.5791309,-0.082697675,-0.13772093,-0.2735814,-0.39326513,-0.45570233,0.95534885,0.88837206,0.92186046,0.8362791,0.7060465,0.08558139,9.828139,9.913721,0.06697674,0.5878571,0.4918753,0.4918753,0.4918753,3.863604e-05,3.863604e-05,3.863604e-05,343290.2,0.7615032,0.7289367,-0.0053177215,-0.0025333844,-0.0011387552,1
232,10.75,11.04,10.7,10.99,2746.09,29919.45,10.9,232.0,-1.0,0.0,0.65757096,-0.08571429,-0.14858963,-0.28090993,-0.4012011,-0.46585986,0.9344859,0.8707916,0.90263873,0.81801635,0.6906279,0.08462238,10.087361,10.171984,0.06369427,0.5592857,0.45121858,0.45121858,0.45121858,8.122765e-06,8.122765e-06,8.122765e-06,294378.88,0.69959813,0.7208895,-0.005201593,-0.0024780603,-0.00089278,0
233,11.0,12.49,10.79,11.0,2432.99,27273.43,11.21,233.0,1.0,0.0,0.64076346,-0.06581818,-0.13922727,-0.27332726,-0.3963,-0.46442726,0.95,0.87,0.91,0.8172727,0.68636364,0.09272727,10.09,10.182727,0.08,0.555,0.45090103,0.45090103,0.45090103,8.115381e-06,8.115381e-06,8.115381e-06,257837.53,0.6564774,0.70914364,-0.0051968643,-0.0024758074,-0.0008570579,1
234,11.0,11.5,10.9,11.32,2554.44,28345.94,11.1,234.0,-1.0,0.0,0.5521961,-0.0745583,-0.15225264,-0.28616607,-0.40803885,-0.4777076,0.944788,0.86704946,0.9059187,0.81625444,0.66872793,0.08966431,10.414082,10.503746,0.077738516,0.64928573,0.43021202,0.43021202,0.43021202,0.0,0.0,0.0,223079.23,223079.23,223079.23,-0.004734396,-0.004734396,-0.004734396,0
235,11.32,11.4,11.25,11.38,358.82,4060.04,11.32,235.0,1.0,0.0,0.597032,-0.061511423,-0.14538664,-0.28170475,-0.40565905,-0.47835237,0.96177506,0.862478,0.91212654,0.8119508,0.72934973,0.100175746,10.467874,10.568049,0.09929701,0.6807143,0.42794377,0.42794377,0.42794377,0.0,0.0,0.0,196141.7,0.95464605,0.8456514,-0.0047094347,-0.00030687367,-0.00042489127,0
236,11.4,11.69,11.34,11.49,838.43,9613.45,11.47,236.0,1.0,0.0,0.57515424,-0.053698868,-0.14068756,-0.2802437,-0.40588337,-0.48124456,0.9830287,0.8785901,0.9308094,0.8041775,0.7441253,0.12663186,10.559191,10.6858225,0.10443864,0.6757143,0.4238468,0.4238468,0.4238468,0.0,0.0,0.0,171711.28,0.9379342,0.8449025,-0.0046643484,-0.00030393578,-0.00033738624,1
237,11.42,11.98,11.4,11.89,3499.59,40698.52,11.63,237.0,1.0,0.0,0.63318926,-0.07670311,-0.15740117,-0.29597983,-0.42047098,-0.49651808,0.95794785,0.8587048,0.9083263,0.77712363,0.7569386,0.1312027,10.981673,11.112876,0.09924306,0.68785715,0.4095879,0.4095879,0.4095879,0.0,0.0,0.0,146670.78,0.8991214,0.7962237,-0.0045074318,-0.00029371088,-0.0003851873,1
238,11.9,12.3,11.81,12.25,1925.97,23207.39,12.05,238.0,1.0,0.0,0.64129674,-0.09485714,-0.16877551,-0.30770612,-0.43191022,-0.5087061,0.9297959,0.8334694,0.8816326,0.7542857,0.715102,0.12734693,11.368367,11.495714,0.09632653,0.6964286,0.39755103,0.39755103,0.39755103,0.0,0.0,0.0,125833.43,0.8657089,0.7541167,-0.0043749684,-0.00028507938,-0.00041885773,1
239,12.13,13.2,12.13,13.01,1592.27,19913.78,12.51,239.0,1.0,0.0,0.72088945,-0.13435818,-0.20345888,-0.33893928,-0.45958492,-0.5349577,0.88086087,0.7847809,0.8328209,0.7102229,0.64873177,0.122598,12.177179,12.299777,0.09607994,0.7057143,0.37432745,0.37432745,0.37432745,0.0,0.0,0.0,104727.67,0.8086088,0.6915906,-0.0041193976,-0.000268426,-0.00043485378,1
240,13.14,13.5,12.75,13.42,1529.33,20345.7,13.3,240.0,1.0,0.0,0.7534224,-0.14366616,-0.2119225,-0.34929955,-0.47016394,-0.5461475,0.890462,0.7935917,0.8420268,0.7149776,0.65126675,0.12704918,12.577973,12.705023,0.09687034,0.7392857,0.3628912,0.3628912,0.3628912,0.0,0.0,0.0,1069.14,1069.14,1069.14,-0.002285307,-0.002285307,-0.002285307,0
241,13.49,16.41,11.5,12.5,4868.28,69361.31,14.25,241.0,1.0,-1.0,0.77494425,-0.06,-0.13556,-0.29032,-0.424448,-0.509576,0.968,0.864,0.916,0.7796,0.6736,0.1364,11.584,11.7204,0.104,0.7128571,0.3896,0.3896,0.3896,0.0,0.0,0.0,9.99189,9.99189,9.99189,-0.00078078697,-0.00078078697,-0.00078078697,0
242,12.64,12.99,11.11,11.54,2511.37,29197.87,11.63,242.0,-1.0,0.0,0.7108114,0.033362217,-0.047963604,-0.22088388,-0.37008667,-0.4657799,1.1785095,1.0619584,1.120234,0.97053725,0.7443674,0.14969671,10.419766,10.569463,0.11655112,0.92785716,0.4220104,0.4220104,0.4220104,0.0,0.0,0.0,351244260.0,351244260.0,351244260.0,-0.007346171,-0.007346171,-0.007346171,0
243,11.86,11.86,7.1,8.06,5427.25,48723.0,8.98,243.0,-1.0,0.0,0.3461652,0.48635235,0.38064516,0.12796526,-0.089838706,-0.2312531,1.6941687,1.5291563,1.6116625,1.3895782,1.0682383,0.22208437,6.4483376,6.6704216,0.1650124,1.0121429,0.6465354,0.6465354,0.6465354,3.6842877e-05,3.6842877e-05,3.6842877e-05,413718720.0,1.5260546,1.444994,-0.010517967,-0.0025079811,-0.000735237,1
244,8.09,10.33,7.86,10.05,3382.5,30656.24,9.06,244.0,-1.0,0.0,0.0,0.16278607,0.10258707,-0.09249751,-0.26696518,-0.38238806,1.1696517,1.1696517,1.1696517,1.1328359,0.8597015,0.03681592,8.880348,8.917164,0.0,1.3064286,0.5324178,0.5324178,0.5324178,4.1030693e-05,4.1030693e-05,4.1030693e-05,272960200.0,1.1682203,1.2692859,-0.008435304,-0.002011376,0.00031483427,0
245,9.79,10.51,9.53,10.18,3384.92,34339.0,10.14,245.0,1.0,0.0,0.0,0.13546169,0.0922888,-0.09715128,-0.271277,-0.38842338,1.1547152,1.1547152,1.1547152,1.1183693,0.8595285,0.036345776,9.025285,9.06163,0.0,1.4428571,0.52611804,0.52611804,0.52611804,4.0506726e-05,4.0506726e-05,4.0506726e-05,221688320.0,1.1008513,1.2622397,-0.008327585,-0.0019856903,0.0003108138,0
246,9.99,10.71,9.75,9.96,8193.33,84387.95,10.3,246.0,1.0,0.0,0.0,0.14849398,0.12008032,-0.07004016,-0.24991968,-0.37296686,1.1802208,1.1802208,1.1802208,1.1430722,0.8865462,0.037148595,8.779779,8.816928,0.0,1.5021429,0.5382499,0.5382499,0.5382499,4.140145e-05,4.140145e-05,4.140145e-05,186404510.0,1.0739963,1.2995541,-0.008511527,-0.002029551,0.00031767917,0
247,9.96,10.19,9.78,10.02,2710.26,27095.0,10.0,247.0,-1.0,0.0,0.21638717,0.1263473,0.110978045,-0.06858283,-0.24939121,-0.37471557,1.1731536,1.1731536,1.1731536,1.1362275,0.88622755,0.036926147,8.846847,8.883773,0.0,1.5464286,0.52542067,0.52542067,0.52542067,3.1430845e-05,3.1430845e-05,3.1430845e-05,152430980.0,1.0190139,1.301218,-0.00846056,-0.0020173981,0.00031577688,1
248,10.03,10.51,9.83,10.37,4170.89,42191.82,10.12,248.0,1.0,0.0,0.25969896,0.07029894,0.06976856,-0.093114756,-0.26983607,-0.39368853,1.1335584,1.1335584,1.1335584,1.0978785,0.83992285,0.035679847,9.236442,9.272121,0.0,1.4542857,0.696821,0.696821,0.696821,0.00018422413,0.00018422413,0.00018422413,121167850.0,0.9398417,1.2664939,-0.008175006,-0.0019493084,0.00030511906,0
249,10.45,10.58,10.14,10.57,581.27,6046.3,10.4,249.0,1.0,0.0,0.23542885,0.032261115,0.04886471,-0.103140965,-0.27860928,-0.40290445,1.1121098,1.1121098,1.1121098,1.077105,0.8514664,0.03500473,9.4578905,9.492895,0.0,1.46,0.6866499,0.6866499,0.6866499,0.00018073834,0.00018073834,0.00018073834,97794936.0,0.88012457,1.2516156,-0.008020323,-0.0019124247,0.00029934573,0
250,10.57,10.62,10.2,10.31,1412.06,14794.88,10.48,250.0,1.0,0.0,0.24125046,0.034626577,0.07463627,-0.0728031,-0.25503394,-0.3854801,1.1401552,1.1401552,1.1401552,1.1057225,0.900097,0.03443259,9.169845,9.204277,0.0,1.4807143,0.7070695,0.7070695,0.7070695,0.00018529625,0.00018529625,0.00018529625,82481750.0,0.86128354,1.292562,-0.008222581,-0.0019606526,0.0003068947,1
251,10.31,11.93,10.31,10.78,4283.77,47639.94,11.12,251.0,-1.0,0.0,0.24356186,-0.039332096,0.025324676,-0.10669759,-0.28265306,-0.41021335,0.9318182,1.0904453,1.0111318,1.057514,0.8766234,-0.04638219,9.768868,9.7224865,-0.1586271,1.4857143,0.67922306,0.67922306,0.67922306,0.00017721746,0.00017721746,0.00017721746,64896750.0,0.78627,1.2452466,-0.007864083,-0.0018751696,0.00029351434,1
252,10.9,11.21,10.63,11.0,2970.1,32516.01,10.95,252.0,1.0,0.0,0.2469677,-0.07418182,0.0049545453,-0.1172,-0.29180908,-0.41978636,0.865,1.0686364,0.96681815,1.0390909,0.9490909,-0.072272725,10.033182,9.960909,-0.20363636,1.56,0.6685731,0.6685731,0.6685731,0.00017367312,0.00017367312,0.00017367312,52320780.0,0.73550135,1.229265,-0.007706801,-0.0018376663,0.00028764404,0
253,11.0,11.05,10.49,10.78,4768.86,51406.95,10.78,253.0,1.0,0.0,0.21896945,-0.060296845,0.025510205,-0.09165121,-0.2718182,-0.4055705,0.91790354,1.0904453,1.0041744,1.0602969,1.0009277,-0.05612245,9.7758255,9.719703,-0.17254174,1.5664285,0.68522507,0.68522507,0.68522507,0.00017721746,0.00017721746,0.00017721746,43921110.0,0.71637934,1.263524,-0.007864083,-0.0018751696,0.00029351434,0
254,10.81,10.91,10.51,10.65,1513.88,16231.94,10.72,254.0,-1.0,0.0,0.21716163,-0.023286385,0.036995307,-0.07361502,-0.25757748,-0.39583567,1.0075117,1.1037558,1.0556338,1.0779343,0.98685443,-0.022300469,9.594366,9.572065,-0.096244134,1.53,0.69664705,0.69664705,0.69664705,0.00017938069,0.00017938069,0.00017938069,36573596.0,0.6921463,1.2882993,-0.007960076,-0.001898059,0.00029709714,0
255,10.65,10.8,9.69,10.16,2915.13,30015.31,10.3,255.0,-1.0,0.0,0.18519115,0.02972441,0.08371063,-0.02202756,-0.21624015,-0.36424705,1.0669291,1.1569881,1.1119586,1.1496063,1.0541339,-0.03764764,9.048041,9.010394,-0.09005906,1.505,0.7334645,0.7334645,0.7334645,0.00018803192,0.00018803192,0.00018803192,31539060.0,0.6925314,1.3603065,-0.008343978,-0.0019895993,0.00031142563,0
256,10.2,10.2,9.85,9.91,665.2,6629.27,9.97,256.0,-1.0,0.0,0.07893076,0.055499494,0.10489405,0.0078304745,-0.19136226,-0.34600404,1.0908173,1.1861756,1.1384965,1.1831484,1.0938447,-0.044651866,8.771503,8.726851,-0.09535822,1.2335714,0.7552827,0.7552827,0.7552827,0.0001927754,0.0001927754,0.0001927754,26600756.0,0.677712,1.4048207,-0.008554472,-0.002039791,0.000319282,1
257,10.07,10.18,9.49,10.18,1340.45,13291.46,9.92,257.0,-1.0,0.0,0.05589566,0.027013753,0.06782908,-0.014341847,-0.20810412,-0.3608841,1.0618861,1.1547152,1.1083006,1.1547152,1.0559921,-0.04641454,9.071699,9.025285,-0.09282908,1.1242857,0.7384921,0.7384921,0.7384921,0.0001876625,0.0001876625,0.0001876625,21303210.0,0.6297334,1.3775611,-0.008327585,-0.0019856903,0.0003108138,1
258,10.17,10.55,9.95,10.55,1166.65,12047.29,10.33,258.0,1.0,0.0,0.18892816,-0.0074881515,0.022274882,-0.04392417,-0.23104265,-0.38069668,1.0151659,1.114218,1.0646919,1.114218,1.0417062,-0.049526066,9.485308,9.435782,-0.09905213,0.83357143,0.7157338,0.7157338,0.7157338,0.00018108098,0.00018108098,0.00018108098,16910854.0,0.580013,1.3389682,-0.008035528,-0.0019160501,0.00029991323,0
259,10.36,10.5,10.14,10.36,2649.66,27351.47,10.32,259.0,1.0,0.0,0.60918856,0.012451737,0.032818533,-0.020637065,-0.21165058,-0.36642376,1.0337838,1.1346525,1.0842181,1.1346525,1.061776,-0.050434362,9.275782,9.2253475,-0.100868724,0.7,0.7320734,0.7320734,0.7320734,0.00018440196,0.00018440196,0.00018440196,14167181.0,0.56378835,1.3734949,-0.008182897,-0.0019511901,0.00030541356,1
260,10.38,10.99,10.12,10.99,1870.39,19601.42,10.48,260.0,-1.0,0.0,1.0,-0.047497727,-0.03844404,-0.073030025,-0.25202912,-0.40015468,0.9745223,1.0696087,1.0220655,1.0696087,1.0300273,-0.04754322,9.967935,9.920391,-0.09508644,0.6592857,0.69314986,0.69314986,0.69314986,0.00017383114,0.00017383114,0.00017383114,10986787.0,0.5072988,1.304227,-0.007713814,-0.0018393383,0.00028790577,0
261,10.9,11.15,10.68,11.02,3296.23,35837.39,10.87,261.0,1.0,0.0,0.6348159,-0.043920144,-0.052087113,-0.071125224,-0.24869329,-0.3987205,0.9392015,1.0666969,1.0029492,1.0666969,1.0326679,-0.063747734,10.017051,9.953303,-0.12749547,0.6528571,0.6943103,0.6943103,0.6943103,0.00017335791,0.00017335791,0.00017335791,9013885.0,0.48290935,1.3101872,-0.0076928143,-0.0018343311,0.000287122,0
