cpu_time,wallclock_time,evaluations,cost,sp-clause-activity-inc,sp-clause-decay,sp-clause-del-heur,sp-first-restart,sp-learned-clause-sort-heur,sp-learned-clauses-inc,sp-learned-size-factor,sp-orig-clause-sort-heur,sp-phase-dec-heur,sp-rand-var-dec-freq,sp-resolution,sp-restart-inc,sp-update-dec-queue,sp-use-pure-literal-rule,sp-var-activity-inc,sp-var-dec-heur,sp-variable-decay,sp-clause-inversion,sp-max-res-lit-inc,sp-max-res-runs,sp-rand-phase-dec-freq,sp-rand-var-dec-scaling,sp-res-cutoff-cls,sp-res-cutoff-lits,sp-res-order-heur,sp-rand-phase-scaling
0,0.0002942085266113281,0,2147483648,1.0,1.4,2,100,0,1.3,0.4,0,5,0.001,1,1.5,1,1,1.0,0,1.4,,1.0,4,0.001,1.0,8,400,0,1.0
0.022813,0.15318036079406738,1,0.022813,1.0,1.4,2,100,0,1.3,0.4,0,5,0.001,1,1.5,1,1,1.0,0,1.4,,1.0,4,0.001,1.0,8,400,0,1.0
0.12299299999999999,2.1627042293548584,4,0.0297825,1.196189879963411,1.9451732777832176,1,122,5,1.1300316753530866,0.13472275849552304,8,1,0.0001,2,1.7731723464550129,0,0,1.0983776172660327,16,1.1148852423696294,,0.39518521080318897,7,0,0.5977321016917888,2,104,4,
0.242577,3.0602800846099854,11,0.01769675,0.5897107451900664,1.9281830258522457,0,897,18,1.4015734582842305,0.5272982393533483,18,3,0,0,1.4195014616787025,1,0,1.1405444511503924,8,1.0531995233149405,,,,0.05,,,,,1.0833497671602443
1.9239099999999991,23.382707595825195,101,0.015467933333333335,0.6181810467782772,1.0158729565245006,1,193,0,1.3668422834809102,0.7173905484862991,11,0,0,0,1.163808310793364,1,0,1.029444830366741,8,1.571309826992631,,,,0.0001,,,,,0.7626723291341608
3.632433000000002,46.179917097091675,208,0.014387813953488374,0.5202682645323098,1.9401483885851019,0,109,16,1.3668422834809102,0.7173905484862991,11,0,0,0,1.475373639943131,1,0,1.1749479443869797,8,1.37908405824166,,,,0.05,,,,,0.7823937904300879
5.061493000000001,64.05266523361206,304,0.014320880000000003,1.1331694347162706,1.7326488305865655,1,2282,6,1.2723466301806605,1.064508889063503,5,4,0.005,0,1.2339106544482494,1,0,0.8681734737640932,0,1.3071306997506706,,,,0.005,0.7299082542867743,,,,0.850209324166318
6.972255999999999,90.34931492805481,430,0.014220587301587304,1.1331694347162706,1.8470593114745024,1,165,16,1.3577177872828115,1.0200898904330389,11,4,0.005,0,1.4935706264236197,1,0,0.8394987396363307,8,1.3274084440384262,,,,0.005,0.7312048606660505,,,,0.850209324166318
