cost,time,status,seed,sp-clause-activity-inc,sp-clause-decay,sp-clause-del-heur,sp-first-restart,sp-learned-clause-sort-heur,sp-learned-clauses-inc,sp-learned-size-factor,sp-orig-clause-sort-heur,sp-phase-dec-heur,sp-rand-var-dec-freq,sp-resolution,sp-restart-inc,sp-update-dec-queue,sp-use-pure-literal-rule,sp-var-activity-inc,sp-var-dec-heur,sp-variable-decay,sp-clause-inversion,sp-max-res-lit-inc,sp-max-res-runs,sp-rand-phase-dec-freq,sp-rand-var-dec-scaling,sp-res-cutoff-cls,sp-res-cutoff-lits,sp-res-order-heur,sp-rand-phase-scaling,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,vars_clauses_ratio,POSNEG_RATIO_CLAUSE_mean,POSNEG_RATIO_CLAUSE_coeff_variation,POSNEG_RATIO_CLAUSE_min,POSNEG_RATIO_CLAUSE_max,POSNEG_RATIO_CLAUSE_entropy,VCG_CLAUSE_mean,VCG_CLAUSE_coeff_variation,VCG_CLAUSE_min,VCG_CLAUSE_max,VCG_CLAUSE_entropy,UNARY,BINARYp,TRINARYp,VCG_VAR_mean,VCG_VAR_coeff_variation,VCG_VAR_min,VCG_VAR_max,VCG_VAR_entropy,POSNEG_RATIO_VAR_mean,POSNEG_RATIO_VAR_stdev,POSNEG_RATIO_VAR_min,POSNEG_RATIO_VAR_max,POSNEG_RATIO_VAR_entropy,HORNY_VAR_mean,HORNY_VAR_coeff_variation,HORNY_VAR_min,HORNY_VAR_max,HORNY_VAR_entropy,horn_clauses_fraction,VG_mean,VG_coeff_variation,VG_min,VG_max,CG_mean,CG_coeff_variation,CG_min,CG_max,CG_entropy,cluster_coeff_mean,cluster_coeff_coeff_variation,cluster_coeff_min,cluster_coeff_max,cluster_coeff_entropy,DIAMETER_mean,DIAMETER_coeff_variation,DIAMETER_min,DIAMETER_max,DIAMETER_entropy,cl_num_mean,cl_num_coeff_variation,cl_num_min,cl_num_max,cl_num_q90,cl_num_q10,cl_num_q75,cl_num_q25,cl_num_q50,cl_size_mean,cl_size_coeff_variation,cl_size_min,cl_size_max,cl_size_q90,cl_size_q10,cl_size_q75,cl_size_q25,cl_size_q50,SP_bias_mean,SP_bias_coeff_variation,SP_bias_min,SP_bias_max,SP_bias_q90,SP_bias_q10,SP_bias_q75,SP_bias_q25,SP_bias_q50,SP_unconstraint_mean,SP_unconstraint_coeff_variation,SP_unconstraint_min,SP_unconstraint_max,SP_unconstraint_q90,SP_unconstraint_q10,SP_unconstraint_q75,SP_unconstraint_q25,SP_unconstraint_q50,vars_reduced_depth_1,vars_reduced_depth_4,vars_reduced_depth_16,vars_reduced_depth_64,vars_reduced_depth_256,LP_OBJ,LPSLack_mean,LPSLack_coeff_variation,LPSLack_min,LPSLack_max,lpIntRatio,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q10,saps_FirstLocalMinStep_Q90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q10,gsat_FirstLocalMinStep_Q90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,lobjois_mean_depth_over_vars,lobjois_log_num_nodes_over_vars,Pre_featuretime,Basic_featuretime,KLB_featuretime,CG_featuretime,DIAMETER_featuretime,cl_featuretime,sp_featuretime,unit_featuretime,lpTIME,ls_saps_featuretime,ls_gsat_featuretime,lobjois_featuretime
0.017163,0.017163,StatusType.SUCCESS,878115723,1.1331694347162706,1.7326488305865655,1,2282,6,1.2723466301806605,1.064508889063503,5,4,0.005,0,1.2339106544482494,1,0,0.8681734737640932,0,1.3071306997506706,,,,0.005,0.7299082542867743,,,,0.850209324166318,6292.0,12813.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.01,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0
0.00427,0.00427,StatusType.SUCCESS,262150548,1.1331694347162706,1.7326488305865655,1,2282,6,1.2723466301806605,1.064508889063503,5,4,0.005,0,1.2339106544482494,1,0,0.8681734737640932,0,1.3071306997506706,,,,0.005,0.7299082542867743,,,,0.850209324166318,779.0,1367.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0
0.016879,0.016879,StatusType.SUCCESS,1298508491,1.1331694347162706,1.7326488305865655,1,2282,6,1.2723466301806605,1.064508889063503,5,4,0.005,0,1.2339106544482494,1,0,0.8681734737640932,0,1.3071306997506706,,,,0.005,0.7299082542867743,,,,0.850209324166318,4478.0,9423.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.05,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0
0.022519,0.022519,StatusType.SUCCESS,1960903859,1.1331694347162706,1.7326488305865655,1,2282,6,1.2723466301806605,1.064508889063503,5,4,0.005,0,1.2339106544482494,1,0,0.8681734737640932,0,1.3071306997506706,,,,0.005,0.7299082542867743,,,,0.850209324166318,7050.0,14573.0,65.0,64.0,107.461538462,226.703125,1.015625,0.5,1.0,0.0,1.0,0.693147181,0.030769231,0.0,0.030769231,0.030769231,0.0,0.0,1.0,1.0,0.030769231,3.9375,0.015625,1.0,0.079487003,0.984615385,0.123076923,0.0,1.0,0.079487003,0.030769231,3.9375,0.015625,1.0,0.079487003,1.0,0.030769231,3.9375,0.015625,1.0,0.5,0.0,0.5,0.5,0.0,0.060606061,0.0,0.060606061,0.060606061,0.0,2.984375,0.041556303,2.0,3.0,0.080484837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984615385,0.125,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.746153846,0.041237113,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.015384615,0.015384615,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.8438,0.146947,16.0,13.0,19.0,1.08225,0.144435,1.0,0.0,0.0,0.0,15.9029,0.145696,16.0,13.0,19.0,1.08186,0.143137,1.0,0.0,1.0,1.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.32,0.3
0.015616,0.015616,StatusType.SUCCESS,710413845,1.1331694347162706,1.7326488305865655,1,2282,6,1.2723466301806605,1.064508889063503,5,4,0.005,0,1.2339106544482494,1,0,0.8681734737640932,0,1.3071306997506706,,,,0.005,0.7299082542867743,,,,0.850209324166318,6292.0,12813.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.01,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0
0.025312,0.025312,StatusType.SUCCESS,1909519948,1.1331694347162706,1.7326488305865655,1,2282,6,1.2723466301806605,1.064508889063503,5,4,0.005,0,1.2339106544482494,1,0,0.8681734737640932,0,1.3071306997506706,,,,0.005,0.7299082542867743,,,,0.850209324166318,7050.0,14573.0,65.0,64.0,107.461538462,226.703125,1.015625,0.5,1.0,0.0,1.0,0.693147181,0.030769231,0.0,0.030769231,0.030769231,0.0,0.0,1.0,1.0,0.030769231,3.9375,0.015625,1.0,0.079487003,0.984615385,0.123076923,0.0,1.0,0.079487003,0.030769231,3.9375,0.015625,1.0,0.079487003,1.0,0.030769231,3.9375,0.015625,1.0,0.5,0.0,0.5,0.5,0.0,0.060606061,0.0,0.060606061,0.060606061,0.0,2.984375,0.041556303,2.0,3.0,0.080484837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984615385,0.125,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.746153846,0.041237113,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.015384615,0.015384615,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.8438,0.146947,16.0,13.0,19.0,1.08225,0.144435,1.0,0.0,0.0,0.0,15.9029,0.145696,16.0,13.0,19.0,1.08186,0.143137,1.0,0.0,1.0,1.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.32,0.3
0.015656,0.015656,StatusType.SUCCESS,852851176,1.1331694347162706,1.7326488305865655,1,2282,6,1.2723466301806605,1.064508889063503,5,4,0.005,0,1.2339106544482494,1,0,0.8681734737640932,0,1.3071306997506706,,,,0.005,0.7299082542867743,,,,0.850209324166318,4838.0,9858.0,65.0,64.0,73.430769231,153.03125,1.015625,0.5,1.0,0.0,1.0,0.693147181,0.030769231,0.0,0.030769231,0.030769231,0.0,0.0,1.0,1.0,0.030769231,3.9375,0.015625,1.0,0.079487003,0.984615385,0.123076923,0.0,1.0,0.079487003,0.030769231,3.9375,0.015625,1.0,0.079487003,1.0,0.030769231,3.9375,0.015625,1.0,0.5,0.0,0.5,0.5,0.0,0.060606061,0.0,0.060606061,0.060606061,0.0,2.984375,0.041556303,2.0,3.0,0.080484837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984615385,0.125,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.746153846,0.041237113,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.015384615,0.015384615,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.8464,0.149546,16.0,13.0,19.0,1.08573,0.150284,1.0,0.0,0.0,0.0,15.8832,0.149509,16.0,13.0,19.0,1.08447,0.148311,1.0,0.0,1.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.36,0.33,0.3
0.00425,0.00425,StatusType.SUCCESS,1695977848,1.1331694347162706,1.7326488305865655,1,2282,6,1.2723466301806605,1.064508889063503,5,4,0.005,0,1.2339106544482494,1,0,0.8681734737640932,0,1.3071306997506706,,,,0.005,0.7299082542867743,,,,0.850209324166318,779.0,1367.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0
0.01796,0.01796,StatusType.SUCCESS,2138822019,1.1331694347162706,1.7326488305865655,1,2282,6,1.2723466301806605,1.064508889063503,5,4,0.005,0,1.2339106544482494,1,0,0.8681734737640932,0,1.3071306997506706,,,,0.005,0.7299082542867743,,,,0.850209324166318,4478.0,9423.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.05,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0
0.002612,0.002612,StatusType.SUCCESS,1195672662,1.1331694347162706,1.7326488305865655,1,2282,6,1.2723466301806605,1.064508889063503,5,4,0.005,0,1.2339106544482494,1,0,0.8681734737640932,0,1.3071306997506706,,,,0.005,0.7299082542867743,,,,0.850209324166318,332.0,533.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0
0.037893,0.037893,StatusType.SUCCESS,2143362693,1.1331694347162706,1.7326488305865655,1,2282,6,1.2723466301806605,1.064508889063503,5,4,0.005,0,1.2339106544482494,1,0,0.8681734737640932,0,1.3071306997506706,,,,0.005,0.7299082542867743,,,,0.850209324166318,8411.0,17728.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.09,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0
0.002511,0.002511,StatusType.SUCCESS,1925045143,1.1331694347162706,1.7326488305865655,1,2282,6,1.2723466301806605,1.064508889063503,5,4,0.005,0,1.2339106544482494,1,0,0.8681734737640932,0,1.3071306997506706,,,,0.005,0.7299082542867743,,,,0.850209324166318,332.0,533.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0
0.01031,0.01031,StatusType.SUCCESS,1282027545,1.1331694347162706,1.7326488305865655,1,2282,6,1.2723466301806605,1.064508889063503,5,4,0.005,0,1.2339106544482494,1,0,0.8681734737640932,0,1.3071306997506706,,,,0.005,0.7299082542867743,,,,0.850209324166318,2699.0,5515.0,65.0,64.0,40.523076923,85.171875,1.015625,0.5,1.0,0.0,1.0,0.693147181,0.030769231,0.0,0.030769231,0.030769231,0.0,0.0,1.0,1.0,0.030769231,3.9375,0.015625,1.0,0.079487003,0.984615385,0.123076923,0.0,1.0,0.079487003,0.030769231,3.9375,0.015625,1.0,0.079487003,1.0,0.030769231,3.9375,0.015625,1.0,0.5,0.0,0.5,0.5,0.0,0.060606061,0.0,0.060606061,0.060606061,0.0,2.984375,0.041556303,2.0,3.0,0.080484837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984615385,0.125,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.746153846,0.041237113,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.015384615,0.015384615,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.8822,0.149862,16.0,13.0,19.0,1.08512,0.148076,1.0,0.0,0.0,0.0,15.8263,0.148833,16.0,13.0,19.0,1.08299,0.146017,1.0,0.0,1.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.32,0.32
0.016694,0.016694,StatusType.SUCCESS,170439343,1.1331694347162706,1.7326488305865655,1,2282,6,1.2723466301806605,1.064508889063503,5,4,0.005,0,1.2339106544482494,1,0,0.8681734737640932,0,1.3071306997506706,,,,0.005,0.7299082542867743,,,,0.850209324166318,4478.0,9423.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.05,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0
0.028992,0.028992,StatusType.SUCCESS,1208933503,1.1331694347162706,1.7326488305865655,1,2282,6,1.2723466301806605,1.064508889063503,5,4,0.005,0,1.2339106544482494,1,0,0.8681734737640932,0,1.3071306997506706,,,,0.005,0.7299082542867743,,,,0.850209324166318,8411.0,17728.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.09,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0
