"","portfolio.returns","zz500.1","hs300.1","gold.1","spx.1","hengsheng.1"
"2009-02-24",0.00575950830762251,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-02-25",-0.0669141901123961,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-02-26",-0.0530012803229652,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-02-27",0.022273367332349,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-03-02",0.00422477570578494,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-03-03",0.05226882658502,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-03-04",0.00997770015863653,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-03-05",-0.00453915322459841,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-03-06",-0.0417395574907751,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-03-09",0.0194736237198356,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-03-10",-0.00272524478866654,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-03-11",0.00502226617654733,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-03-12",-0.00817526470035146,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-03-13",0.0100509129783026,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-03-16",0.0320432401197037,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-03-17",0.00847324650350889,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-03-18",0.0291838396137538,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-03-19",-0.00451921487437446,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-03-20",0.0183444962125623,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-03-23",0.00341469409379003,0.884072117468346,7.28424068640828e-16,0.115927882531654,0,3.37266890057392e-17
"2009-03-24",-0.0220590289598295,0.858097660669217,-1.08878450909508e-16,0.141902339330783,0,7.48191930351979e-17
"2009-03-25",0.0216226524085443,0.858097660669217,-1.08878450909508e-16,0.141902339330783,0,7.48191930351979e-17
"2009-03-26",0.00428354039483669,0.858097660669217,-1.08878450909508e-16,0.141902339330783,0,7.48191930351979e-17
"2009-03-27",0.000467203487148904,0.858097660669217,-1.08878450909508e-16,0.141902339330783,0,7.48191930351979e-17
"2009-03-30",0.0103128494594398,0.858097660669217,-1.08878450909508e-16,0.141902339330783,0,7.48191930351979e-17
"2009-03-31",0.0141519059809205,0.819388036089448,1.22004017503301e-16,0.180611963910553,0,5.05573812733369e-18
"2009-04-01",-0.00278442682365643,0.819388036089448,1.22004017503301e-16,0.180611963910553,0,5.05573812733369e-18
"2009-04-02",-0.011047331368469,0.819388036089448,1.22004017503301e-16,0.180611963910553,0,5.05573812733369e-18
"2009-04-03",0.00681724014823426,0.819388036089448,1.22004017503301e-16,0.180611963910553,0,5.05573812733369e-18
"2009-04-07",-0.0286292855466946,0.85106304292564,-2.33361314394451e-16,0.14893695707436,0,1.52246787244278e-17
"2009-04-08",0.0142110428774569,0.85106304292564,-2.33361314394451e-16,0.14893695707436,0,1.52246787244278e-17
"2009-04-09",0.0552743912507139,0.85106304292564,-2.33361314394451e-16,0.14893695707436,0,1.52246787244278e-17
"2009-04-14",0.0162890648698486,0.644530505087891,7.45399766368622e-17,0.32088009089079,0.0345894040213199,0
"2009-04-15",-0.00807679653989557,0.644530505087891,7.45399766368622e-17,0.32088009089079,0.0345894040213199,0
"2009-04-16",-0.0117641296465731,0.644530505087891,7.45399766368622e-17,0.32088009089079,0.0345894040213199,0
"2009-04-17",0.0231119725814883,0.644530505087891,7.45399766368622e-17,0.32088009089079,0.0345894040213199,0
"2009-04-20",-0.00120751954506437,0.644530505087891,7.45399766368622e-17,0.32088009089079,0.0345894040213199,0
"2009-04-21",-0.0406762634754521,0.838066355192293,-6.1160399247222e-18,0.161933644807707,0,-1.69528115068097e-17
"2009-04-22",0.00731040035425812,0.838066355192293,-6.1160399247222e-18,0.161933644807707,0,-1.69528115068097e-17
"2009-04-23",-0.0049875806106644,0.838066355192293,-6.1160399247222e-18,0.161933644807707,0,-1.69528115068097e-17
"2009-04-24",-0.0342999204237231,0.838066355192293,-6.1160399247222e-18,0.161933644807707,0,-1.69528115068097e-17
"2009-04-27",0.00997449243508886,0.838066355192293,-6.1160399247222e-18,0.161933644807707,0,-1.69528115068097e-17
"2009-04-28",0.0210548894068854,0.644245714983435,-5.44674640222594e-17,0.295674948263535,0.0600793367530291,0
"2009-04-29",0.00666991555742436,0.644245714983435,-5.44674640222594e-17,0.295674948263535,0.0600793367530291,0
"2009-04-30",0.0277441773750369,0.644245714983435,-5.44674640222594e-17,0.295674948263535,0.0600793367530291,0
"2009-05-04",0.00864871559438241,0.644245714983435,-5.44674640222594e-17,0.295674948263535,0.0600793367530291,0
"2009-05-05",0.00979212629129922,0.663151119319559,1.61998957337437e-17,0.304885628114021,0.0319632525664195,0
"2009-05-06",-0.00341823386392781,0.663151119319559,1.61998957337437e-17,0.304885628114021,0.0319632525664195,0
"2009-05-07",0.00366997722633333,0.663151119319559,1.61998957337437e-17,0.304885628114021,0.0319632525664195,0
"2009-05-08",-0.0262066574226926,0.663151119319559,1.61998957337437e-17,0.304885628114021,0.0319632525664195,0
"2009-05-11",0.0199368552780235,0.663151119319559,1.61998957337437e-17,0.304885628114021,0.0319632525664195,0
"2009-05-12",0.00232933786672551,0.58868296186333,-4.86765985363673e-17,0.322979134068311,0.0883379040683586,0
"2009-05-13",0.00401931847488801,0.58868296186333,-4.86765985363673e-17,0.322979134068311,0.0883379040683586,0
"2009-05-14",0.00431338820276017,0.58868296186333,-4.86765985363673e-17,0.322979134068311,0.0883379040683586,0
"2009-05-15",0.0038308988592235,0.58868296186333,-4.86765985363673e-17,0.322979134068311,0.0883379040683586,0
"2009-05-18",0.00694280719783968,0.58868296186333,-4.86765985363673e-17,0.322979134068311,0.0883379040683586,0
"2009-05-19",0.000684690811232791,0.568406800837128,-1.92352294078819e-17,0.368286822458927,0.0633063767039449,0
"2009-05-20",-0.005855321998257,0.568406800837128,-1.92352294078819e-17,0.368286822458927,0.0633063767039449,0
"2009-05-21",0.00407912504971653,0.568406800837128,-1.92352294078819e-17,0.368286822458927,0.0633063767039449,0
"2009-05-22",0.00315131165485316,0.568406800837128,-1.92352294078819e-17,0.368286822458927,0.0633063767039449,0
"2009-05-26",-0.00186571002295588,0.518642003134496,-6.69906188631204e-18,0.363125366271518,0.118232630593986,-6.93889390390723e-18
"2009-05-27",0.0248156324500055,0.518642003134496,-6.69906188631204e-18,0.363125366271518,0.118232630593986,-6.93889390390723e-18
"2009-06-01",0.00519533995086774,0.518642003134496,-6.69906188631204e-18,0.363125366271518,0.118232630593986,-6.93889390390723e-18
"2009-06-02",-0.00375941970390581,0.547195052451425,-2.65669556077166e-17,0.338904509089008,0.113900438459568,0
"2009-06-03",0.0064645370733365,0.547195052451425,-2.65669556077166e-17,0.338904509089008,0.113900438459568,0
"2009-06-04",-0.010312814152945,0.547195052451425,-2.65669556077166e-17,0.338904509089008,0.113900438459568,0
"2009-06-05",-0.00456991045334232,0.547195052451425,-2.65669556077166e-17,0.338904509089008,0.113900438459568,0
"2009-06-08",0.00387698575775941,0.547195052451425,-2.65669556077166e-17,0.338904509089008,0.113900438459568,0
"2009-06-09",0.00586715744624811,0.57640709309359,-2.77503716866037e-17,0.319955454376568,0.103637452529843,0
"2009-06-10",-0.000345411756409009,0.57640709309359,-2.77503716866037e-17,0.319955454376568,0.103637452529843,0
"2009-06-11",-0.0194499092517914,0.57640709309359,-2.77503716866037e-17,0.319955454376568,0.103637452529843,0
"2009-06-12",0.00124638694931267,0.57640709309359,-2.77503716866037e-17,0.319955454376568,0.103637452529843,0
"2009-06-15",-0.000967960332106221,0.57640709309359,-2.77503716866037e-17,0.319955454376568,0.103637452529843,0
"2009-06-16",0.0111000544994735,0.430173734812943,0.170335351578768,0.321882265932745,0.0776086476755441,0
"2009-06-17",0.00625662591201448,0.430173734812943,0.170335351578768,0.321882265932745,0.0776086476755441,0
"2009-06-18",0.00239138745817158,0.430173734812943,0.170335351578768,0.321882265932745,0.0776086476755441,0
"2009-06-19",-0.0110960395669853,0.430173734812943,0.170335351578768,0.321882265932745,0.0776086476755441,0
"2009-06-22",-0.000185115722110996,0.430173734812943,0.170335351578768,0.321882265932745,0.0776086476755441,0
"2009-06-23",0.0108610266078868,0.317194068587282,0.250813422144867,0.327086314786728,0.104906194481124,0
"2009-06-24",0.00346769250138945,0.317194068587282,0.250813422144867,0.327086314786728,0.104906194481124,0
"2009-06-25",0.00317824409948875,0.317194068587282,0.250813422144867,0.327086314786728,0.104906194481124,0
"2009-06-26",0.00754811936231348,0.317194068587282,0.250813422144867,0.327086314786728,0.104906194481124,0
"2009-06-29",-0.00881161450879109,0.317194068587282,0.250813422144867,0.327086314786728,0.104906194481124,0
"2009-06-30",0.0175475879356566,0.107541152225327,0.446592266754648,0.332341273700175,0.11352530731985,0
"2009-07-02",0.0120850832340691,0.107541152225327,0.446592266754648,0.332341273700175,0.11352530731985,0
"2009-07-06",-0.00517931856072995,0.107541152225327,0.446592266754648,0.332341273700175,0.11352530731985,0
"2009-07-07",-0.0025593430281633,0.331282244055554,0.205407146721611,0.334307115068818,0.129003494154018,0
"2009-07-08",0.0119586446508708,0.331282244055554,0.205407146721611,0.334307115068818,0.129003494154018,0
"2009-07-09",-0.00414592026437144,0.331282244055554,0.205407146721611,0.334307115068818,0.129003494154018,0
"2009-07-10",-0.030062848611461,0.331282244055554,0.205407146721611,0.334307115068818,0.129003494154018,0
"2009-07-29",0.0102297404398524,0.189436292941645,0.341472476138878,0.339001714130869,0.130089516788607,0
"2009-07-30",0.0183679022182277,0.189436292941645,0.341472476138878,0.339001714130869,0.130089516788607,0
"2009-07-31",0.0121180600617414,0.189436292941645,0.341472476138878,0.339001714130869,0.130089516788607,0
"2009-08-03",0.00722072549366382,0.189436292941645,0.341472476138878,0.339001714130869,0.130089516788607,0
"2009-08-04",-0.00258191395931573,0.387578122225116,0.161073938363316,0.326378685009832,0.124969254401735,1.38777878078145e-17
"2009-08-05",-0.010104372093113,0.387578122225116,0.161073938363316,0.326378685009832,0.124969254401735,1.38777878078145e-17
"2009-08-06",-0.0153462832715315,0.387578122225116,0.161073938363316,0.326378685009832,0.124969254401735,1.38777878078145e-17
"2009-08-07",-0.000722660112532303,0.387578122225116,0.161073938363316,0.326378685009832,0.124969254401735,1.38777878078145e-17
"2009-08-10",0.00127932042827905,0.387578122225116,0.161073938363316,0.326378685009832,0.124969254401735,1.38777878078145e-17
"2009-08-11",-0.0244000485686845,0.0938503029918093,0.703150492682517,0.202999204325673,0,-3.55072459494971e-17
"2009-08-12",0.00468701507768565,0.0938503029918093,0.703150492682517,0.202999204325673,0,-3.55072459494971e-17
"2009-08-13",-0.0166689803584058,0.0938503029918093,0.703150492682517,0.202999204325673,0,-3.55072459494971e-17
"2009-08-14",-0.040789655163834,0.0938503029918093,0.703150492682517,0.202999204325673,0,-3.55072459494971e-17
"2009-08-17",0.0102673516701464,0.0938503029918093,0.703150492682517,0.202999204325673,0,-3.55072459494971e-17
"2009-08-18",-0.026796963989868,0.261651277609355,0.436973047643615,0.284949285687819,0.0164263890592113,0
"2009-08-19",0.0226229292504139,0.261651277609355,0.436973047643615,0.284949285687819,0.0164263890592113,0
"2009-08-20",0.0172086828072511,0.261651277609355,0.436973047643615,0.284949285687819,0.0164263890592113,0
"2009-08-21",0.00458646420357556,0.261651277609355,0.436973047643615,0.284949285687819,0.0164263890592113,0
"2009-08-24",-0.0145482708399095,0.261651277609355,0.436973047643615,0.284949285687819,0.0164263890592113,0
"2009-08-25",0.0243790308893397,0.780502492091625,0,0.219497507908374,0,2.83142692298659e-17
"2009-08-26",0.00784039142594661,0.780502492091625,0,0.219497507908374,0,2.83142692298659e-17
"2009-08-27",-0.0183857861666759,0.780502492091625,0,0.219497507908374,0,2.83142692298659e-17
"2009-08-28",-0.0572308212158926,0.780502492091625,0,0.219497507908374,0,2.83142692298659e-17
"2009-08-31",-0.00712920860700872,0.780502492091625,0,0.219497507908374,0,2.83142692298659e-17
"2009-09-01",0.0129494298993362,0.515622735076759,0.109974524721582,0.365986112173732,0.00841662802792678,0
"2009-09-02",0.0372009999169522,0.515622735076759,0.109974524721582,0.365986112173732,0.00841662802792678,0
"2009-09-03",0.00925764385198113,0.515622735076759,0.109974524721582,0.365986112173732,0.00841662802792678,0
"2009-09-04",0.0188802889025828,0.515622735076759,0.109974524721582,0.365986112173732,0.00841662802792678,0
"2009-09-08",0.00295464949785607,0.481721015513342,0.0554963755747321,0.358593585621374,0.104189023290552,0
"2009-09-09",-0.00358659346938639,0.481721015513342,0.0554963755747321,0.358593585621374,0.104189023290552,0
