__,hs300,zz500,sz50
2015/02/03 14:55,3447.2,5714,2394.2
2015/02/03 15:00,3447.2,5714.2,2397
2015/02/03 15:05,3445.4,5716.6,2399.6
2015/02/03 15:10,3452.8,5720.4,2401.4
2015/02/03 15:15,3455.4,5722,2405.4
2015/02/04 09:15,3477.6,5725,2402.4
2015/02/04 09:20,3469.6,5724.2,2401.6
2015/02/04 09:25,3468,5724.2,2401.6
2015/02/04 09:30,3465.8,5724.2,2401.6
2015/02/04 09:35,3466.6,5723.4,2401
2015/02/04 09:40,3464,5723.2,2400.6
2015/02/04 09:45,3460.8,5719.8,2399.2
2015/02/04 09:50,3466.6,5719.4,2399
2015/02/04 09:55,3463.4,5723.4,2400.6
2015/02/04 10:00,3470.4,5725.2,2401.2
2015/02/04 10:05,3483.8,5730.2,2403.2
2015/02/04 10:10,3478.6,5728.4,2402.2
2015/02/04 10:15,3482.6,5734,2404.4
2015/02/04 10:20,3472.8,5735.2,2404.4
2015/02/04 10:25,3471.4,5736.2,2404.4
2015/02/04 10:30,3479.6,5737.2,2405
2015/02/04 10:35,3477.8,5735.2,2404.6
2015/02/04 10:40,3487.4,5736.2,2405
2015/02/04 10:45,3482.4,5734.6,2404.8
2015/02/04 10:50,3483.6,5737,2405.8
2015/02/04 10:55,3489.4,5737,2406
2015/02/04 11:00,3498,5738.6,2406.8
2015/02/04 11:05,3503,5744.2,2409
2015/02/04 11:10,3495.6,5744,2408.6
2015/02/04 11:15,3488,5747.6,2410
2015/02/04 11:20,3485.4,5750.6,2411.4
2015/02/04 11:25,3463.2,5751.2,2411.4
2015/02/04 11:30,3459.4,5752,2411.6
2015/02/04 13:00,3462.2,5765.2,2417.8
2015/02/04 13:05,3462.6,5763.4,2417.2
2015/02/04 13:10,3462.4,5765.6,2418.2
2015/02/04 13:15,3462,5762.4,2417
2015/02/04 13:20,3464,5763.4,2417.2
2015/02/04 13:25,3461,5762.6,2417
2015/02/04 13:30,3459.4,5767.4,2419
2015/02/04 13:35,3466.2,5763.8,2419.4
2015/02/04 13:40,3470.8,5761,2418.2
2015/02/04 13:45,3469.2,5764,2419.4
2015/02/04 13:50,3464.6,5767.4,2420.2
2015/02/04 13:55,3451.8,5765.8,2419.4
2015/02/04 14:00,3456,5767,2420.2
2015/02/04 14:05,3459.8,5768,2420.4
2015/02/04 14:10,3441.6,5766.4,2419.4
2015/02/04 14:15,3442.4,5767,2419.4
2015/02/04 14:20,3438.6,5770,2420.4
2015/02/04 14:25,3447,5770,2420.2
2015/02/04 14:30,3453,5770.8,2420.6
2015/02/04 14:35,3434,5769.4,2419.8
2015/02/04 14:40,3426.6,5772.2,2420.6
2015/02/04 14:45,3423.6,5770.6,2418.6
2015/02/04 14:50,3421,5771.4,2420
2015/02/04 14:55,3412.8,5772.4,2420.6
2015/02/04 15:00,3413.4,5771.2,2420
2015/02/04 15:05,3410.6,5773.2,2420.8
2015/02/04 15:10,3405.2,5771.2,2420.2
2015/02/04 15:15,3392,5772,2420.2
2015/02/05 09:15,3532.6,5782,2424.8
2015/02/05 09:20,3511.2,5781,2425.4
2015/02/05 09:25,3503.2,5783.2,2426.6
2015/02/05 09:30,3506.2,5782.4,2426.2
2015/02/05 09:35,3486.6,5784,2426.4
2015/02/05 09:40,3488.6,5784.8,2426.6
2015/02/05 09:45,3483.2,5785.2,2426.6
2015/02/05 09:50,3479.6,5784.8,2426.2
2015/02/05 09:55,3469.4,5787.4,2427.4
2015/02/05 10:00,3463.2,5788.4,2427.6
2015/02/05 10:05,3476.8,5791.8,2429
2015/02/05 10:10,3466.4,5796.4,2430.6
2015/02/05 10:15,3477.4,5799.6,2432.4
2015/02/05 10:20,3467.8,5798.8,2432.4
2015/02/05 10:25,3463,5798.8,2432.4
2015/02/05 10:30,3470.4,5801.4,2433.4
2015/02/05 10:35,3461.8,5802.4,2434
2015/02/05 10:40,3444,5803.8,2434.8
2015/02/05 10:45,3441.6,5805.2,2435.4
2015/02/05 10:50,3438.8,5809.2,2437
2015/02/05 10:55,3438.4,5807,2436.2
2015/02/05 11:00,3448.2,5810.6,2437.8
2015/02/05 11:05,3461,5809.8,2437.4
2015/02/05 11:10,3472.4,5810.2,2437
2015/02/05 11:15,3480.4,5808.4,2436.6
2015/02/05 11:20,3477.6,5810.8,2437.8
2015/02/05 11:25,3466,5811.6,2438.2
2015/02/05 11:30,3467.8,5817,2440.6
2015/02/05 13:00,3471.8,5855.8,2457
2015/02/05 13:05,3468.8,5857,2457.6
2015/02/05 13:10,3485.2,5859.2,2458.6
2015/02/05 13:15,3495,5862.4,2459.4
2015/02/05 13:20,3479.2,5869.2,2462.2
2015/02/05 13:25,3475.2,5870.2,2462.2
2015/02/05 13:30,3481.2,5869.4,2461.8
2015/02/05 13:35,3468.2,5872.4,2463
2015/02/05 13:40,3449.4,5871.8,2462.4
2015/02/05 13:45,3448.2,5872.2,2462.8
2015/02/05 13:50,3452.6,5877.2,2464.6
2015/02/05 13:55,3459.2,5877.8,2464.6
2015/02/05 14:00,3448.4,5876.6,2464.2
2015/02/05 14:05,3451,5879.2,2465.4
2015/02/05 14:10,3459,5877,2464.4
2015/02/05 14:15,3454.2,5877.8,2464
2015/02/05 14:20,3437.4,5867,2458.8
2015/02/05 14:25,3436.4,5859.4,2453.2
2015/02/05 14:30,3422,5850,2448.4
2015/02/05 14:35,3423.4,5848.2,2447.6
2015/02/05 14:40,3399.8,5839.6,2443.8
2015/02/05 14:45,3402.6,5840.2,2444
2015/02/05 14:50,3386.4,5823.8,2437.2
2015/02/05 14:55,3373.8,5813.2,2431.6
2015/02/05 15:00,3360.2,5791.2,2421.4
2015/02/05 15:05,3355,5768.6,2411.8
2015/02/05 15:10,3358.8,5753,2405.2
2015/02/05 15:15,3355.2,5730.6,2396
2015/02/06 09:15,3368.8,5797,2424.6
2015/02/06 09:20,3369.8,5794,2424
2015/02/06 09:25,3373.2,5793.8,2424.2
2015/02/06 09:30,3376,5796.8,2425.2
2015/02/06 09:35,3366.2,5790.4,2422.6
2015/02/06 09:40,3373.2,5792.2,2423.2
2015/02/06 09:45,3371.6,5787.6,2421
2015/02/06 09:50,3383,5782.4,2419
2015/02/06 09:55,3384.2,5780.8,2418.4
2015/02/06 10:00,3379.6,5773.8,2415.4
2015/02/06 10:05,3369.2,5773.4,2415.2
2015/02/06 10:10,3364,5770.2,2413.8
2015/02/06 10:15,3364.2,5775.2,2416
2015/02/06 10:20,3359.2,5771,2414.4
2015/02/06 10:25,3374.6,5769.6,2413.6
2015/02/06 10:30,3372.4,5768.8,2412.8
2015/02/06 10:35,3360.6,5752.8,2405.2
2015/02/06 10:40,3367,5751,2404.4
2015/02/06 10:45,3369.8,5748.2,2403.2
2015/02/06 10:50,3372.2,5745.8,2402.8
2015/02/06 10:55,3373.8,5741.6,2401
2015/02/06 11:00,3368,5744,2402.2
2015/02/06 11:05,3359.6,5741.2,2400.6
2015/02/06 11:10,3354.6,5746.2,2402.2
2015/02/06 11:15,3344.4,5742.6,2400.2
2015/02/06 11:20,3339.6,5738,2398.2
2015/02/06 11:25,3358.6,5736.6,2397.4
2015/02/06 11:30,3354.6,5728,2393.4
2015/02/06 13:00,3349.2,5710.6,2386
2015/02/06 13:05,3354.8,5714.4,2387.4
2015/02/06 13:10,3346.4,5712.4,2386.2
2015/02/06 13:15,3357.6,5710.2,2385
2015/02/06 13:20,3367.6,5705,2382.6
2015/02/06 13:25,3377.4,5700.8,2380.6
2015/02/06 13:30,3384.4,5695.8,2378.4
2015/02/06 13:35,3373.2,5694.4,2378
2015/02/06 13:40,3360,5693.4,2377.8
2015/02/06 13:45,3349.2,5689.8,2375.8
2015/02/06 13:50,3347.6,5687.4,2374.8
2015/02/06 13:55,3346.8,5684.6,2373.6
2015/02/06 14:00,3340,5672.4,2370.6
2015/02/06 14:05,3353.2,5674.6,2371.8
2015/02/06 14:10,3344,5675.4,2372.2
2015/02/06 14:15,3337.8,5666.4,2371.2
2015/02/06 14:20,3327.8,5658,2370.4
2015/02/06 14:25,3320,5650.6,2367.4
2015/02/06 14:30,3319.6,5639.8,2363
2015/02/06 14:35,3330.4,5624.8,2356.6
2015/02/06 14:40,3311.4,5616.4,2352.8
2015/02/06 14:45,3300,5602.4,2347
2015/02/06 14:50,3291.4,5587.4,2341.4
2015/02/06 14:55,3321.4,5568.8,2332.8
2015/02/06 15:00,3330.6,5562.8,2330.6
2015/02/06 15:05,3341,5581,2334.6
2015/02/06 15:10,3347,5586.6,2339.8
2015/02/06 15:15,3344.6,5595.2,2353.6
2015/02/09 09:15,3339.6,5595.2,2353.6
2015/02/09 09:20,3329.6,5601.2,2345.6
2015/02/09 09:25,3327.6,5602.6,2346.4
2015/02/09 09:30,3330,5601.2,2346
2015/02/09 09:35,3341,5602.8,2346.4
2015/02/09 09:40,3329.2,5604.6,2346.8
2015/02/09 09:45,3328.2,5605,2346.8
2015/02/09 09:50,3328.6,5603.6,2346
2015/02/09 09:55,3334.6,5606.2,2347
2015/02/09 10:00,3328,5607.2,2347.2
2015/02/09 10:05,3326.8,5611.2,2348.8
2015/02/09 10:10,3319.6,5613.8,2350
2015/02/09 10:15,3322,5611.2,2349
2015/02/09 10:20,3321.8,5612,2349.2
2015/02/09 10:25,3332.2,5614.4,2350.4
2015/02/09 10:30,3337.2,5611.8,2349.4
2015/02/09 10:35,3338,5613.4,2350
2015/02/09 10:40,3332.6,5615.4,2351
2015/02/09 10:45,3338.8,5616.4,2351.8
2015/02/09 10:50,3346.6,5614.6,2351.2
2015/02/09 10:55,3352,5613,2350.6
2015/02/09 11:00,3354.2,5614.2,2350.8
2015/02/09 11:05,3370.4,5614.4,2350.4
2015/02/09 11:10,3371.6,5615.8,2350.6
2015/02/09 11:15,3369.2,5612.8,2349
2015/02/09 11:20,3368.6,5615,2350
2015/02/09 11:25,3352.2,5611.8,2349.4
2015/02/09 11:30,3348.6,5612,2349.6
2015/02/09 13:00,3346.6,5637,2360.8
2015/02/09 13:05,3341,5640.4,2361.4
2015/02/09 13:10,3344.2,5640.6,2361.4
2015/02/09 13:15,3347.6,5640.6,2361.2
2015/02/09 13:20,3341.6,5638.8,2360.4
2015/02/09 13:25,3346,5641.2,2361.6
2015/02/09 13:30,3353.6,5642.2,2362
2015/02/09 13:35,3383,5639.2,2364.4
2015/02/09 13:40,3389.4,5629.8,2366.8
2015/02/09 13:45,3371.6,5627.6,2366.4
2015/02/09 13:50,3382.6,5629.4,2367.2
2015/02/09 13:55,3387.2,5623.2,2371.2
2015/02/09 14:00,3382.6,5619.4,2370.4
2015/02/09 14:05,3384.4,5620.4,2370.8
2015/02/09 14:10,3385.4,5610.2,2374
2015/02/09 14:15,3388,5600.8,2377.8
2015/02/09 14:20,3377.8,5600,2377.2
2015/02/09 14:25,3384.8,5591,2381
2015/02/09 14:30,3378.8,5590.2,2380.6
2015/02/09 14:35,3372.6,5583.8,2381.4
2015/02/09 14:40,3361,5582,2380.6
2015/02/09 14:45,3343.4,5573,2379.4
2015/02/09 14:50,3344.6,5561.8,2375.2
2015/02/09 14:55,3349.6,5559.6,2374.2
2015/02/09 15:00,3352.4,5548.8,2373.6
2015/02/09 15:05,3364.6,5546.4,2372.6
2015/02/09 15:10,3371,5544.8,2376.6
2015/02/09 15:15,3376.2,5543.6,2376
2015/02/10 09:15,3373.8,5583.2,2381
2015/02/10 09:20,3367.6,5582,2380
2015/02/10 09:25,3364.8,5582.8,2380.8
2015/02/10 09:30,3358.4,5582.4,2380.4
2015/02/10 09:35,3362,5584.6,2381.2
2015/02/10 09:40,3377.2,5583,2380.2
2015/02/10 09:45,3376.8,5584.6,2380.8
2015/02/10 09:50,3383.6,5587.2,2381.6
2015/02/10 09:55,3382.8,5588.4,2382.2
2015/02/10 10:00,3379,5586.8,2381.2
2015/02/10 10:05,3398.4,5586.6,2381
2015/02/10 10:10,3403,5587.8,2381
2015/02/10 10:15,3403.2,5587.4,2380.6
2015/02/10 10:20,3399.4,5588.8,2381.4
2015/02/10 10:25,3400.8,5588.4,2381.2
2015/02/10 10:30,3401.8,5588,2381
2015/02/10 10:35,3399.2,5589.6,2382
2015/02/10 10:40,3414.2,5589.2,2381.8
2015/02/10 10:45,3409.6,5591,2383
2015/02/10 10:50,3405,5589.6,2382.4
2015/02/10 10:55,3401.2,5592.4,2383.2
2015/02/10 11:00,3409.6,5592.8,2383
2015/02/10 11:05,3390.6,5591.8,2382.4
2015/02/10 11:10,3396.6,5593.8,2383
2015/02/10 11:15,3397.8,5594.8,2383.4
2015/02/10 11:20,3386,5595.2,2383.6
2015/02/10 11:25,3407.2,5599.6,2385.2
2015/02/10 11:30,3409.8,5602.8,2386.6
2015/02/10 13:00,3409,5616.8,2392.6
2015/02/10 13:05,3407.2,5617.2,2392.6
2015/02/10 13:10,3402.2,5625.2,2395.4
2015/02/10 13:15,3411.8,5629.2,2397.6
2015/02/10 13:20,3418.2,5630,2398.4
2015/02/10 13:25,3416.4,5630,2398
2015/02/10 13:30,3420.6,5632.8,2399.6
2015/02/10 13:35,3416.6,5634.2,2400.4
2015/02/10 13:40,3412.4,5638.8,2402.2
2015/02/10 13:45,3404.8,5640,2402.8
2015/02/10 13:50,3413,5641.2,2403.4
2015/02/10 13:55,3417.6,5638.6,2402
2015/02/10 14:00,3411.8,5641.2,2403.4
2015/02/10 14:05,3404,5646.2,2405.6
2015/02/10 14:10,3410.2,5646.6,2405.8
2015/02/10 14:15,3412,5649.6,2407
2015/02/10 14:20,3417.2,5655,2409.2
2015/02/10 14:25,3408.8,5656.6,2410
2015/02/10 14:30,3404.2,5661.6,2412.2
2015/02/10 14:35,3402,5666.8,2414.8
2015/02/10 14:40,3398.4,5673.4,2417.4
2015/02/10 14:45,3407.2,5677.6,2419
2015/02/10 14:50,3412,5678.6,2419.8
2015/02/10 14:55,3416.8,5682.6,2421.4
2015/02/10 15:00,3423.6,5687,2423
2015/02/10 15:05,3433.6,5687.6,2423
2015/02/10 15:10,3435.6,5687,2423
2015/02/10 15:15,3437.4,5689.2,2424
2015/02/11 09:15,3439,5689.2,2424
2015/02/11 09:20,3435.2,5689.2,2424
2015/02/11 09:25,3435.8,5689.2,2424
2015/02/11 09:30,3439.2,5610.8,2390.6
2015/02/11 09:35,3443,5610.8,2390.6
2015/02/11 09:40,3450,5610.8,2390.6
2015/02/11 09:45,3448.2,5730.8,2480.6
2015/02/11 09:50,3443,5730.8,2430.6
2015/02/11 09:55,3447.2,5730.8,2430.6
2015/02/11 10:00,3454.4,5730.8,2430.6
2015/02/11 10:05,3447.8,5730.8,2430.6
2015/02/11 10:10,3443.2,5730.8,2430.6
2015/02/11 10:15,3442.6,5730.8,2430.6
2015/02/11 10:20,3453.2,5730.8,2430.6
2015/02/11 10:25,3443,5730.8,2430.6
2015/02/11 10:30,3454,5730.8,2430.6
2015/02/11 10:35,3456.8,5730.8,2430.6
2015/02/11 10:40,3453,5730.8,2430.6
2015/02/11 10:45,3463.6,5730.8,2430.6
2015/02/11 10:50,3459.8,5730.8,2430.6
2015/02/11 10:55,3461.4,5730.8,2430.6
2015/02/11 11:00,3464.4,5610.4,2390.4
2015/02/11 11:05,3454.8,5608.8,2389.4
2015/02/11 11:10,3458.8,5707.2,2428.8
2015/02/11 11:15,3451.2,5714.2,2431.4
2015/02/11 11:20,3446.8,5712.8,2430.4
2015/02/11 11:25,3442.4,5712.2,2430.2
2015/02/11 11:30,3443.8,5714.6,2431
2015/02/11 13:00,3441.2,5718.4,2431.6
2015/02/11 13:05,3444.6,5722,2433.4
2015/02/11 13:10,3448,5722.4,2433.8
2015/02/11 13:15,3436.6,5719.8,2432
2015/02/11 13:20,3439.8,5721.4,2432.8
2015/02/11 13:25,3444.4,5726.8,2435
2015/02/11 13:30,3453.6,5725.6,2434.8
2015/02/11 13:35,3453.6,5724.6,2433.6
2015/02/11 13:40,3460.8,5722.6,2432.4
2015/02/11 13:45,3456.8,5717.6,2430.6
2015/02/11 13:50,3466.4,5714.4,2429.4
2015/02/11 13:55,3455,5716.6,2430.4
2015/02/11 14:00,3451.8,5716.2,2430.4
2015/02/11 14:05,3463.4,5714.2,2429.4
2015/02/11 14:10,3453.2,5716.6,2430.4
2015/02/11 14:15,3446.6,5719.6,2431.8
2015/02/11 14:20,3452.6,5721.4,2433
2015/02/11 14:25,3444.4,5721,2433
2015/02/11 14:30,3445,5720.6,2433
2015/02/11 14:35,3447.6,5704,2424.6
2015/02/11 14:40,3440,5709,2427
2015/02/11 14:45,3442.2,5708.4,2426.8
2015/02/11 14:50,3450.6,5714.6,2429.2
2015/02/11 14:55,3449.8,5714.6,2429
2015/02/11 15:00,3455.4,5702,2424
2015/02/11 15:05,3459.4,5701.8,2423.8
2015/02/11 15:10,3458.2,5703.2,2424.8
2015/02/11 15:15,3447,5703,2424.6
2015/02/12 09:15,3445.8,5720.6,2431.4
2015/02/12 09:20,3447.4,5721.4,2431.6
2015/02/12 09:25,3450.8,5722.8,2431.8
2015/02/12 09:30,3449.6,5725.6,2433.2
2015/02/12 09:35,3451.2,5723.6,2432.2
2015/02/12 09:40,3444.8,5721.8,2431.2
2015/02/12 09:45,3445.2,5724.2,2431.6
2015/02/12 09:50,3447.4,5724,2431.2
2015/02/12 09:55,3441.8,5724.2,2431.4
2015/02/12 10:00,3440.4,5723,2431
2015/02/12 10:05,3426,5720.4,2431.4
2015/02/12 10:10,3431.4,5720.2,2431.2
2015/02/12 10:15,3430.4,5719.8,2431.4
2015/02/12 10:20,3428.4,5715.8,2430
2015/02/12 10:25,3432.2,5716.2,2430.2
2015/02/12 10:30,3431.8,5713.6,2429
2015/02/12 10:35,3422.6,5714.6,2428.6
2015/02/12 10:40,3424.6,5712.2,2427
2015/02/12 10:45,3421.4,5712.8,2427
2015/02/12 10:50,3426,5713.6,2427
2015/02/12 10:55,3428.6,5710.2,2425.2
2015/02/12 11:00,3429.6,5709.4,2424.8
2015/02/12 11:05,3429.2,5709.2,2424.4
2015/02/12 11:10,3435.2,5708.4,2424.2
2015/02/12 11:15,3435.6,5699,2420.4
2015/02/12 11:20,3440.8,5699,2420
2015/02/12 11:25,3438,5696.2,2418.8
2015/02/12 11:30,3442,5700.6,2420.8
2015/02/12 13:00,3444,5708.8,2421.6
2015/02/12 13:05,3443,5709.6,2422.2
2015/02/12 13:10,3444.6,5707.8,2421.6
2015/02/12 13:15,3446.4,5705.8,2420.6
2015/02/12 13:20,3443,5703.4,2419.2
2015/02/12 13:25,3441,5701.4,2418.2
2015/02/12 13:30,3445.8,5699.4,2417.4
2015/02/12 13:35,3446.8,5698,2417.4
2015/02/12 13:40,3452.8,5699.8,2418.4
2015/02/12 13:45,3449.8,5700.6,2418.8
2015/02/12 13:50,3458.4,5699.8,2418.2
2015/02/12 13:55,3461.2,5703.4,2419.8
2015/02/12 14:00,3462,5705.4,2421.2
2015/02/12 14:05,3458.2,5707.4,2421.4
2015/02/12 14:10,3464.2,5710.2,2422.4
2015/02/12 14:15,3459.6,5716,2425
2015/02/12 14:20,3463.4,5719,2426.4
2015/02/12 14:25,3465,5721.8,2427.8
2015/02/12 14:30,3468.2,5723.6,2429
2015/02/12 14:35,3464.4,5722.2,2428.6
2015/02/12 14:40,3456.6,5719.8,2427.4
2015/02/12 14:45,3461.6,5720.8,2427.8
2015/02/12 14:50,3457.2,5721,2427.6
2015/02/12 14:55,3457.2,5721.4,2427.8
2015/02/12 15:00,3460.8,5722.2,2428.4
2015/02/12 15:05,3463.8,5721.4,2429
2015/02/12 15:10,3465.4,5722.2,2430.4
2015/02/12 15:15,3455.8,5723.2,2431
2015/02/13 09:15,3461.8,5733.2,2433.4
2015/02/13 09:20,3470.2,5735.4,2434.2
2015/02/13 09:25,3472.8,5735.4,2433.8
2015/02/13 09:30,3474,5735.4,2433.8
2015/02/13 09:35,3472.2,5735.4,2432.8
2015/02/13 09:40,3474.8,5735.4,2432.8
2015/02/13 09:45,3472,5735.4,2432.8
2015/02/13 09:50,3465.6,5735.4,2432.8
2015/02/13 09:55,3467,5735.4,2432.8
2015/02/13 10:00,3468.6,5735.4,2432.8
2015/02/13 10:05,3473.6,5735.4,2432.8
2015/02/13 10:10,3478.6,5735.4,2432.8
2015/02/13 10:15,3479.4,5735.4,2434.8
2015/02/13 10:20,3483.8,5735.4,2434.8
2015/02/13 10:25,3480,5735.4,2434.8
2015/02/13 10:30,3488.8,5735.4,2434.8
2015/02/13 10:35,3485.4,5735.4,2434.8
2015/02/13 10:40,3484,5735.6,2434
2015/02/13 10:45,3488.2,5738.6,2435.4
2015/02/13 10:50,3494.2,5742.2,2437.4
2015/02/13 10:55,3493.2,5744.2,2438
2015/02/13 11:00,3494.8,5746.8,2438.6
2015/02/13 11:05,3496.4,5752.8,2441.2
2015/02/13 11:10,3490.4,5756,2442.6
2015/02/13 11:15,3496.8,5758,2443.8
2015/02/13 11:20,3497.4,5761.2,2445.6
2015/02/13 11:25,3499.6,5758.8,2444.6
2015/02/13 11:30,3511,5755.2,2443
2015/02/13 13:00,3514,5762.6,2446
2015/02/13 13:05,3518,5769.8,2450
2015/02/13 13:10,3518,5772.4,2451.2
2015/02/13 13:15,3524.4,5776.6,2452.6
2015/02/13 13:20,3521,5780,2454.4
2015/02/13 13:25,3524.6,5782.2,2455.4
2015/02/13 13:30,3516,5786.8,2457.6
2015/02/13 13:35,3516.8,5786.2,2457.2
2015/02/13 13:40,3523,5785,2457.2
2015/02/13 13:45,3523,5786.4,2457.6
2015/02/13 13:50,3515.6,5787.8,2458.6
2015/02/13 13:55,3507.2,5788.4,2459
2015/02/13 14:00,3507.4,5787.8,2458.6
2015/02/13 14:05,3506.6,5789.6,2459.2
2015/02/13 14:10,3513.6,5785,2457.6
2015/02/13 14:15,3522.2,5784.4,2457.4
2015/02/13 14:20,3515.2,5782.8,2456.8
2015/02/13 14:25,3500.4,5785.8,2458.2
2015/02/13 14:30,3475.4,5785.8,2453.4
2015/02/13 14:35,3481.6,5784.4,2452.6
2015/02/13 14:40,3480.2,5786.2,2453.4
2015/02/13 14:45,3476.2,5789.4,2454.2
2015/02/13 14:50,3474.8,5788.4,2453.4
2015/02/13 14:55,3469,5789.6,2453.2
2015/02/13 15:00,3470,5788.8,2453.6
2015/02/13 15:05,3476.8,5790,2454
2015/02/13 15:10,3475,5789,2453.4
2015/02/13 15:15,3466,5791.2,2454.2
2015/02/16 09:15,3474.8,5791.2,2454.2
2015/02/16 09:20,3478,5791.2,2454.2
2015/02/16 09:25,3477.4,5791.2,2454.2
2015/02/16 09:30,3476,5792.6,2456.8
2015/02/16 09:35,3475.6,5795,2457.2
2015/02/16 09:40,3474.8,5792.8,2456
2015/02/16 09:45,3478,5795.4,2457.6
2015/02/16 09:50,3480.8,5794.8,2457
2015/02/16 09:55,3477,5795.2,2456.8
2015/02/16 10:00,3474,5795.2,2456.6
2015/02/16 10:05,3477.2,5797.8,2457.4
2015/02/16 10:10,3478.2,5798.6,2457.6
2015/02/16 10:15,3484.4,5799.6,2458.2
2015/02/16 10:20,3483,5797.4,2457
2015/02/16 10:25,3481.4,5799.8,2457.6
2015/02/16 10:30,3478.4,5798.2,2456.6
2015/02/16 10:35,3475.2,5799.4,2457.2
2015/02/16 10:40,3478.6,5800.6,2457.8
2015/02/16 10:45,3483.8,5799.2,2457
2015/02/16 10:50,3482.2,5799,2454.8
2015/02/16 10:55,3478.2,5798.4,2454.4
2015/02/16 11:00,3486.8,5804.4,2456.8
2015/02/16 11:05,3486.6,5802.6,2455.4
2015/02/16 11:10,3489.4,5804.4,2456.4
2015/02/16 11:15,3486.6,5802,2455.4
2015/02/16 11:20,3485.2,5804.2,2456.2
2015/02/16 11:25,3488.4,5805,2456.2
2015/02/16 11:30,3486.4,5805.2,2456
2015/02/16 13:00,3488.2,5800.6,2453
2015/02/16 13:05,3488,5799.8,2453
2015/02/16 13:10,3489.6,5800.4,2453.4
2015/02/16 13:15,3488.4,5800.8,2453.4
2015/02/16 13:20,3484.2,5801,2453.4
2015/02/16 13:25,3487.2,5805.6,2455.2
2015/02/16 13:30,3485.8,5808,2456.2
2015/02/16 13:35,3483.8,5809.8,2454.4
2015/02/16 13:40,3481.8,5811.2,2453
2015/02/16 13:45,3485.6,5807.8,2451
2015/02/16 13:50,3493.4,5811.8,2450.4
2015/02/16 13:55,3493.8,5811.8,2450.2
2015/02/16 14:00,3496,5815.6,2448.4
2015/02/16 14:05,3497.8,5822.4,2447.2
2015/02/16 14:10,3506.8,5830.2,2446.2
2015/02/16 14:15,3501.4,5838,2446
2015/02/16 14:20,3504.8,5837.6,2445.8
2015/02/16 14:25,3509,5843,2448
2015/02/16 14:30,3500.6,5841.6,2446.6
2015/02/16 14:35,3507.2,5842,2447
2015/02/16 14:40,3505.6,5841.8,2448
2015/02/16 14:45,3507.8,5844.4,2448
2015/02/16 14:50,3498.8,5843.8,2447.4
2015/02/16 14:55,3495.2,5844,2447.2
2015/02/16 15:00,3500.2,5846.6,2448
2015/02/16 15:05,3502.4,5848.2,2448.8
2015/02/16 15:10,3502.8,5847.2,2448.2
2015/02/16 15:15,3506.8,5845,2447.2
2015/02/17 09:15,3517.2,5851.8,2449
2015/02/17 09:20,3519.6,5853.2,2449.2
2015/02/17 09:25,3518.4,5856,2450.6
2015/02/17 09:30,3523,5854.2,2449.6
2015/02/17 09:35,3522.6,5857.6,2449.6
2015/02/17 09:40,3528,5859.2,2450.6
2015/02/17 09:45,3530.6,5862.2,2452
2015/02/17 09:50,3527,5863,2452.6
2015/02/17 09:55,3532.4,5863.8,2452.8
2015/02/17 10:00,3537,5863.2,2452.4
2015/02/17 10:05,3535.4,5866.6,2454.2
2015/02/17 10:10,3531.8,5868.4,2455.2
2015/02/17 10:15,3530.6,5867.6,2455
2015/02/17 10:20,3525.8,5871.8,2455.8
2015/02/17 10:25,3529,5872.4,2456.4
2015/02/17 10:30,3532.6,5876,2458
2015/02/17 10:35,3530.4,5877.4,2458.8
2015/02/17 10:40,3533.6,5877.2,2458.6
2015/02/17 10:45,3531.6,5877,2458.8
2015/02/17 10:50,3529.4,5877.4,2459
2015/02/17 10:55,3531,5879.2,2460.2
2015/02/17 11:00,3537.6,5877.8,2459.6
2015/02/17 11:05,3537.2,5880.6,2460.4
2015/02/17 11:10,3535.2,5881,2460.2
2015/02/17 11:15,3532.2,5880,2459.6
2015/02/17 11:20,3526,5882,2460.2
2015/02/17 11:25,3531.2,5883,2460.6
2015/02/17 11:30,3531.4,5883,2460.6
2015/02/17 13:00,3534.4,5913.2,2474.2
2015/02/17 13:05,3533.6,5910.8,2473
2015/02/17 13:10,3534.8,5916.2,2475.6
2015/02/17 13:15,3535.2,5916.6,2475.4
2015/02/17 13:20,3535,5920.8,2477.2
2015/02/17 13:25,3534,5923.8,2478.6
2015/02/17 13:30,3531.8,5923.4,2478.4
2015/02/17 13:35,3527.6,5921.2,2474.2
2015/02/17 13:40,3529.2,5920.6,2473.8
2015/02/17 13:45,3525,5917.2,2471.6
2015/02/17 13:50,3528.6,5916.4,2471.2
2015/02/17 13:55,3519,5918.8,2472.2
2015/02/17 14:00,3518,5917,2468.8
2015/02/17 14:05,3518.4,5915.6,2467.2
2015/02/17 14:10,3519.2,5915.6,2467.2
2015/02/17 14:15,3518.6,5912.6,2463.2
2015/02/17 14:20,3518,5907.8,2459.6
2015/02/17 14:25,3523,5904,2457.6
2015/02/17 14:30,3523,5906.6,2458.8
2015/02/17 14:35,3522,5904.4,2455.8
2015/02/17 14:40,3518.8,5904,2455.6
2015/02/17 14:45,3522.4,5907,2454
2015/02/17 14:50,3521.4,5903.2,2452
2015/02/17 14:55,3523.2,5906.2,2453.4
2015/02/17 15:00,3522,5909.4,2454.2
2015/02/17 15:05,3527.8,5908.2,2453.2
2015/02/17 15:10,3522.8,5908.4,2453.8
