__,hs300,zz500,sz50
2015/06/01 09:15,4908,10228.8,3120.4
2015/06/01 09:20,4911,10209.6,3122.4
2015/06/01 09:25,4908,10226.2,3111
2015/06/01 09:30,4909.2,10244.2,3112.2
2015/06/01 09:35,4888.8,10228.4,3092.4
2015/06/01 09:40,4923.2,10295.4,3111.6
2015/06/01 09:45,4935.8,10342.4,3119.8
2015/06/01 09:50,4950.2,10368.8,3127.4
2015/06/01 09:55,4965.4,10365.4,3141.4
2015/06/01 10:00,4985.8,10412,3155.2
2015/06/01 10:05,4978.8,10409.2,3151.8
2015/06/01 10:10,4981.2,10419.2,3154
2015/06/01 10:15,4980.4,10389.2,3152.2
2015/06/01 10:20,4998,10419.6,3163.6
2015/06/01 10:25,4984.6,10418.4,3155
2015/06/01 10:30,5005.8,10475.2,3164.4
2015/06/01 10:35,4996.4,10497.4,3160.2
2015/06/01 10:40,5016,10526.8,3167.8
2015/06/01 10:45,5018.6,10535.6,3167.2
2015/06/01 10:50,5005,10507.4,3158.4
2015/06/01 10:55,5015,10528,3161.8
2015/06/01 11:00,5038.4,10571.2,3174
2015/06/01 11:05,5052.2,10602.4,3182.4
2015/06/01 11:10,5071,10626,3190
2015/06/01 11:15,5056.6,10607.4,3188
2015/06/01 11:20,5070,10637,3190.8
2015/06/01 11:25,5072.2,10645.6,3190.4
2015/06/01 11:30,5070.2,10661.4,3195
2015/06/01 13:00,5072.6,10672,3193
2015/06/01 13:05,5064,10665,3186.8
2015/06/01 13:10,5068,10651.6,3188.8
2015/06/01 13:15,5062.6,10636.8,3188.4
2015/06/01 13:20,5046.8,10598,3176
2015/06/01 13:25,5067.8,10635,3190.2
2015/06/01 13:30,5105.6,10670.2,3230
2015/06/01 13:35,5107,10635,3245
2015/06/01 13:40,5108.6,10646,3241.6
2015/06/01 13:45,5104,10622,3239.8
2015/06/01 13:50,5118.6,10668.2,3244.4
2015/06/01 13:55,5147.2,10694.8,3271.2
2015/06/01 14:00,5164.2,10683.2,3293.8
2015/06/01 14:05,5178.6,10685.6,3321.2
2015/06/01 14:10,5167,10683,3301.6
2015/06/01 14:15,5167.8,10693,3306.4
2015/06/01 14:20,5167.4,10709.2,3303.2
2015/06/01 14:25,5179.6,10739.8,3306.2
2015/06/01 14:30,5183.2,10793.6,3306.4
2015/06/01 14:35,5190.8,10819,3309
2015/06/01 14:40,5196.6,10825.4,3310.4
2015/06/01 14:45,5217,10880,3320.8
2015/06/01 14:50,5217.6,10912.2,3318
2015/06/01 14:55,5222,11048,3309.6
2015/06/01 15:00,5219.8,10934.6,3334.2
2015/06/01 15:05,5224.6,10923.6,3328
2015/06/01 15:10,5233,10993.4,3333
2015/06/01 15:15,5249,11025.6,3336
2015/06/02 09:15,5253.8,11076,3329.2
2015/06/02 09:20,5236.8,11069.6,3315.8
2015/06/02 09:25,5209.2,11029.6,3285.8
2015/06/02 09:30,5225.4,11095.4,3292.8
2015/06/02 09:35,5218.6,11088.4,3291.4
2015/06/02 09:40,5211,11085.4,3286.2
2015/06/02 09:45,5212.6,11105,3279.2
2015/06/02 09:50,5209.4,11122.4,3274
2015/06/02 09:55,5215,11092,3287
2015/06/02 10:00,5206.8,11065.4,3278
2015/06/02 10:05,5218.4,11087,3295.6
2015/06/02 10:10,5224,11068.2,3299.8
2015/06/02 10:15,5242,11107,3316.8
2015/06/02 10:20,5232.6,11064.6,3309.2
2015/06/02 10:25,5229.8,11065.4,3305.6
2015/06/02 10:30,5209.8,11025.4,3291.4
2015/06/02 10:35,5213,11010.4,3294.4
2015/06/02 10:40,5227.2,11057.4,3306.8
2015/06/02 10:45,5234,11081.6,3312.6
2015/06/02 10:50,5243.2,11120.4,3313
2015/06/02 10:55,5238.6,11113.8,3309.8
2015/06/02 11:00,5246,11158.8,3310
2015/06/02 11:05,5227.6,11103.8,3294.8
2015/06/02 11:10,5228.4,11107.2,3296.4
2015/06/02 11:15,5207.8,11073,3281.4
2015/06/02 11:20,5219.6,11098.4,3286
2015/06/02 11:25,5156,10908.4,3250
2015/06/02 11:30,5180.6,10930,3261.8
2015/06/02 13:00,5171.6,10912.8,3253.8
2015/06/02 13:05,5155,10910.2,3246
2015/06/02 13:10,5174.6,10947.4,3260
2015/06/02 13:15,5174.2,10974.2,3260.8
2015/06/02 13:20,5194.6,11022.8,3270.2
2015/06/02 13:25,5165.6,10971,3250.8
2015/06/02 13:30,5178.8,10999,3248.4
2015/06/02 13:35,5182.8,11000,3254.4
2015/06/02 13:40,5165.2,10970.4,3238.8
2015/06/02 13:45,5134.8,10925.4,3222
2015/06/02 13:50,5147.6,10959.8,3236
2015/06/02 13:55,5186.8,11075,3251.8
2015/06/02 14:00,5208.2,11117.8,3270.2
2015/06/02 14:05,5219.4,11120.4,3279.8
2015/06/02 14:10,5196.8,11077.2,3262.6
2015/06/02 14:15,5206.4,11107,3269.6
2015/06/02 14:20,5214.2,11166.8,3272.8
2015/06/02 14:25,5229.2,11216,3279.2
2015/06/02 14:30,5221.2,11201.6,3271.6
2015/06/02 14:35,5246.4,11285,3286.6
2015/06/02 14:40,5280.6,11348.8,3308.2
2015/06/02 14:45,5274.2,11329.4,3300.6
2015/06/02 14:50,5302.2,11359.2,3318.4
2015/06/02 14:55,5325.8,11346.6,3345
2015/06/02 15:00,5312.8,11288,3330.6
2015/06/02 15:05,5309.6,11318,3322.2
2015/06/02 15:10,5275.4,11271.8,3306
2015/06/02 15:15,5264.2,11250.4,3295.6
2015/06/03 09:15,5287.2,11333.2,3309
2015/06/03 09:20,5296.6,11405,3305.2
2015/06/03 09:25,5287.6,11395.4,3297.6
2015/06/03 09:30,5279.8,11393.8,3293.4
2015/06/03 09:35,5285.2,11402,3296.4
2015/06/03 09:40,5255.8,11325.4,3276
2015/06/03 09:45,5268.4,11319.2,3281.6
2015/06/03 09:50,5248.4,11307,3273.2
2015/06/03 09:55,5212.6,11204,3257.6
2015/06/03 10:00,5241,11324.6,3265.4
2015/06/03 10:05,5243,11344.2,3267.6
2015/06/03 10:10,5254.4,11365.8,3276.4
2015/06/03 10:15,5283.6,11384.4,3305.8
2015/06/03 10:20,5299.4,11389.6,3315.8
2015/06/03 10:25,5274.4,11313.8,3305.4
2015/06/03 10:30,5304,11350.6,3332.4
2015/06/03 10:35,5265.4,11247,3308.2
2015/06/03 10:40,5214.8,11220,3268.4
2015/06/03 10:45,5231.6,11271.2,3276.6
2015/06/03 10:50,5219.6,11187.4,3278.4
2015/06/03 10:55,5219.2,11136.6,3283.8
2015/06/03 11:00,5184.6,11007.4,3272.8
2015/06/03 11:05,5174.6,10918.4,3275.8
2015/06/03 11:10,5194.8,11035.4,3278.6
2015/06/03 11:15,5190,10928.6,3277
2015/06/03 11:20,5184.4,10971.4,3265.6
2015/06/03 11:25,5181.2,11020.4,3262.6
2015/06/03 11:30,5179,11067,3258.4
2015/06/03 13:00,5185,11076,3256.2
2015/06/03 13:05,5149.6,11008.6,3227.8
2015/06/03 13:10,5175.8,11100.8,3237
2015/06/03 13:15,5146.6,11050,3219.4
2015/06/03 13:20,5173.8,11072.6,3235.4
2015/06/03 13:25,5198,11136.4,3246.6
2015/06/03 13:30,5194,11167.6,3244.6
2015/06/03 13:35,5177.8,11168.6,3237.4
2015/06/03 13:40,5160,11115.4,3231.4
2015/06/03 13:45,5178.4,11177,3235.8
2015/06/03 13:50,5186,11197,3246.2
2015/06/03 13:55,5228.4,11309.6,3266.4
2015/06/03 14:00,5241,11309.8,3275.6
2015/06/03 14:05,5238.2,11293.4,3272.6
2015/06/03 14:10,5241.6,11281,3289
2015/06/03 14:15,5246.6,11248,3293
2015/06/03 14:20,5242,11168.8,3298.4
2015/06/03 14:25,5171.6,11060.6,3252.8
2015/06/03 14:30,5191.2,11119.8,3257.2
2015/06/03 14:35,5225,11199.8,3276.2
2015/06/03 14:40,5237.8,11188,3287.4
2015/06/03 14:45,5194.8,11102.8,3269.2
2015/06/03 14:50,5209.8,11121.6,3273.6
2015/06/03 14:55,5195,11119,3264.4
2015/06/03 15:00,5186.2,11088.6,3254.6
2015/06/03 15:05,5194.4,11116.6,3255.6
2015/06/03 15:10,5190.8,11129.8,3253.8
2015/06/03 15:15,5182.6,11103.2,3244.8
2015/06/04 09:15,5175,11118.8,3238.6
2015/06/04 09:20,5190,11176.8,3244
2015/06/04 09:25,5201.4,11210.4,3255
2015/06/04 09:30,5220,11105.2,3276.4
2015/06/04 09:35,5156.4,10987.2,3241.6
2015/06/04 09:40,5158,11022.8,3250.8
2015/06/04 09:45,5157.6,10996.4,3258
2015/06/04 09:50,5167.6,11066.4,3270.8
2015/06/04 09:55,5199.4,11073.4,3297
2015/06/04 10:00,5205.6,11002,3318.6
2015/06/04 10:05,5195.4,10979.2,3311.6
2015/06/04 10:10,5209.4,10974.6,3333.2
2015/06/04 10:15,5205.2,10914.4,3348
2015/06/04 10:20,5165.8,10856,3307.6
2015/06/04 10:25,5169.2,10867,3312.6
2015/06/04 10:30,5198.8,10933.2,3327.4
2015/06/04 10:35,5192.8,10969,3310.6
2015/06/04 10:40,5211,10961,3325.2
2015/06/04 10:45,5229.2,11018.6,3337.8
2015/06/04 10:50,5211.8,10954,3333
2015/06/04 10:55,5211.8,10903.2,3332
2015/06/04 11:00,5210,10915,3325.6
2015/06/04 11:05,5209.8,10901.8,3330
2015/06/04 11:10,5221.8,10884.6,3347.8
2015/06/04 11:15,5183,10781,3322
2015/06/04 11:20,5181,10777.8,3320.2
2015/06/04 11:25,5148,10692,3298.6
2015/06/04 11:30,5052.2,10581.2,3235
2015/06/04 13:00,4980,10448.8,3189.2
2015/06/04 13:05,4842.4,10079.8,3110.2
2015/06/04 13:10,4906.2,10161.8,3139.2
2015/06/04 13:15,4923.6,10250,3153.2
2015/06/04 13:20,4955.4,10330.4,3167.2
2015/06/04 13:25,4961.6,10340.4,3170.4
2015/06/04 13:30,4960.4,10295.8,3175.8
2015/06/04 13:35,4991.8,10321.8,3196.4
2015/06/04 13:40,4988.4,10332,3195.4
2015/06/04 13:45,4983.8,10325.8,3184.4
2015/06/04 13:50,4960,10313.6,3178.8
2015/06/04 13:55,5002.8,10389.4,3199.4
2015/06/04 14:00,4993.6,10450.6,3186
2015/06/04 14:05,5016.6,10523.2,3197
2015/06/04 14:10,5045.8,10649,3206.6
2015/06/04 14:15,5073.8,10691.4,3228.4
2015/06/04 14:20,5075.6,10680,3227
2015/06/04 14:25,5060.4,10628.6,3217.8
2015/06/04 14:30,5094.4,10685,3235.8
2015/06/04 14:35,5086,10706.4,3233
2015/06/04 14:40,5133.4,10766.8,3258.8
2015/06/04 14:45,5176.4,10852.8,3287.8
2015/06/04 14:50,5182.6,10816,3299.6
2015/06/04 14:55,5223.4,10878.2,3331.8
2015/06/04 15:00,5218.6,10855.2,3325
2015/06/04 15:05,5218.4,10804,3335
2015/06/04 15:10,5266.2,10846.8,3391.2
2015/06/04 15:15,5250.4,10869.2,3373.2
2015/06/05 09:15,5283.6,10863,3399.4
2015/06/05 09:20,5276.4,10778.2,3422.2
2015/06/05 09:25,5283.2,10991.6,3400.6
2015/06/05 09:30,5317.6,11086,3413.8
2015/06/05 09:35,5298.2,11110.2,3382
2015/06/05 09:40,5252.4,11072,3342.8
2015/06/05 09:45,5263.6,11020,3364.8
2015/06/05 09:50,5256.8,11060.6,3346.6
2015/06/05 09:55,5303,11230.8,3369.4
2015/06/05 10:00,5290.2,11199,3363
2015/06/05 10:05,5296.8,11222.4,3359.8
2015/06/05 10:10,5265,11102.6,3339.6
2015/06/05 10:15,5284.2,11211,3353
2015/06/05 10:20,5246.2,11121.6,3329.6
2015/06/05 10:25,5249.8,11090.4,3324.6
2015/06/05 10:30,5269.4,11187,3336.6
2015/06/05 10:35,5282.6,11190.2,3345.2
2015/06/05 10:40,5265.2,11118,3335
2015/06/05 10:45,5264,11135.8,3331.2
2015/06/05 10:50,5272.2,11148.8,3334.2
2015/06/05 10:55,5297.2,11195.8,3349.8
2015/06/05 11:00,5297.8,11191.4,3355.6
2015/06/05 11:05,5263.4,11065.2,3339
2015/06/05 11:10,5221.4,10910.2,3314.2
2015/06/05 11:15,5228.6,10924.8,3318
2015/06/05 11:20,5243.2,10960.6,3323.2
2015/06/05 11:25,5232.2,10902.6,3320.2
2015/06/05 11:30,5110,10661,3240
2015/06/05 13:00,5092.4,10599.2,3223.4
2015/06/05 13:05,5164.6,10792,3272.4
2015/06/05 13:10,5175,10789,3278
2015/06/05 13:15,5192.2,10833.2,3298.8
2015/06/05 13:20,5186.2,10865.6,3287.4
2015/06/05 13:25,5179.6,10865.6,3278.6
2015/06/05 13:30,5197.6,10876.8,3298.8
2015/06/05 13:35,5225.6,10971.2,3313.2
2015/06/05 13:40,5215,10960.6,3295.6
2015/06/05 13:45,5214.8,10956.6,3306.4
2015/06/05 13:50,5219.4,10935.4,3307.4
2015/06/05 13:55,5234,10975.2,3315.2
2015/06/05 14:00,5237.2,10963.6,3320.8
2015/06/05 14:05,5151.4,10765.4,3271.4
2015/06/05 14:10,5194.4,10850.2,3293
2015/06/05 14:15,5217.2,10907.6,3306
2015/06/05 14:20,5210.8,10907,3295.2
2015/06/05 14:25,5205.6,10873.2,3294.8
2015/06/05 14:30,5224.6,10995,3302.6
2015/06/05 14:35,5242.8,11031.4,3308.2
2015/06/05 14:40,5232.2,10995.6,3304
2015/06/05 14:45,5248.8,11020,3312
2015/06/05 14:50,5257.4,10975,3329.6
2015/06/05 14:55,5246,10932.8,3320.4
2015/06/05 15:00,5235.2,10895.8,3308
2015/06/05 15:05,5210.8,10856,3304.8
2015/06/05 15:10,5230.8,10928.2,3310.8
2015/06/05 15:15,5230.4,10949,3304.8
2015/06/08 09:15,5208.6,10880.6,3291.2
2015/06/08 09:20,5225,10819.4,3320.4
2015/06/08 09:25,5227.2,10885.4,3323.8
2015/06/08 09:30,5231,10821.6,3337.6
2015/06/08 09:35,5227.2,10789.4,3333.4
2015/06/08 09:40,5242.2,10820.8,3352.8
2015/06/08 09:45,5253.2,10809.6,3371.2
2015/06/08 09:50,5257.2,10806.8,3370
2015/06/08 09:55,5229.4,10703.4,3358.8
2015/06/08 10:00,5243.2,10725,3378.6
2015/06/08 10:05,5227.8,10677.6,3367.6
2015/06/08 10:10,5215,10624.8,3368
2015/06/08 10:15,5221.4,10655.6,3367.6
2015/06/08 10:20,5234.8,10701,3383.4
2015/06/08 10:25,5236,10652.6,3400.8
2015/06/08 10:30,5245.6,10653.4,3412.8
2015/06/08 10:35,5227.4,10618.4,3401.8
2015/06/08 10:40,5208,10500,3399.8
2015/06/08 10:45,5193,10433.4,3390.6
2015/06/08 10:50,5202,10505.4,3400
2015/06/08 10:55,5191,10473.6,3390.4
2015/06/08 11:00,5181,10497.8,3384.2
2015/06/08 11:05,5219.2,10589.4,3404.8
2015/06/08 11:10,5222,10589.2,3407.4
2015/06/08 11:15,5231.8,10671.2,3405.2
2015/06/08 11:20,5229,10668.4,3401.2
2015/06/08 11:25,5234.2,10659,3415
2015/06/08 11:30,5242,10655.2,3420
2015/06/08 13:00,5241.6,10644,3429.8
2015/06/08 13:05,5234.2,10558,3430.4
2015/06/08 13:10,5253.8,10587.8,3448.2
2015/06/08 13:15,5250,10560,3458.6
2015/06/08 13:20,5211.4,10463.6,3436
2015/06/08 13:25,5232.6,10548,3446
2015/06/08 13:30,5246.6,10549.8,3460.2
2015/06/08 13:35,5258.8,10564,3470.2
2015/06/08 13:40,5242,10451.2,3462.6
2015/06/08 13:45,5238.4,10443,3456.6
2015/06/08 13:50,5231.8,10450.2,3456.6
2015/06/08 13:55,5249.4,10565.2,3454.2
2015/06/08 14:00,5267.4,10629.8,3457.2
2015/06/08 14:05,5284,10630.4,3464.8
2015/06/08 14:10,5300.2,10653.2,3478
2015/06/08 14:15,5304.4,10647.8,3489.6
2015/06/08 14:20,5317.6,10650.6,3499.2
2015/06/08 14:25,5312.2,10632.6,3496.2
2015/06/08 14:30,5351.4,10730.8,3514.8
2015/06/08 14:35,5351.2,10708.2,3522.2
2015/06/08 14:40,5378,10807,3526.4
2015/06/08 14:45,5376.4,10803.6,3527.6
2015/06/08 14:50,5354.4,10723.4,3526.2
2015/06/08 14:55,5349.6,10689.8,3518.4
2015/06/08 15:00,5337,10667.8,3513
2015/06/08 15:05,5338.4,10618.4,3528.2
2015/06/08 15:10,5339.8,10615.6,3533
2015/06/08 15:15,5335.4,10602.6,3535
2015/06/09 09:15,5354,10640,3556.6
2015/06/09 09:20,5356.2,10642,3559.8
2015/06/09 09:25,5359.2,10726,3553.6
2015/06/09 09:30,5341.2,10747.8,3534
2015/06/09 09:35,5349.6,10827.8,3528.6
2015/06/09 09:40,5345.4,10875.2,3520.8
2015/06/09 09:45,5342,10844,3514
2015/06/09 09:50,5338.4,10823.6,3501.4
2015/06/09 09:55,5324.8,10872.8,3471.4
2015/06/09 10:00,5341.6,10924,3487.6
2015/06/09 10:05,5336,10912.6,3478.4
2015/06/09 10:10,5345.8,10905.6,3497.2
2015/06/09 10:15,5340.4,10880.8,3494
2015/06/09 10:20,5332.2,10860.4,3487.2
2015/06/09 10:25,5317.2,10831.4,3467.2
2015/06/09 10:30,5331.8,10766.2,3494
2015/06/09 10:35,5329.8,10765,3493.2
2015/06/09 10:40,5290.4,10655.8,3465.6
2015/06/09 10:45,5291.8,10714.6,3461.4
2015/06/09 10:50,5312.6,10760.8,3472.2
2015/06/09 10:55,5298.2,10712.6,3463.4
2015/06/09 11:00,5289.2,10694.6,3465.6
2015/06/09 11:05,5253.4,10593.8,3434.4
2015/06/09 11:10,5255.6,10623,3433
2015/06/09 11:15,5269.8,10717.8,3437
2015/06/09 11:20,5235.6,10630.2,3409.6
2015/06/09 11:25,5271.8,10708.4,3434.2
2015/06/09 11:30,5244.6,10674.8,3409.4
2015/06/09 13:00,5242.6,10693.8,3408.2
2015/06/09 13:05,5273.6,10746.6,3426.8
2015/06/09 13:10,5277.2,10746,3431
2015/06/09 13:15,5290.8,10747.2,3440.2
2015/06/09 13:20,5291.6,10688.4,3448
2015/06/09 13:25,5275,10675.6,3440
2015/06/09 13:30,5271.6,10664.4,3436.8
2015/06/09 13:35,5251.6,10642.8,3423.6
2015/06/09 13:40,5257,10638.6,3430.8
2015/06/09 13:45,5232,10562.4,3417.8
2015/06/09 13:50,5248.6,10619.2,3426.8
2015/06/09 13:55,5251.4,10633.6,3428.2
2015/06/09 14:00,5211.4,10559.8,3396.4
2015/06/09 14:05,5194.6,10487.6,3389.8
2015/06/09 14:10,5217.6,10520,3411.2
2015/06/09 14:15,5239.8,10580.8,3424.6
2015/06/09 14:20,5260.8,10615,3440.8
2015/06/09 14:25,5277.2,10636.6,3450
2015/06/09 14:30,5244.6,10579.6,3423.6
2015/06/09 14:35,5270.2,10676,3437.2
2015/06/09 14:40,5285,10723.2,3446.2
2015/06/09 14:45,5312.2,10739,3457.4
2015/06/09 14:50,5290,10777.6,3438.6
2015/06/09 14:55,5266,10728.2,3424.2
2015/06/09 15:00,5262.6,10725.4,3412.2
2015/06/09 15:05,5246.4,10680,3410.8
2015/06/09 15:10,5250.8,10708.4,3416.2
2015/06/09 15:15,5250.4,10700.4,3415.8
2015/06/10 09:15,5215.8,10652.2,3388
2015/06/10 09:20,5228.2,10766.2,3382
2015/06/10 09:25,5236,10771,3384.6
2015/06/10 09:30,5230,10762.2,3366.6
2015/06/10 09:35,5234.4,10762,3380
2015/06/10 09:40,5245.8,10685.8,3404.4
2015/06/10 09:45,5255,10735.2,3405.4
2015/06/10 09:50,5245,10712.4,3397.6
2015/06/10 09:55,5250.2,10742.2,3399
2015/06/10 10:00,5223.4,10727.6,3387.6
2015/06/10 10:05,5236.2,10818.4,3384
2015/06/10 10:10,5244.8,10828.2,3388.4
2015/06/10 10:15,5238.6,10840,3374
2015/06/10 10:20,5250.2,10875.6,3380.4
2015/06/10 10:25,5257,10888.2,3378.4
2015/06/10 10:30,5256.4,10909.6,3385.8
2015/06/10 10:35,5248.2,10881.6,3381.2
2015/06/10 10:40,5263,10854.6,3397.2
2015/06/10 10:45,5271.8,10873.8,3403
2015/06/10 10:50,5271.4,10886.6,3396.8
2015/06/10 10:55,5270.4,10857,3400.4
2015/06/10 11:00,5269.8,10867.6,3397.8
2015/06/10 11:05,5266.6,10876.8,3392.2
2015/06/10 11:10,5242.8,10865.4,3380
2015/06/10 11:15,5254.2,10928.8,3380.6
2015/06/10 11:20,5240.2,10873.2,3373.8
2015/06/10 11:25,5243.8,10900.8,3376
2015/06/10 11:30,5268.4,10977.8,3387.6
2015/06/10 13:00,5271.4,10995,3386.6
2015/06/10 13:05,5281,10997.6,3394.6
2015/06/10 13:10,5296.6,11047.6,3398.8
2015/06/10 13:15,5293,11074.2,3392
2015/06/10 13:20,5296.8,11094,3389.8
2015/06/10 13:25,5311,11123.6,3402.2
2015/06/10 13:30,5304.2,11119.4,3395.8
2015/06/10 13:35,5294.6,11118.6,3388.8
2015/06/10 13:40,5323.6,11231.4,3399.4
2015/06/10 13:45,5338.2,11234.8,3414.8
2015/06/10 13:50,5350.4,11215.2,3427.2
2015/06/10 13:55,5337.6,11203.2,3412.4
2015/06/10 14:00,5357.4,11215.4,3426.8
2015/06/10 14:05,5353.8,11239.6,3421.6
2015/06/10 14:10,5353.4,11244.2,3422
2015/06/10 14:15,5360.4,11243,3422.6
2015/06/10 14:20,5377.6,11283.4,3435.8
2015/06/10 14:25,5383.2,11326,3437
2015/06/10 14:30,5390.6,11314,3441
2015/06/10 14:35,5314.8,11206.4,3394.2
2015/06/10 14:40,5315.6,11200.2,3395.2
2015/06/10 14:45,5286.4,11088,3387.4
2015/06/10 14:50,5272,10992.2,3383.2
2015/06/10 14:55,5279.4,10992.4,3393.2
2015/06/10 15:00,5260.2,10982.8,3371
2015/06/10 15:05,5253,10942.6,3373.6
2015/06/10 15:10,5250.8,10948,3371.8
2015/06/10 15:15,5252.8,10987.8,3365
2015/06/11 09:15,5279.8,11107.8,3383.2
2015/06/11 09:20,5285,11083.4,3390.4
2015/06/11 09:25,5285.8,11018.2,3404.8
2015/06/11 09:30,5302,11045,3408.6
2015/06/11 09:35,5286.6,11100.8,3387.2
2015/06/11 09:40,5298,11170.8,3383.4
2015/06/11 09:45,5273,11094,3365.4
2015/06/11 09:50,5272,11084,3367
2015/06/11 09:55,5275,11110.6,3366.6
2015/06/11 10:00,5258.6,11086.2,3351.8
2015/06/11 10:05,5235.4,11032.2,3336.2
2015/06/11 10:10,5241.6,11074,3341.4
2015/06/11 10:15,5252,11086.4,3346.8
2015/06/11 10:20,5262,11101.8,3352.4
2015/06/11 10:25,5268.8,11107.6,3353.4
2015/06/11 10:30,5284.8,11150.6,3361.2
2015/06/11 10:35,5284.2,11134.2,3360.8
2015/06/11 10:40,5292.2,11133,3370.4
2015/06/11 10:45,5272.4,11081,3357.6
2015/06/11 10:50,5264,11077.2,3348.6
2015/06/11 10:55,5260.4,11055,3348.2
2015/06/11 11:00,5299,11125.2,3374.6
2015/06/11 11:05,5313.6,11095.4,3387.8
2015/06/11 11:10,5255.4,10998.8,3351.4
2015/06/11 11:15,5251.4,10994.2,3352
2015/06/11 11:20,5239,10948,3349
2015/06/11 11:25,5271.6,11046.4,3364.6
2015/06/11 11:29,5302.8,11055,3388
2015/06/11 13:00,5294,11056.2,3384
2015/06/11 13:05,5283.6,11028.2,3378.6
2015/06/11 13:10,5290,11065.2,3380.4
2015/06/11 13:15,5303.4,11112.2,3383.6
2015/06/11 13:20,5302.6,11095.2,3381.6
2015/06/11 13:25,5297,11100.6,3373
2015/06/11 13:30,5310.8,11121.8,3382
2015/06/11 13:35,5299.6,11127,3374.6
2015/06/11 13:40,5289,11100.8,3364.4
2015/06/11 13:45,5272,11058,3358.6
2015/06/11 13:50,5259.6,11036.4,3348.4
2015/06/11 13:55,5270.8,11094.2,3350.6
2015/06/11 14:00,5248.8,11028.8,3338.4
2015/06/11 14:05,5251.8,11030,3341.2
2015/06/11 14:10,5265,11076,3350.4
2015/06/11 14:15,5281.8,11139,3355
2015/06/11 14:20,5271.6,11112,3348.6
2015/06/11 14:25,5284.6,11169.4,3354.2
2015/06/11 14:30,5303,11230.6,3365.8
2015/06/11 14:35,5304.2,11247.4,3360.2
2015/06/11 14:40,5294.4,11218,3357.8
2015/06/11 14:45,5281,11156.8,3354
2015/06/11 14:50,5294.6,11174.4,3361.8
2015/06/11 14:55,5298.6,11183.4,3364
2015/06/11 15:00,5300,11230.6,3362.6
2015/06/11 15:05,5295,11255,3357
2015/06/11 15:10,5296.2,11275,3354.4
2015/06/11 15:15,5299.6,11258.8,3361
2015/06/12 09:15,5335.2,11317.8,3382
2015/06/12 09:20,5340.6,11266,3402.4
2015/06/12 09:25,5348.2,11351.2,3397
2015/06/12 09:30,5345.4,11370,3389
2015/06/12 09:35,5366.8,11380.4,3401.2
2015/06/12 09:40,5367,11396.6,3396.8
2015/06/12 09:45,5349.2,11369.4,3385.6
2015/06/12 09:50,5363.4,11418.2,3388.8
2015/06/12 09:55,5343.8,11336.2,3383.2
2015/06/12 10:00,5346.2,11375.8,3381
2015/06/12 10:05,5348.8,11410.8,3380.4
2015/06/12 10:10,5353.6,11410.6,3384
2015/06/12 10:15,5351.8,11406,3384
2015/06/12 10:20,5320.8,11319.8,3367.4
2015/06/12 10:25,5326,11349.4,3369.6
2015/06/12 10:30,5325.6,11359.6,3365
2015/06/12 10:35,5319.6,11351.6,3363.4
2015/06/12 10:40,5300.8,11325.4,3349.6
2015/06/12 10:45,5287.6,11271.6,3344.6
2015/06/12 10:50,5277.4,11242,3341.4
2015/06/12 10:55,5284,11274,3344.4
2015/06/12 11:00,5272,11282.4,3333.6
2015/06/12 11:05,5309.4,11354.6,3356.2
2015/06/12 11:10,5310.2,11352.8,3357
2015/06/12 11:15,5311,11367,3357.8
2015/06/12 11:20,5310.4,11370.8,3359.4
2015/06/12 11:25,5289.6,11307.2,3349.2
2015/06/12 11:30,5322.8,11390,3368
2015/06/12 13:00,5329.6,11396,3376.4
2015/06/12 13:05,5332,11410.2,3373.2
2015/06/12 13:10,5340.6,11455,3376.8
2015/06/12 13:15,5330,11427.4,3369
2015/06/12 13:20,5331.8,11438,3370.6
2015/06/12 13:25,5319.6,11419.6,3359.8
2015/06/12 13:30,5329,11440,3363.6
2015/06/12 13:35,5326,11462.8,3360
2015/06/12 13:40,5335.8,11481.2,3364
2015/06/12 13:45,5354.4,11530.2,3372.8
2015/06/12 13:50,5342.4,11514,3363.4
2015/06/12 13:55,5328,11490.2,3356.4
2015/06/12 14:00,5332.8,11516.8,3357.4
2015/06/12 14:05,5349,11556.8,3365.6
2015/06/12 14:10,5326,11479,3360.2
2015/06/12 14:15,5306.8,11444.4,3346.4
2015/06/12 14:20,5328.8,11492.6,3360.6
2015/06/12 14:25,5307.2,11414.8,3350.6
2015/06/12 14:30,5344.6,11520.6,3368
2015/06/12 14:35,5341.6,11486.6,3366.4
2015/06/12 14:40,5341.2,11475,3369
2015/06/12 14:45,5327.4,11443.4,3360
2015/06/12 14:50,5318.8,11429.2,3356.2
2015/06/12 14:55,5324.8,11441.6,3362.6
2015/06/12 15:00,5331,11467,3364.8
2015/06/12 15:05,5336.8,11454.4,3381.6
2015/06/12 15:10,5352.4,11440.2,3399.6
2015/06/12 15:15,5361.6,11427.8,3405.2
2015/06/15 09:15,5368.2,11487,3399
2015/06/15 09:20,5374.8,11497,3394.6
2015/06/15 09:25,5376.6,11471,3408.6
2015/06/15 09:30,5377.2,11483.8,3402
2015/06/15 09:35,5362.4,11509.2,3383.6
2015/06/15 09:40,5363.8,11554.4,3381.2
2015/06/15 09:45,5356.6,11514,3374.2
2015/06/15 09:50,5349.6,11504.6,3365.2
2015/06/15 09:55,5327.2,11441.6,3352.2
