Date,shanghai,shenzhen
12/1/94,682.3,1365.34
12/2/94,677.91,1357.61
12/5/94,663.13,1332.65
12/6/94,653.98,1309.65
12/7/94,652.85,1309.96
12/8/94,643.86,1293.86
12/9/94,640.67,1276.86
12/12/94,620.47,1246.51
12/13/94,636.68,1270.1
12/14/94,625.21,1255.55
12/15/94,666.68,1367.66
12/16/94,680.23,1345.73
12/19/94,653.37,1306.69
12/20/94,667.94,1320.46
12/21/94,672.47,1300.86
12/22/94,673.48,1279.99
12/23/94,677.84,1275.55
12/26/94,675.88,1253.82
12/27/94,660.88,1253.38
12/28/94,649.59,1258.45
12/29/94,645.06,1252.58
12/30/94,647.87,1271.05
1/3/95,639.88,1269.61
1/4/95,653.81,1302.13
1/5/95,646.89,1293.49
1/6/95,640.76,1295.11
1/9/95,625.97,1261.31
1/10/95,610.3,1228.06
1/11/95,613.13,1236.09
1/12/95,602.12,1219.01
1/13/95,597.84,1211.74
1/16/95,588.81,1177.33
1/17/95,587.94,1175.07
1/18/95,593.64,1193.27
1/19/95,571.72,1156.92
1/20/95,571.24,1157.13
1/23/95,553.44,1147.54
1/24/95,547.57,1143.33
1/25/95,555.77,1150.94
1/26/95,553.1,1163.52
1/27/95,562.59,1156.65
2/6/95,533.72,1156.65
2/7/95,532.49,1156.65
2/8/95,533.75,1156.65
2/9/95,553.35,1156.65
2/10/95,541.38,1156.65
2/13/95,548.84,1158.1
2/14/95,548.11,1155.97
2/15/95,542.84,1148.94
2/16/95,538.37,1143.02
2/17/95,533.76,1143.67
2/20/95,534.96,1139.42
2/21/95,541.14,1144.5
2/22/95,594.64,1266.32
2/23/95,589.12,1227.29
2/24/95,558.43,1169.76
2/27/95,561.27,1159.83
2/28/95,549.26,1174.32
3/1/95,556.95,1174.32
3/2/95,560.85,1180.05
3/3/95,577.22,1202.57
3/6/95,616.3,1247.42
3/7/95,632.96,1278.8
3/8/95,620.8,1272.29
3/9/95,605.59,1234.42
3/10/95,586.29,1214.18
3/13/95,586.23,1205.02
3/14/95,588.24,1180.35
3/15/95,572.6,1180.35
3/16/95,579.88,1192.19
3/17/95,593.52,1201.82
3/20/95,585.45,1181.41
3/21/95,591.95,1189.36
3/22/95,613.7,1212.25
3/23/95,611.13,1196.45
3/24/95,611.77,1204.46
3/27/95,629.36,1218.22
3/28/95,626.55,1206.74
3/29/95,637.15,1224.46
3/30/95,630.93,1210.1
3/31/95,646.92,1225.37
4/3/95,656.88,1231.49
4/4/95,660.16,1226.84
4/5/95,649.7,1210.78
4/6/95,659.06,1221.42
4/7/95,673.72,1247.04
4/10/95,667.39,1252.06
4/11/95,641.08,1216.87
4/12/95,644.74,1222.17
4/13/95,632.76,1209.31
4/14/95,640.04,1216.71
4/17/95,631.26,1209.97
4/18/95,625.52,1200.61
4/19/95,631.51,1201.56
4/20/95,645.2,1205.14
4/21/95,635.99,1192.68
4/24/95,619.73,1156.94
4/25/95,619.84,1146.77
4/26/95,601.83,1109.13
4/27/95,573.31,1062.78
4/28/95,579.93,1088.22
5/2/95,579.04,1076.17
5/3/95,580.38,1076.17
5/4/95,571.2,1067.5
5/5/95,574.17,1056.34
5/8/95,571.51,1046.65
5/9/95,578.5,1055.68
5/10/95,565.14,1026.61
5/11/95,568.06,1029.58
5/12/95,584.84,1044.04
5/15/95,582.04,1038.76
5/16/95,578.85,1035.57
5/17/95,582.89,1042.71
5/18/95,763.51,1287.35
5/19/95,855.81,1371.29
5/22/95,897.42,1415.23
5/23/95,750.3,1177.28
5/24/95,741.93,1177.8
5/25/95,696.85,1127.99
5/26/95,727.62,1150.9
5/29/95,710.59,1148.82
5/30/95,711,1143.45
5/31/95,700.51,1130.18
6/1/95,708.67,1139.94
6/2/95,716.82,1133.54
6/5/95,691.64,1111.84
6/6/95,689.13,1105.33
6/7/95,716.45,1131.58
6/8/95,695.93,1105.88
6/9/95,702.62,1110.45
6/12/95,698.72,1100.37
6/13/95,698.95,1098.37
6/14/95,689.22,1093.3
6/15/95,646.85,1045.09
6/16/95,646.54,1055.26
6/19/95,638.96,1052.3
6/20/95,640.66,1052.31
6/21/95,651.81,1063.95
6/22/95,644.47,1059.41
6/23/95,650.14,1063.02
6/26/95,653.4,1071.3
6/27/95,649.93,1063.89
6/28/95,647.64,1059.91
6/29/95,643.92,1052.33
6/30/95,630.58,1050.72
7/3/95,613.18,1028.26
7/4/95,620.62,1033.29
7/5/95,636.03,1036.21
7/6/95,637.77,1036.33
7/7/95,666.78,1065.84
7/10/95,666.24,1064.84
7/11/95,649.19,1051.8
7/12/95,648.91,1053.02
7/13/95,656.15,1067.31
7/14/95,652.8,1061.93
7/17/95,695.45,1084.7
7/18/95,715.47,1081.55
7/19/95,690.98,1065.46
7/20/95,690.3,1082.51
7/21/95,693.56,1095.51
7/24/95,709.92,1100.01
7/25/95,703.58,1089.22
7/26/95,691.12,1080.38
7/27/95,697.72,1087.93
7/28/95,695.42,1085.49
7/31/95,695.55,1083.06
8/1/95,715.4,1096.87
8/2/95,699.99,1086.7
8/3/95,703.44,1095.33
8/4/95,709.88,1095.33
8/7/95,718.08,1144.6
8/8/95,712.53,1152.13
8/9/95,717.46,1153.22
8/10/95,735.15,1159.38
8/11/95,744.99,1190.84
8/14/95,776.13,1239.27
8/15/95,751.48,1207.57
8/16/95,767.66,1228.3
8/17/95,769.45,1250.26
8/18/95,757.43,1307.78
8/21/95,739.06,1278.17
8/22/95,739.86,1245.85
8/23/95,729.89,1209.3
8/24/95,733.85,1230.12
8/25/95,727.58,1203.54
8/28/95,725.62,1192.11
8/29/95,722.08,1169.36
8/30/95,715.73,1161.62
8/31/95,723.87,1171.82
9/1/95,728.84,1171.82
9/4/95,737.89,1175.84
9/5/95,739.53,1169.2
9/6/95,753.75,1181.65
9/7/95,753.84,1179.65
9/8/95,751.08,1170.7
9/11/95,775.45,1183.12
9/12/95,763.69,1184.42
9/13/95,763.18,1196.5
9/14/95,758.13,1205.92
9/15/95,755.93,1210.93
9/18/95,757.4,1215.06
9/19/95,736.74,1175.8
9/20/95,726.14,1162.44
9/21/95,731.17,1170.87
9/22/95,730.01,1176.57
9/25/95,723.35,1167.38
9/26/95,728.86,1168.14
9/27/95,708.46,1145.94
9/28/95,711.19,1145.92
9/29/95,722.43,1164.96
10/4/95,717.79,1157.47
10/5/95,724.88,1159.14
10/6/95,719.96,1152.67
10/9/95,706.29,1133.33
10/10/95,708.63,1124.6
10/11/95,710.89,1120.21
10/12/95,704.4,1112.48
10/13/95,702.98,1117.73
10/16/95,701.34,1125.92
10/17/95,702.4,1134.8
10/18/95,716.83,1149.69
10/19/95,702.79,1132.67
10/20/95,726.29,1197.46
10/23/95,723.09,1187.35
10/24/95,723.57,1182.52
10/25/95,760.41,1226.92
10/26/95,731.47,1197.68
10/27/95,722.37,1171.35
10/30/95,722.78,1158.09
10/31/95,717.32,1153.73
11/1/95,723.39,1159.7
11/2/95,721.7,1156.05
11/3/95,727.78,1167.19
11/6/95,736.15,1172.22
11/7/95,729.69,1164.24
11/8/95,711.61,1147.5
11/9/95,711.2,1146.91
11/10/95,708.76,1146.38
11/13/95,688.7,1125.93
11/14/95,688.87,1128.22
11/15/95,692.2,1132.6
11/16/95,682.44,1127.75
11/17/95,676.19,1132.13
11/20/95,674.74,1135.35
11/21/95,678.42,1141.56
11/22/95,663.32,1123.27
11/23/95,658.37,1118.41
11/24/95,659.37,1122.41
11/27/95,645.03,1109.09
11/28/95,652.57,1104.85
11/29/95,641.59,1092.75
11/30/95,641.14,1086.18
12/1/95,633.81,1081.7
12/4/95,634.92,1081.56
12/5/95,637.22,1085.23
12/6/95,628.43,1082.57
12/7/95,631.84,1082.57
12/8/95,636.78,1086.65
12/11/95,619.26,1069.67
12/12/95,629.45,1075.66
12/13/95,613.8,1064.95
12/14/95,614.75,1059.46
12/15/95,603.89,1049.3
12/18/95,592.14,1028.51
12/19/95,592.06,1027.43
12/20/95,601.04,1033.77
12/21/95,597.43,1024.43
12/22/95,594.24,1023.62
12/25/95,580.03,1000.4
12/26/95,572.22,994.93
12/27/95,570.4,997.86
12/28/95,556.82,982.8
12/29/95,555.29,987.75
1/2/96,537.87,965.68
1/3/96,542.42,964.13
1/4/96,558.76,983.4
1/5/96,536.37,966.21
1/8/96,539.17,962.12
1/9/96,558.62,983.08
1/10/96,547.62,967.47
1/11/96,545.64,964.52
1/12/96,547.11,970.55
1/15/96,551.04,973.03
1/16/96,547.76,971.88
1/17/96,537.31,959.85
1/18/96,517.63,935.84
1/19/96,523.51,941.27
1/22/96,516.46,930.26
1/23/96,519.6,930.05
1/24/96,522.63,936.4
1/25/96,521.37,935.79
1/26/96,525.57,952.82
1/29/96,529.14,955.4
1/30/96,532.57,958.82
1/31/96,537.35,958.7
2/1/96,536.68,962.12
2/2/96,536.04,956.79
2/5/96,522.85,943.93
2/6/96,520.69,940.29
2/7/96,524.3,938.7
2/8/96,521.86,937.38
2/9/96,525.41,945.16
2/12/96,523.85,949.91
2/13/96,529.58,976.35
2/14/96,529.25,963.55
2/15/96,536.98,979.13
2/16/96,552.94,1011.23
3/4/96,601.98,1068.68
3/5/96,587.06,1043.56
3/6/96,559.7,1007.97
3/7/96,569.33,1032.25
3/8/96,573.13,1031.45
3/11/96,568.12,1013.22
3/12/96,563.88,1009.64
3/13/96,563.2,1010.5
3/14/96,562.3,1015.02
3/15/96,562.39,1017.15
3/18/96,567.87,1026.17
3/19/96,566.55,1023.94
3/20/96,569.67,1024.5
3/21/96,569.76,1023.53
3/22/96,570.18,1029.74
3/25/96,570.24,1032.15
3/26/96,563.52,1023.89
3/27/96,562.35,1020.33
3/28/96,554.04,1013.35
3/29/96,556.39,1015.01
4/1/96,566.19,1015.01
4/2/96,557.21,1009.92
4/3/96,560.98,1012.95
4/4/96,563.19,1026.88
4/5/96,582.53,1052.92
4/8/96,581.38,1064.08
4/9/96,578.07,1059.74
4/10/96,579.82,1064.74
4/11/96,583.38,1075.65
4/12/96,586.96,1089.33
4/15/96,584.67,1104.39
4/16/96,590.85,1125.03
4/17/96,593.38,1119.38
4/18/96,600.28,1161.55
4/19/96,618.12,1170.51
4/22/96,613.97,1193.38
4/23/96,623.77,1244.58
4/24/96,664.65,1344.29
4/25/96,652.67,1286.53
4/26/96,707.61,1462.42
4/29/96,738.62,1579.53
4/30/96,681.16,1525.54
5/2/96,654.43,1490.52
5/3/96,650.04,1488.44
5/6/96,671.28,1576.27
5/7/96,661.16,1571.85
5/8/96,661.27,1541.15
5/9/96,656.9,1502.14
5/10/96,661.47,1485.93
5/13/96,666.1,1534.8
5/14/96,665.41,1528.43
5/15/96,682.05,1615.21
5/16/96,683.07,1659.37
5/17/96,711.93,1700.08
5/20/96,703.08,1705.68
5/21/96,661.85,1579.98
5/22/96,668.62,1621.61
5/23/96,642.67,1556.56
5/24/96,639.8,1575.62
5/27/96,637.96,1565.32
5/28/96,646.91,1562.33
5/29/96,650.56,1622.13
5/30/96,636.36,1612.3
5/31/96,643.65,1735.38
6/3/96,641.09,1808.07
6/4/96,651.51,1846.29
6/5/96,696.97,1833.07
6/6/96,702.64,1861.64
6/7/96,727.34,1885.88
6/10/96,764.39,1882.66
6/11/96,752.26,1949.72
6/12/96,755.77,1991.06
6/13/96,768.68,2044.04
6/14/96,777.28,2009.74
6/17/96,752,1988.75
6/18/96,793.56,2050.95
6/19/96,796.91,2055.07
6/20/96,793.59,2096.6
6/21/96,796.11,2095.01
6/24/96,793.34,2153.66
6/25/96,780.65,2125.13
6/26/96,801.46,2143.63
6/27/96,806.46,2126.08
6/28/96,804.25,2059.13
7/1/96,761.12,1942.79
7/2/96,759.71,1974.74
7/3/96,786.13,2049.71
7/4/96,785.43,2087.09
7/5/96,785.38,2150.86
7/8/96,807.34,2205.29
7/9/96,817.61,2245.62
7/10/96,820.05,2285.61
7/11/96,792.07,2217.85
7/12/96,796.41,2323.95
7/15/96,789.16,2365.1
7/16/96,823.08,2426.31
7/17/96,808.99,2369.92
7/18/96,818.04,2480.01
7/19/96,856.93,2520.81
7/22/96,884.94,2590.25
7/23/96,871.49,2648.57
7/24/96,887.6,2657.18
7/25/96,868.16,2587.82
7/26/96,845.12,2551.83
7/29/96,855.42,2687.11
7/30/96,836.93,2652.94
7/31/96,822.48,2587.81
8/1/96,835.11,2618.52
8/2/96,838.88,2566.4
8/5/96,853.19,2620.77
8/6/96,862.22,2648.71
8/7/96,867.27,2749.75
8/8/96,876,2742.27
8/9/96,871.6,2713.03
8/12/96,886.05,2722.29
8/13/96,874.81,2749.33
8/14/96,871.65,2735.59
8/15/96,865.83,2692.89
8/16/96,853.87,2673.2
8/19/96,835.21,2629.35
8/20/96,822.44,2536.89
8/21/96,833.61,2649.19
8/22/96,818.2,2581.56
8/23/96,803.69,2530.07
8/26/96,773.07,2445.04
8/27/96,787.47,2486.75
8/28/96,796.84,2561.14
8/29/96,788.73,2609.96
8/30/96,809.94,2711.94
9/2/96,804.78,2787.66
9/3/96,800.22,2773.81
9/4/96,812.02,2820.17
9/5/96,814.38,2693.19
9/6/96,801.23,2665.32
9/9/96,793.59,2641.88
9/10/96,764.45,2538.58
9/11/96,769.25,2587.4
9/12/96,757.09,2516.5
9/13/96,779.07,2554.66
9/16/96,778.29,2605.02
9/17/96,776.48,2642.21
9/18/96,760.76,2513.93
9/19/96,769.1,2548.92
9/20/96,805.54,2593.23
9/23/96,851.99,2602.47
9/24/96,849.92,2660.56
9/25/96,835.18,2646.61
9/26/96,854.66,2688.4
9/27/96,875.53,2764.04
10/3/96,865.49,2790.55
10/4/96,863.46,2805.17
10/7/96,864.66,2888.04
10/8/96,877.61,2935.95
10/9/96,874.01,2892.65
10/10/96,904.1,2967.29
10/11/96,909.89,3001.16
10/14/96,940.79,3148.72
10/15/96,937.29,3217.24
10/16/96,933.88,3204.05
10/17/96,952.32,3239.88
10/18/96,939.93,3130.7
10/21/96,964.39,3332.78
10/22/96,976.47,3230.76
10/23/96,1010.83,3321.22
10/24/96,1007.91,3328.44
10/25/96,1012.67,3358.84
10/28/96,1022.86,3511.65
10/29/96,1017.52,3560.88
10/30/96,958.94,3479.93
10/31/96,976.71,3591.39
11/1/96,930.79,3462.18
11/4/96,945.12,3532.07
11/5/96,928.03,3497.76
11/6/96,915.05,3401.32
11/7/96,928.14,3393.29
11/8/96,919.67,3447.56
11/11/96,933.97,3594.74
11/12/96,943,3644.91
11/13/96,940.52,3690.87
11/14/96,953.19,3784.18
11/15/96,950.83,3888.89
11/18/96,1004.69,4033.72
11/19/96,1015.96,4054.12
11/20/96,1014.93,4161.47
11/21/96,940.77,3865.99
11/22/96,951.83,3999.14
11/25/96,976.55,4141.17
11/26/96,967.59,4133.56
11/27/96,980.38,4043.68
11/28/96,992.64,4006.38
11/29/96,1032.95,4078.43
12/2/96,1134.52,4083.88
12/3/96,1122.99,4228.32
12/4/96,1169.92,4276.32
12/5/96,1212.08,4349.28
12/6/96,1212.89,4397.06
12/9/96,1247.66,4501.92
12/10/96,1230.25,4431.23
12/11/96,1244.9,4479.21
12/12/96,1177.14,4430.71
12/13/96,1110.04,4199.58
12/16/96,1000.02,3776.17
12/17/96,905.58,3398.91
12/18/96,972.73,3612.37
12/19/96,902.42,3343.69
12/20/96,885.24,3114.42
12/23/96,902.01,3134.83
12/24/96,865.58,2917.18
12/25/96,895.18,2994.86
12/26/96,924.24,3037.16
12/27/96,922.35,3203.81
12/30/96,934.21,3375.27
12/31/96,917.02,3217.54
1/2/97,919.44,3278.52
1/3/97,899.61,3220.76
1/6/97,876.5,3063.99
1/7/97,898.17,3211.99
1/8/97,896.41,3168.1
1/9/97,906.98,3204.92
1/10/97,918.4,3256
1/13/97,929.52,3324.43
1/14/97,907.85,3251.28
1/15/97,916.72,3279.61
1/16/97,915.01,3304.28
1/17/97,919.85,3337.54
1/20/97,933.28,3382.69
1/21/97,929.11,3390.73
1/22/97,942.44,3465.61
1/23/97,945.8,3533.93
1/24/97,953.92,3558.52
1/27/97,959.06,3603.07
1/28/97,956.31,3623.8
1/29/97,962.1,3650.29
1/30/97,960.17,3676.05
1/31/97,964.74,3696.46
2/17/97,982.4,3686.45
2/18/97,894.85,3337.8
2/19/97,962.69,3547.54
2/20/97,965.08,3489.48
2/21/97,1017.13,3581.91
2/24/97,1009.56,3609.62
2/25/97,1017.96,3675.5
2/26/97,1031.51,3762.56
2/27/97,1025.3,3759.66
2/28/97,1040.27,3769.21
3/3/97,1063.05,3864.35
3/4/97,1068.16,3848.28
3/5/97,1052.15,3787.46
3/6/97,1079.13,3817.87
3/7/97,1077.72,3806.11
3/10/97,1099.68,3856.38
3/11/97,1109.73,3908.31
3/12/97,1126.16,3956.54
3/13/97,1117.28,3918.88
3/14/97,1125.8,3963.58
3/17/97,1158.48,4105.64
3/18/97,1162.63,4127.57
3/19/97,1161.27,4152.66
3/20/97,1120.72,4060.99
3/21/97,1167.17,4184.7
3/24/97,1191.73,4399.67
3/25/97,1197.84,4460
3/26/97,1215.31,4536.25
3/27/97,1214.26,4503.75
3/28/97,1202.67,4466.77
3/31/97,1234.62,4543.27
4/1/97,1241.03,4559.85
4/2/97,1233.85,4529.53
4/3/97,1246.03,4563.98
4/4/97,1260.96,4650.22
4/7/97,1276.41,4710.73
4/8/97,1247.26,4583.04
4/9/97,1286.85,4656.92
4/10/97,1281.89,4611.67
4/11/97,1278.53,4538.73
4/14/97,1316.92,4564.69
4/15/97,1324.96,4613.96
4/16/97,1327.78,4631.08
4/17/97,1323.37,4705.78
4/18/97,1338.03,4713.02
4/21/97,1362.08,4891.75
4/22/97,1365.5,4901.75
4/23/97,1378.84,4982.59
4/24/97,1380.28,5015.14
4/25/97,1364.98,5012.04
4/28/97,1352,5126.17
4/29/97,1376.77,5130.23
4/30/97,1393.75,5210.74
5/5/97,1448.93,5493.16
5/6/97,1482.99,5789.14
5/7/97,1495.46,5995.55
5/8/97,1405.18,5610.89
5/9/97,1467.23,5865.11
5/12/97,1500.4,6026.88
5/13/97,1464.28,5882.32
5/14/97,1379.22,5505.14
5/15/97,1417.67,5620.62
5/16/97,1315.92,5125
5/19/97,1344.61,5173.3
5/20/97,1381.12,5423.3
5/21/97,1354.88,5242.61
5/22/97,1235.22,4788.88
5/23/97,1254.27,4921.63
5/26/97,1251.55,4846.4
5/27/97,1281.74,4950.2
5/28/97,1270.35,4880.02
5/29/97,1263.35,4748.15
5/30/97,1285.18,4844.21
6/2/97,1336.28,5072.64
6/3/97,1338.76,5114.33
6/4/97,1361.19,5120.03
6/5/97,1360.23,5135.23
6/6/97,1275.3,4847
6/9/97,1274.92,4875.9
6/10/97,1241.74,4693.47
6/11/97,1220.4,4625.71
6/12/97,1212.77,4559.7
6/13/97,1243.98,4678.21
6/16/97,1261.47,4756.89
6/17/97,1245.93,4698.29
6/18/97,1232.68,4665.83
6/19/97,1230.74,4650.48
6/20/97,1291.2,4980.6
6/23/97,1283.5,5102.03
6/24/97,1303.93,5241.35
6/25/97,1297.59,5198.98
6/26/97,1284.46,5177.76
6/27/97,1250.27,5081.45
7/2/97,1199.06,4875.27
7/3/97,1150.62,4633.03
7/4/97,1159.34,4641.88
7/7/97,1096.82,4269.27
7/8/97,1109.67,4336.72
7/9/97,1120.84,4398.34
7/10/97,1120.15,4322.08
7/11/97,1154.79,4489.29
7/14/97,1185.72,4573.88
7/15/97,1200.11,4561.05
7/16/97,1190.83,4592.44
7/17/97,1197.23,4682.58
7/18/97,1209.86,4715.21
7/21/97,1193.53,4655.98
7/22/97,1208.25,4717.82
7/23/97,1198.86,4710.89
7/24/97,1174.22,4557.89
7/25/97,1170.86,4538.47
7/28/97,1141.78,4389.99
7/29/97,1153.23,4431.03
7/30/97,1179.42,4541.08
7/31/97,1189.76,4533.62
8/1/97,1192.83,4534.88
8/4/97,1200.33,4519.1
8/5/97,1196.27,4532
8/6/97,1171.94,4441.33
8/7/97,1199.24,4470.52
8/8/97,1206.05,4508.98
8/11/97,1184.08,4407.08
8/12/97,1146.81,4234.52
8/13/97,1120.13,4169.88
8/14/97,1168.11,4304.95
8/15/97,1143.06,4221.89
8/18/97,1134.63,4138.77
8/19/97,1132.91,4162.23
8/20/97,1144.64,4220.07
8/21/97,1164.55,4206.94
8/22/97,1171.83,4242.06
8/25/97,1184.1,4363.03
8/26/97,1194.04,4386.52
8/27/97,1198.51,4408.39
8/28/97,1213.89,4438.32
8/29/97,1221.06,4398.73
9/1/97,1229.87,4374.11
9/2/97,1226.3,4400.83
9/3/97,1240.82,4490.31
9/4/97,1251.3,4499.86
9/5/97,1251.55,4491.57
9/8/97,1255.23,4498.29
9/9/97,1231.03,4436.84
9/10/97,1256.04,4498.96
9/11/97,1242.71,4466.47
9/12/97,1208.7,4365.62
9/15/97,1179.29,4241.83
9/16/97,1187.22,4261.6
9/17/97,1167.56,4201.94
9/18/97,1172.37,4207.54
9/19/97,1184.52,4237.71
9/22/97,1103.97,3954.04
9/23/97,1041.97,3698.52
9/24/97,1110.01,3910.29
9/25/97,1117.01,3948.16
9/26/97,1109.63,3935.65
9/29/97,1084.07,3857.22
9/30/97,1097.38,3916.8
10/6/97,1098.9,3906.42
10/7/97,1102.57,3924.59
10/8/97,1134.87,4060.94
10/9/97,1122.47,4039.1
10/10/97,1130.79,4069.44
10/13/97,1119.82,4039.92
10/14/97,1117.93,4041.1
10/15/97,1125.78,4130.91
10/16/97,1150.31,4263.66
10/17/97,1176.49,4390.24
10/20/97,1187.37,4464.59
10/21/97,1191.87,4552.73
10/22/97,1177.52,4572.67
10/23/97,1173.36,4591.06
10/24/97,1178.31,4654.13
10/27/97,1235.83,4679.76
10/28/97,1177.92,4486.08
10/29/97,1184.09,4594.79
10/30/97,1174.85,4497.61
10/31/97,1180.39,4523.31
11/3/97,1180.85,4528.51
11/4/97,1184.7,4597.78
11/5/97,1194.04,4671.34
11/6/97,1181.12,4618.86
11/7/97,1195.14,4659.31
11/10/97,1185.78,4601.53
11/11/97,1186.63,4596.73
11/12/97,1174.19,4546.06
11/13/97,1185.02,4638.64
11/14/97,1197.83,4609.27
11/17/97,1191.33,4598.66
11/18/97,1183.35,4554.25
11/19/97,1181.63,4525.58
11/20/97,1172.43,4460.73
11/21/97,1158.56,4383.55
11/24/97,1124.94,4248.98
11/25/97,1125.53,4271.84
11/26/97,1143.82,4296.91
11/27/97,1122.52,4185.33
11/28/97,1139.63,4268.49
12/1/97,1133.09,4204.54
12/2/97,1130.17,4189.62
12/3/97,1122.55,4155.4
12/4/97,1135.87,4213.7
12/5/97,1136.2,4222.11
12/8/97,1139.36,4209.39
12/9/97,1148.17,4247.36
12/10/97,1157.84,4280.65
12/11/97,1159.17,4306.25
12/12/97,1153.84,4260.71
12/15/97,1168.03,4259.17
12/16/97,1174.8,4284.12
12/17/97,1146.52,4179.65
12/18/97,1154.17,4166.3
12/19/97,1160.77,4150.65
12/22/97,1169.01,4134.65
12/23/97,1171.25,4162.18
12/24/97,1169.66,4119.78
12/25/97,1181.28,4114.42
12/26/97,1191.92,4166.02
12/29/97,1186.61,4204.01
12/30/97,1181.14,4172.96
12/31/97,1194.1,4184.84
1/5/98,1220.47,4316.91
1/6/98,1233.62,4317.71
1/7/98,1244.07,4297.43
1/8/98,1237.16,4286.01
1/9/98,1239.9,4278.95
1/12/98,1226.97,4245.44
1/13/98,1167.65,4047.95
1/14/98,1202.22,4145.45
1/15/98,1215.43,4201.02
1/16/98,1213.96,4164.35
1/19/98,1213.13,4126.72
1/20/98,1203.72,4093.43
1/21/98,1200.2,4062.13
1/22/98,1204.43,4099.04
1/23/98,1222.91,4165.28
2/9/98,1248.04,4259.27
2/10/98,1236.51,4219.98
2/11/98,1250.24,4235.79
2/12/98,1246.3,4208.44
2/13/98,1245.91,4203.35
2/16/98,1236.24,4184.13
2/17/98,1238.5,4189.16
2/18/98,1229.83,4195.93
2/19/98,1232.58,4218.12
2/20/98,1226.02,4173.19
2/23/98,1208.6,4116.81
2/24/98,1208.22,4084.36
2/25/98,1194.67,4035.6
2/26/98,1206.67,4077.18
2/27/98,1206.53,4081.69
3/2/98,1188.31,3965.02
3/3/98,1201.79,3994.27
3/4/98,1213.25,4021.21
3/5/98,1207.54,3987.8
3/6/98,1206.45,3961.33
3/9/98,1200.83,3921.48
3/10/98,1199.83,3923.84
3/11/98,1190.04,3904.88
3/12/98,1178.97,3862.39
3/13/98,1184.96,3940.84
3/16/98,1188.48,3975.26
3/17/98,1202.84,4043.05
3/18/98,1193.91,3969.4
3/19/98,1188.72,3963.62
3/20/98,1187.5,3960.1
3/23/98,1179.87,3926.75
3/24/98,1194.02,4004.92
3/25/98,1191.55,4000.02
3/26/98,1188.87,3949.81
3/27/98,1223.56,4009.29
3/30/98,1249.44,4091.87
3/31/98,1243.02,4063.29
4/1/98,1254.97,4088.52
4/2/98,1269.02,4135.5
4/3/98,1286.08,4190.51
4/6/98,1306.38,4222.41
4/7/98,1303.14,4204.74
4/8/98,1322.79,4236.46
4/9/98,1297.23,4201.47
4/10/98,1311.51,4249.05
4/13/98,1318.75,4292.39
4/14/98,1313.72,4248.94
4/15/98,1324.71,4262.47
4/16/98,1316.25,4228.97
4/17/98,1298.11,4141.21
4/20/98,1296.01,4069.64
4/21/98,1305.22,4093.81
4/22/98,1332.18,4182.64
4/23/98,1324.56,4162.25
4/24/98,1315.17,4141.33
4/27/98,1310.38,4076.1
4/28/98,1332.99,4143.19
4/29/98,1332.5,4146.37
4/30/98,1343.45,4180.95
5/4/98,1352.93,4250.23
5/5/98,1352.52,4216.99
5/6/98,1348.41,4192.08
5/7/98,1327.87,4122.83
5/8/98,1357.6,4180.31
5/11/98,1354.61,4199.35
5/12/98,1349.65,4150.06
5/13/98,1369.26,4184.32
5/14/98,1367.13,4156.73
5/15/98,1368.09,4205.45
5/18/98,1368.18,4179.81
5/19/98,1362.29,4163.58
5/20/98,1357.43,4130.09
5/21/98,1366.66,4130.15
5/22/98,1375.82,4141.07
5/25/98,1389.37,4170.86
5/26/98,1390.42,4161.81
5/27/98,1399.54,4182.3
5/28/98,1397.9,4162.53
5/29/98,1411.21,4185.07
6/1/98,1415.58,4204.19
6/2/98,1413.08,4197.61
6/3/98,1420,4181.7
6/4/98,1406.3,4156.38
6/5/98,1408.61,4170.03
6/8/98,1403.73,4141.86
6/9/98,1369.65,4039.5
6/10/98,1368.3,4034.14
6/11/98,1347.68,3956.84
6/12/98,1383.39,4056.52
6/15/98,1365.34,3964.12
6/16/98,1348.59,3910.6
6/17/98,1348.94,3907.58
6/18/98,1370.69,3983.3
6/19/98,1392.88,4021.92
6/22/98,1399.36,3974.45
6/23/98,1397.96,3952.26
6/24/98,1401.74,3980.14
6/25/98,1382.04,3927.26
6/26/98,1385.62,3916.94
6/29/98,1361.43,3821.15
6/30/98,1339.2,3737.14
7/1/98,1316.44,3708.03
7/2/98,1331.65,3802.19
7/3/98,1335.13,3829.37
7/6/98,1315.28,3740.5
7/7/98,1324.4,3765.78
7/8/98,1338.98,3815.85
7/9/98,1343.23,3811.25
7/10/98,1360.62,3846.5
7/13/98,1358.81,3836.18
7/14/98,1336.56,3757.9
7/15/98,1335.47,3742.38
7/16/98,1325.63,3697.85
7/17/98,1314.72,3652.75
7/20/98,1287.07,3572.43
7/21/98,1313.01,3736.04
7/22/98,1299.15,3702.24
7/23/98,1316.27,3733.25
7/24/98,1326.82,3795.94
7/27/98,1321.9,3799.53
7/28/98,1317.95,3780.42
7/29/98,1311.94,3753.2
7/30/98,1315.3,3739.01
7/31/98,1316.92,3744
8/3/98,1302.1,3681.61
8/4/98,1293.46,3662.56
8/5/98,1307.44,3694.37
8/6/98,1294.16,3644.41
8/7/98,1271.07,3584.47
8/10/98,1234.58,3479.63
8/11/98,1207.67,3431.04
8/12/98,1190.55,3385.78
