Date,Price
12/14/2016,1.311705
12/15/2016,1.340445
12/16/2016,1.332660
12/17/2016,1.333650
12/18/2016,1.333650
12/19/2016,1.339880
12/20/2016,1.337700
12/21/2016,1.339045
12/22/2016,1.347330
12/23/2016,1.352750
12/24/2016,1.354850
12/25/2016,1.354850
12/26/2016,1.350650
12/27/2016,1.355425
12/28/2016,1.355960
12/29/2016,1.349245
12/30/2016,1.341950
12/31/2016,1.343850
1/1/2017,1.343850
1/2/2017,1.344400
1/3/2017,1.343040
1/4/2017,1.330095
1/5/2017,1.321805
1/6/2017,1.321350
1/7/2017,1.324110
1/8/2017,1.323850
1/9/2017,1.322190
1/10/2017,1.320625
1/11/2017,1.320970
1/12/2017,1.313200
1/13/2017,1.313715
1/14/2017,1.311440
1/15/2017,1.311550
1/16/2017,1.316375
1/17/2017,1.305995
1/18/2017,1.317610
1/19/2017,1.333115
1/20/2017,1.333900
1/21/2017,1.333050
1/22/2017,1.333050
1/23/2017,1.330180
1/24/2017,1.315615
1/25/2017,1.307200
1/26/2017,1.310765
1/27/2017,1.310985
1/28/2017,1.315440
1/29/2017,1.314950
1/30/2017,1.308945
1/31/2017,1.303580
2/1/2017,1.309065
2/2/2017,1.301725
2/3/2017,1.300375
2/4/2017,1.302500
2/5/2017,1.302650
2/6/2017,1.311295
2/7/2017,1.316415
2/8/2017,1.316690
2/9/2017,1.314005
2/10/2017,1.307215
2/11/2017,1.308570
2/12/2017,1.308250
2/13/2017,1.308545
2/14/2017,1.309175
2/15/2017,1.308065
2/16/2017,1.305605
2/17/2017,1.312265
2/18/2017,1.309370
2/19/2017,1.309450
2/20/2017,1.309175
2/21/2017,1.314950
2/22/2017,1.319550
2/23/2017,1.310865
2/24/2017,1.310500
2/25/2017,1.309150
2/26/2017,1.309150
2/27/2017,1.310005
2/28/2017,1.324450
3/1/2017,1.333500
3/2/2017,1.338200
3/3/2017,1.342090
3/4/2017,1.337630
3/5/2017,1.337750
3/6/2017,1.341355
3/7/2017,1.341455
3/8/2017,1.347560
3/9/2017,1.351010
3/10/2017,1.346495
3/11/2017,1.346750
3/12/2017,1.346850
3/13/2017,1.343900
3/14/2017,1.348255
3/15/2017,1.345565
3/16/2017,1.331700
3/17/2017,1.334885
3/18/2017,1.334720
3/19/2017,1.336950
3/20/2017,1.336170
3/21/2017,1.332585
3/22/2017,1.335125
3/23/2017,1.333050
3/24/2017,1.337140
3/25/2017,1.337550
3/26/2017,1.337550
3/27/2017,1.336850
3/28/2017,1.336385
3/29/2017,1.336950
3/30/2017,1.328420
3/31/2017,1.330835
4/2/2017,1.332150
4/3/2017,1.339145
4/4/2017,1.341240
4/5/2017,1.342385
4/6/2017,1.341430
4/7/2017,1.339520
4/8/2017,1.340790
4/9/2017,1.340790
4/10/2017,1.334305
4/11/2017,1.331860
4/12/2017,1.330515
4/13/2017,1.327745
4/14/2017,1.331890
4/15/2017,1.332645
4/16/2017,1.332750
4/17/2017,1.329250
4/18/2017,1.339685
4/19/2017,1.346975
4/20/2017,1.347515
4/21/2017,1.351100
4/22/2017,1.349700
4/23/2017,1.349850
4/24/2017,1.351830
4/25/2017,1.360455
4/26/2017,1.360875
4/27/2017,1.363615
4/28/2017,1.365860
4/29/2017,1.365560
4/30/2017,1.365750
5/1/2017,1.366535
5/2/2017,1.372575
5/4/2017,1.374285
5/5/2017,1.370055
5/6/2017,1.365175
5/7/2017,1.365175
5/8/2017,1.371360
5/9/2017,1.373825
5/10/2017,1.365125
5/11/2017,1.370395
5/12/2017,1.372085
5/13/2017,1.371140
5/14/2017,1.371450
5/15/2017,1.364670
5/16/2017,1.358690
5/17/2017,1.360995
5/18/2017,1.359695
5/20/2017,1.351005
5/21/2017,1.351050
5/22/2017,1.350705
5/23/2017,1.350355
5/24/2017,1.345775
5/25/2017,1.345870
5/26/2017,1.346250
5/27/2017,1.345150
5/28/2017,1.345150
5/29/2017,1.344140
5/30/2017,1.346585
5/31/2017,1.351250
6/1/2017,1.350125
6/2/2017,1.348945
6/3/2017,1.348850
6/4/2017,1.348850
6/5/2017,1.347925
6/6/2017,1.345525
6/7/2017,1.351985
6/8/2017,1.349965
6/9/2017,1.343645
6/10/2017,1.346730
6/11/2017,1.346450
6/12/2017,1.346605
6/13/2017,1.323775
6/14/2017,1.321900
6/15/2017,1.328855
6/16/2017,1.322955
6/17/2017,1.321250
6/18/2017,1.321250
6/19/2017,1.321530
6/20/2017,1.327065
6/21/2017,1.333935
6/22/2017,1.323350
6/23/2017,1.326535
6/24/2017,1.327055
6/25/2017,1.326350
6/26/2017,1.324555
6/27/2017,1.319950
6/28/2017,1.304015
6/29/2017,1.302350
6/30/2017,1.299055
7/1/2017,1.296350
7/2/2017,1.296350
7/3/2017,1.300480
7/4/2017,1.293280
7/5/2017,1.298695
7/6/2017,1.293780
7/7/2017,1.286265
7/8/2017,1.287755
7/9/2017,1.287550
7/10/2017,1.288750
7/11/2017,1.292435
7/12/2017,1.272010
7/13/2017,1.273925
7/14/2017,1.265350
7/15/2017,1.264605
7/16/2017,1.264605
7/17/2017,1.267730
7/18/2017,1.265850
7/19/2017,1.259345
7/20/2017,1.258045
7/21/2017,1.254955
7/22/2017,1.253950
7/23/2017,1.253950
7/24/2017,1.251295
7/25/2017,1.250170
7/26/2017,1.250725
7/27/2017,1.251665
7/28/2017,1.243825
7/29/2017,1.243350
7/30/2017,1.243350
7/31/2017,1.248805
8/1/2017,1.253800
8/2/2017,1.254695
8/3/2017,1.257080
8/4/2017,1.265890
8/5/2017,1.265215
8/6/2017,1.265250
8/7/2017,1.268215
8/8/2017,1.266000
8/9/2017,1.271100
8/10/2017,1.270595
8/11/2017,1.268545
8/12/2017,1.267450
8/13/2017,1.267450
8/14/2017,1.270345
8/15/2017,1.275840
8/16/2017,1.271110
8/17/2017,1.265310
8/18/2017,1.256215
8/19/2017,1.258320
8/20/2017,1.258550
8/21/2017,1.257920
8/23/2017,1.256660
8/24/2017,1.252550
8/25/2017,1.247110
8/26/2017,1.248205
8/27/2017,1.248050
8/28/2017,1.250150
8/29/2017,1.253205
8/30/2017,1.262005
8/31/2017,1.253450
9/1/2017,1.238385
9/2/2017,1.239825
9/3/2017,1.239750
9/4/2017,1.240815
9/5/2017,1.237330
9/6/2017,1.221345
9/7/2017,1.215625
9/8/2017,1.213375
9/9/2017,1.215700
9/10/2017,1.216150
9/11/2017,1.212685
9/12/2017,1.216465
9/13/2017,1.221550
9/14/2017,1.220085
9/15/2017,1.220810
9/16/2017,1.219655
9/17/2017,1.219750
9/18/2017,1.223450
9/19/2017,1.228295
9/20/2017,1.225905
9/21/2017,1.232785
9/22/2017,1.234215
9/23/2017,1.233805
9/24/2017,1.233450
9/25/2017,1.234755
9/26/2017,1.238375
9/27/2017,1.242535
9/28/2017,1.244040
9/29/2017,1.248555
9/30/2017,1.240480
10/1/2017,1.247350
10/2/2017,1.250975
10/3/2017,1.249030
10/4/2017,1.247950
10/5/2017,1.255275
10/6/2017,1.255385
10/7/2017,1.252750
10/8/2017,1.252750
10/9/2017,1.254150
10/10/2017,1.250050
10/11/2017,1.250550
10/12/2017,1.248345
10/14/2017,1.246650
10/15/2017,1.246850
10/16/2017,1.252755
10/17/2017,1.255550
10/18/2017,1.247745
10/19/2017,1.247535
10/20/2017,1.261520
10/21/2017,1.262650
10/22/2017,1.262850
10/23/2017,1.264515
10/24/2017,1.267395
10/25/2017,1.281055
10/26/2017,1.284455
10/27/2017,1.287095
10/28/2017,1.280910
10/29/2017,1.281250
10/30/2017,1.282750
10/31/2017,1.289855
11/1/2017,1.287635
11/2/2017,1.282035
11/3/2017,1.277065
11/4/2017,1.276355
11/5/2017,1.276650
11/6/2017,1.274075
11/7/2017,1.279435
11/8/2017,1.273105
11/9/2017,1.269395
11/10/2017,1.268895
11/11/2017,1.268670
11/12/2017,1.268670
11/13/2017,1.273470
11/14/2017,1.273355
11/15/2017,1.277895
11/16/2017,1.274285
11/17/2017,1.279850
11/18/2017,1.276620
11/19/2017,1.276750
11/20/2017,1.279810
11/21/2017,1.275565
11/22/2017,1.272995
11/23/2017,1.271420
11/24/2017,1.269965
11/25/2017,1.271150
11/26/2017,1.271150
11/27/2017,1.274460
11/28/2017,1.280415
11/29/2017,1.285495
11/30/2017,1.288965
12/1/2017,1.270195
12/2/2017,1.268520
12/3/2017,1.268550
12/4/2017,1.269835
12/5/2017,1.269350
12/6/2017,1.279175
12/7/2017,1.283575
12/8/2017,1.287015
12/9/2017,1.284750
12/11/2017,1.285265
12/12/2017,1.288615
12/13/2017,1.287575
12/14/2017,1.284945
12/15/2017,1.283815
12/16/2017,1.286580
12/17/2017,1.286550
12/18/2017,1.285445
12/19/2017,1.291175
12/20/2017,1.283920
12/21/2017,1.272485
12/22/2017,1.275190
12/23/2017,1.273150
12/24/2017,1.273150
12/25/2017,1.272950
12/26/2017,1.268995
12/27/2017,1.265085
12/28/2017,1.258665
12/29/2017,1.252200
12/30/2017,1.257590
12/31/2017,1.257250
1/1/2018,1.263850
1/2/2018,1.250065
1/3/2018,1.253620
1/4/2018,1.252415
1/5/2018,1.239815
1/6/2018,1.241375
1/7/2018,1.241250
1/8/2018,1.242525
1/9/2018,1.245705
1/10/2018,1.248895
1/11/2018,1.253415
1/12/2018,1.251915
1/13/2018,1.245950
1/14/2018,1.245950
1/15/2018,1.241515
1/16/2018,1.242245
1/17/2018,1.244715
1/18/2018,1.244275
1/19/2018,1.246150
1/20/2018,1.249550
1/21/2018,1.249550
1/22/2018,1.246425
1/23/2018,1.245255
1/24/2018,1.235575
1/25/2018,1.231355
1/26/2018,1.232235
1/27/2018,1.231050
1/28/2018,1.231050
1/29/2018,1.234655
1/30/2018,1.234075
1/31/2018,1.230015
2/1/2018,1.228550
2/2/2018,1.238550
2/3/2018,1.242150
2/4/2018,1.242150
2/5/2018,1.248795
2/6/2018,1.253165
2/7/2018,1.254870
2/8/2018,1.260375
2/9/2018,1.259465
2/10/2018,1.258250
2/11/2018,1.258250
2/12/2018,1.261785
2/13/2018,1.260070
2/14/2018,1.256605
2/15/2018,1.252105
2/16/2018,1.253050
2/17/2018,1.255850
2/18/2018,1.255850
2/19/2018,1.256150
2/20/2018,1.261860
2/21/2018,1.268085
2/22/2018,1.270055
2/23/2018,1.266155
2/24/2018,1.263350
2/25/2018,1.263350
2/26/2018,1.268915
2/27/2018,1.274910
2/28/2018,1.281045
