"","zz500","zz500.1","zz500.2","zz500.3","zz500.4"
"2013-05-24",-0.118270547711491,-0.262477669602058,-0.0108044217355701,0.40771214434322,0.152439534000209
"2013-05-28",-0.382945236199684,0.197270387953171,0.00759677130300111,-0.0497452411320752,0.440923655912127
"2013-05-29",-0.264078662127487,-0.00755185133168951,-0.121194155719343,0.415072117515704,0.14330682563026
"2013-05-30",-0.00857469410429412,-0.264235132894486,-0.122735729158659,0.413838641534351,0.155345621860467
"2013-05-31",0.00361847487616867,-0.382010050288079,0.197270387953171,-0.0370573425676794,0.436414890154512
"2013-06-03",-0.283135194210031,0.146410557297111,0.412998819489449,-0.180537589687904,0.176627160090166
"2013-06-04",-0.281669522147973,-0.184347193029484,0.412255329011196,0.14856389336636,0.179154708131685
"2013-06-05",-0.271708969658175,0.14330682563026,-0.00823760738956953,0.420202758217981,-0.128662349252336
"2013-06-06",0.213784724391497,0.221526642801247,-0.266828872395955,-0.144438060281949,0.287346183628605
"2013-06-07",0.179015611617583,-0.27933924506276,-0.186908125726669,0.141662576272513,0.4140884901903
"2013-06-13",-0.281747196577884,-0.186343942268072,0.14856389336636,0.167158695244935,0.413480546677718
"2013-06-14",-0.27849212626253,-0.189508610400528,0.1498190215206,0.167158695244935,0.414839459352427
"2013-06-17",-0.0550508768966561,-0.387657697684315,0.19734588359797,0.443619158153657,0.0128539279201482
"2013-06-18",-0.387657697684315,0.19734588359797,0.443733220715002,0.0123507423802889,-0.0541219732869649
"2013-06-19",-0.274237485848751,0.13161838660744,0.167158695244935,-0.18733956756081,0.419519657644146
"2013-06-20",-0.273917206677472,0.13161838660744,0.167158695244935,-0.18733956756081,0.419519657644146
"2013-06-21",0.13062217511719,-0.279827966862429,0.167158695244935,-0.185388547020506,0.420230552954693
"2013-06-24",0.20371948209633,-0.386200794237077,0.00819218730854286,-0.057664513479781,0.44276730217849
"2013-06-25",0.199128985544457,-0.384660908548999,0.00867276833273763,-0.0557392329588005,0.44276730217849
"2013-06-26",0.198736905859692,-0.382911995777973,0.0084646741918372,-0.0582987020408067,0.443673863730812
"2013-06-27",-0.382911995777973,0.00893160823522083,-0.0582987020408067,0.198736905859692,0.443673863730812
"2013-06-28",-0.382911995777973,0.0102456645136076,0.198736905859692,-0.0582987020408067,0.443673863730812
"2013-07-02",0.177103561021663,-0.274461188398038,-0.186760293609545,0.422272150210926,0.124078250436177
"2013-07-03",0.175104081789781,-0.274461188398038,-0.188288865777076,0.422272150210926,0.126788273744659
"2013-07-05",-0.253696399540215,0.207988242907526,-0.19141465117731,0.418748174161252,0.123809205891307
"2013-07-08",-0.270098910153652,0.229528185092555,-0.159899677706423,0.220574444852434,0.250920809042776
"2013-07-09",0.229528185092555,-0.161932179695752,-0.263864084839391,0.218987013217291,0.248143751801627
"2013-07-10",0.227196713410512,-0.161001137878843,-0.263616029172869,0.226408763539919,0.24417168495415
"2013-07-11",-0.253672827028537,-0.188594273796155,0.214294000785059,0.418345880968305,0.117526196236976
"2013-07-12",-0.161398769939846,-0.274354530724221,0.231533754812586,0.216468307184693,0.259937157283849
"2013-07-15",-0.246217843122775,-0.187698887901655,0.208591527135738,0.415402822828386,0.115526270889718
"2013-07-16",-0.245618567114706,-0.187092991032879,0.206865484703838,0.417052037021722,0.118507443126265
"2013-07-17",-0.243371425866084,-0.188958815836325,0.208753319466066,0.415411551178736,0.118507443126265
"2013-07-18",-0.189122795063745,-0.245040977305689,0.208753319466066,0.415411551178736,0.118507443126265
"2013-07-19",0.214628390105424,-0.125528076363671,0.256338183038161,0.350223698135366,-0.402197453716821
"2013-07-22",-0.122614626408658,0.219004308032266,0.254458905247998,0.346148521468502,-0.401830639906851
"2013-07-23",-0.240516145684294,0.206865484703838,0.418672160618623,-0.188958815836325,0.118507443126265
"2013-07-24",0.205358505894802,0.421883160678261,-0.241596749396865,-0.192891353744632,0.120111667449931
"2013-07-25",0.42025232286249,-0.241596749396865,-0.191197937406633,0.202881426631144,0.120111667449931
"2013-07-26",-0.241596749396865,-0.191378634551252,0.418672160618623,0.204656002774588,0.120111667449931
"2013-07-29",-0.240355095926735,-0.193631179536846,0.418672160618623,0.204656002774588,0.120111667449931
"2013-07-30",-0.241205937344075,-0.194312783538415,0.418672160618623,0.204656002774588,0.120111667449931
"2013-07-31",-0.240227497062671,-0.193343073762745,0.418672160618623,0.204656002774588,0.120111667449931
"2013-08-01",0.202729175364406,-0.055433059029847,0.0268663272257232,0.452905666649451,-0.392075749176612
"2013-08-02",-0.0591626646225039,0.203518068992601,0.0284623399209942,0.461409963055039,-0.399277852615787
"2013-08-05",-0.253112998251449,-0.192527259937643,0.426070980907645,0.120736486909084,0.201907062466345
"2013-08-06",-0.195683230998712,-0.253899508760058,0.42341702366679,0.13365031756567,0.208149489569347
"2013-08-07",-0.215769218464027,0.41007723625926,-0.220895971573219,0.119740568622525,0.229932010811572
"2013-08-08",-0.241564320759409,0.42341702366679,-0.19985596736634,0.130795106127574,0.207230968074384
"2013-08-09",0.42602597179741,-0.196678149575159,0.13365031756567,0.206244062394889,-0.248617121813785
"2013-08-12",-0.199363652330545,0.130795106127574,0.204831572014027,-0.243074880703299,0.426340464316604
"2013-08-13",0.126342927920681,0.230080705592128,-0.214006474658732,-0.216810193765534,0.410003555889073
"2013-08-16",0.205658915628003,0.132238476675478,-0.242345504450906,-0.195413446552194,0.423334139805055
"2013-08-19",0.231288918523603,0.123105973484414,-0.214037800546458,-0.215443729364282,0.407071553357431
"2013-08-20",0.124179420944025,0.204923089056309,-0.243476284897721,-0.189863978403813,0.424848295432437
"2013-08-21",0.230811777127187,-0.206558603792654,-0.221780374656966,0.117201507494562,0.410906852412035
"2013-08-22",0.200118785851532,-0.243415467655383,-0.18818940731298,0.424848295432437,0.124179420944025
"2013-08-23",0.232088864076335,-0.209016330229675,-0.218501158917317,0.406284426526792,0.117759838379806
"2013-08-30",-0.244306633735614,0.198194407973988,-0.185533490317954,0.421695790797796,0.124179420944025
"2013-09-06",0.198194407973988,-0.187858048601749,-0.242709368844581,0.422682737183223,0.131412550981061
"2013-09-09",0.0140274366670696,-0.0293389241104142,-0.391539611568532,0.448075975502829,0.20480282911727
"2013-09-10",-0.0404030517788636,-0.390342980087797,0.0198116739740627,0.452449873181795,0.195723372613215
"2013-09-11",-0.391861781796792,-0.0211937849890451,0.0174925263471425,0.443894730179595,0.201120833419545
"2013-09-12",-0.336948907734131,0.378973146771865,0.272047130339468,0.160698329991474,-0.208349381365636
"2013-09-13",0.380527493400322,0.272047130339468,-0.336948907734131,0.162225138518133,-0.211008018627866
"2013-09-16",0.332705673932852,0.307154965698293,-0.334684050953457,0.17089911332112,-0.214938328404199
"2013-09-17",0.194516456939294,0.421764244089272,-0.183070426530169,0.131369174738945,-0.248457294202925
"2013-09-18",0.19476706767504,0.420262955878677,-0.181367502273461,0.12965032764978,-0.248457294202925
"2013-09-23",0.278366624147358,0.222265346773344,0.353280571189216,-0.116204827022781,-0.405461790825294
"2013-09-24",0.191166126381704,0.420366921692756,-0.177693922352038,0.127364913749949,-0.248754061054024
"2013-09-27",0.420366921692756,0.189477991446103,-0.182877035453906,0.131584396705956,-0.247046923952247
"2013-09-30",0.186980410407717,-0.181171122322303,0.126652518784054,-0.247046923952247,0.421748521184316
"2013-10-08",-0.181765503021949,0.123580048568668,-0.246749822168165,0.426370592018029,0.181993635343927
"2013-10-09",0.130359973128156,-0.1859641028804,-0.245454309534163,0.424348652379101,0.189515238694979
"2013-10-10",-0.188508499848925,-0.251467357989765,0.424348652379101,0.192256918594732,0.130359973128156
"2013-10-11",-0.254224243798577,0.427311197527429,-0.185751252317202,0.192256918594732,0.130359973128156
"2013-10-22",-0.249433774061417,0.42732183646095,0.192256918594732,0.133749377831378,-0.191561949768181
"2013-10-23",0.426111946936383,-0.195757702326057,-0.249674586653777,0.19645692213498,0.130419997328373
"2013-10-24",0.426955304263638,-0.199754321983959,-0.249674586653777,0.193432059445304,0.13064969786574
"2013-10-25",0.426031915165557,-0.201971450383847,-0.249674586653777,0.19645692213498,0.127436583729536
"2013-10-29",0.424086289569492,-0.193607492917647,-0.254974964591639,0.193432059445304,0.126771570756797
"2013-10-30",-0.194506255064144,-0.254479880152135,0.193432059445304,0.425610411239716,0.119500944697393
"2013-10-31",0.0185787725251511,-0.360091831645008,0.377284440869602,0.460680558197327,-0.329223991828026
"2013-11-01",-0.254718005080513,-0.191052360603277,0.192256918594732,0.425727368958721,0.118186491594567
"2013-11-04",-0.254986348516842,-0.186029945728512,0.424690287674272,0.192256918594732,0.118963020803615
"2013-11-05",-0.183576509058069,0.424690287674272,0.192256918594732,-0.254062113981245,0.118963020803615
"2013-11-06",-0.185022731932809,0.424690287674272,0.192256918594732,-0.253531706990079,0.118963020803615
"2013-11-07",0.425727368958721,0.192256918594732,-0.249679841743316,0.118186491594567,-0.192322723718816
"2013-11-08",0.186681488425669,0.425727368958721,-0.247146579889806,0.118186491594567,-0.191574380236843
"2013-11-12",0.279208715688337,-0.19809228032006,0.415753179164918,-0.26156325165406,0.0459270390836512
"2013-11-13",-0.200162931478307,0.416903807680334,0.277379944679634,-0.257427898194732,0.0365756863469046
"2013-11-14",0.319399725455733,0.296452789837428,0.0986320409976483,-0.21358060703617,-0.318100399448078
"2013-11-15",0.290943494466962,0.0959215388799075,0.326856131081467,-0.211271632205446,-0.319452317933856
"2013-11-18",0.0961783909154864,0.323468024250698,0.298661062902242,-0.21358060703617,-0.319475532539408
"2013-11-19",0.414508180171835,0.284941873587898,-0.259253733863955,-0.196389598435817,0.0325290658136782
"2013-11-20",0.175404383727103,0.438814705820361,-0.187539600308954,-0.250749179884226,0.111135532262012
"2013-11-21",0.111697511241481,0.427561467258008,-0.188573721448538,0.182777575494474,-0.245408011584453
"2013-11-22",0.444647480940578,0.146799657589238,-0.116830689169595,-0.002151520789325,-0.295204082672112
"2013-11-25",0.105372934499955,0.427363025947815,-0.189658777967812,0.183903166061535,-0.245342967325889
"2013-11-26",0.4941328726549,-0.379635713962825,0.341000668537105,0.0352370465044708,-0.307875900572131
"2013-11-27",-0.103366583517353,0.138326762529453,0.441292102610685,-0.00197951626111279,-0.300193716551812
"2013-11-29",0.435641202340313,0.17191818165329,0.114440323622653,-0.264148649217366,-0.184483534825174
"2013-12-02",0.169228736094206,0.117703080175615,0.434197529396376,-0.266249464613826,-0.184520603990504
"2013-12-03",0.447302964504366,-0.115496260607599,0.128314545239174,-0.00613238225193879,-0.296419023232498
"2013-12-04",-0.187276587074904,0.161286145311686,0.436149308503211,-0.262173605574667,0.117703080175615
"2013-12-05",0.440016654282292,0.143151537740644,-0.101839667970756,-0.00667958508144236,-0.296879569886948
"2013-12-06",0.208688972276291,0.4966128064828,-0.402223286022263,-0.235939015405361,0.121250852458384
"2013-12-09",0.16077790082968,0.43579212228006,0.117362281096863,-0.262193070240065,-0.186371176908763
"2013-12-10",0.436149308503211,0.117362281096863,0.154836657731468,-0.265572043328558,-0.180818716008294
"2013-12-11",0.149439507926982,0.440016654282292,-0.0158623269717425,-0.297685714163872,-0.103627221345484
"2013-12-12",0.438818510117848,0.149439507926982,-0.0174492968963825,-0.297685714163872,-0.100975056831131
"2013-12-13",0.22978500346078,-0.027257506664411,0.426197280196596,-0.397375089183415,0.0296533402057376
"2013-12-16",-0.0828152271226805,-0.334385729718692,0.438029998026923,-0.300658446494714,0.378937933375425
"2013-12-17",-0.0207087332543476,0.426197280196596,-0.399751653702973,0.225335864228749,0.0330424176939163
"2013-12-18",0.42760036687516,-0.398806502372828,-0.0224785935485509,0.223128941241432,0.0305128831100431
"2013-12-19",0.442653186459151,-0.290313597550354,-0.019902042130398,-0.119588514188075,0.130210836589713
"2013-12-20",0.105853004380374,-0.174920650164038,0.228064993287561,-0.407713220564463,0.498895857038867
"2013-12-23",-0.257284674404804,0.135112231596118,-0.190115376418825,0.121232649839232,0.434705084725936
"2013-12-24",-0.257850295988446,0.135112231596118,-0.188957850738315,0.121232649839232,0.434705084725936
"2013-12-27",-0.0137578450384253,0.130210836589713,0.442922927407495,-0.116760145491425,-0.292000804597299
"2013-12-30",0.10785328406926,0.229921168644459,-0.408226773069095,-0.165422353794359,0.497811532674659
"2013-12-31",0.299732226006579,0.126010600707809,-0.168505200124337,-0.240021255245088,0.352246378252613
"2014-01-02",0.361493453857109,-0.406648743085707,-0.085898759056869,0.237177781044612,0.191900214212539
"2014-01-03",0.119461062612774,-0.17117385687922,-0.263632782620868,0.43424379365697,0.126935567430209
"2014-01-06",-0.298069682624061,-0.0981202928449321,-0.324185781539796,0.364641581986112,0.440117574517058
"2014-01-07",-0.413934804662146,0.203979701805231,0.444363128644881,0.0187721569169656,-0.00297391604163655
"2014-01-08",0.208266925070218,0.444790480257474,0.0259377875535414,-0.0152110001245522,-0.413906164926639
"2014-01-09",0.134421937513698,-0.177046885831308,0.118786545189391,0.433179088809693,-0.261465095084199
"2014-01-10",-0.184826486659381,0.137954409580451,0.118786545189391,0.434434193217387,-0.259873989166449
"2014-01-13",-0.186138981176609,0.135824420113435,0.118786545189391,0.435442571505385,-0.259873989166449
"2014-01-14",0.127348467774641,0.138802472640331,0.431172119734503,-0.256995295748346,-0.190224616970601
"2014-01-15",0.212434463538472,0.410980555641409,-0.215545687686344,-0.224848089840182,0.0927044058387714
"2014-01-16",0.131131253490858,0.124995325047584,0.431502191359364,-0.258007099365228,-0.18323616147837
"2014-01-17",0.430006181341487,0.124995325047584,-0.259098970530562,-0.182413773383573,0.131943793395329
"2014-01-21",0.1298692970933,0.428395715248984,-0.259098970530562,-0.18484031504695,0.131943793395329
"2014-01-22",0.429934468610288,-0.259098970530562,0.129866724699387,0.131943793395329,-0.183795642398977
"2014-01-23",0.437142538956914,-0.0218623879690181,0.222466725098404,0.010784535155211,-0.402227434252888
"2014-01-24",-0.262496901968943,0.130374123735827,0.132328015956321,0.429472603518256,-0.178945068319266
"2014-01-27",-0.184873802463423,0.141840892926837,0.130481661230084,0.423360317619297,-0.256956977260871
"2014-01-28",0.310616880281303,0.292081232301353,-0.228934462964496,0.0888514995241119,-0.307596884231204
"2014-01-29",0.296338324207711,0.309715987738426,-0.232160000236877,0.0869229952233207,-0.307596884231204
"2014-01-30",0.292974268218052,0.306730485609002,-0.229448509435496,0.0895532365606158,-0.307596884231204
"2014-02-07",0.426395152221884,-0.188070249902782,-0.256628899462774,0.139278734843618,0.126144415804507
"2014-02-10",0.149564107797377,-0.102882170740294,-0.0108321647598889,-0.300814915397752,0.4353949271175
"2014-02-11",-0.182173934902823,-0.25844077513031,0.139657990395806,0.424610384931116,0.126225345814266
"2014-02-12",0.0405408756448102,-0.0218623879690181,0.218649718705585,0.420343997132081,-0.39795472767076
"2014-02-13",-0.231784985660183,-0.407266400860356,0.207695675953538,0.463470086703086,0.199457634486447
"2014-02-14",-0.184677222935244,0.144910471276996,0.427682689420937,-0.263295603063272,0.126225345814266
"2014-02-18",0.137476763603122,0.429221729844636,-0.184191362270327,-0.258392335501723,0.129787304917994
"2014-02-19",-0.0158522543936894,0.436636709381379,-0.108886188268645,-0.297912227853164,0.16951239654459
"2014-02-20",0.441166069634305,-0.110740714444766,-0.302588058366508,-0.0210091858605756,0.162591605759668
"2014-02-21",-0.107572310260151,0.443785593581977,-0.304066826575036,-0.020520172996383,0.135088648403487
"2014-02-24",0.446118692046274,-0.301324416055173,-0.107325458750433,-0.0247109153799484,0.130428660909474
"2014-02-25",0.435099363244212,-0.263412214853407,0.126811067802673,-0.183033398833998,0.120109347342307
"2014-02-26",-0.259113132831311,0.125433566971243,-0.189730448064805,0.124512750980505,0.433761570026266
"2014-02-27",-0.0208128473318252,-0.111637474391889,-0.304808001125681,0.441312114013252,0.150466633662226
"2014-02-28",0.214414716679485,-0.0316172879190096,-0.402834178583382,0.422508157428737,0.0499199019204174
"2014-03-03",-0.257846791968188,0.124512750980505,0.438383962295264,0.122318639337725,-0.191417257654418
"2014-03-04",0.214414716679485,0.421899656880561,0.054031502723024,-0.0329275825703347,-0.400832481764218
"2014-03-05",0.183662077967393,0.432006380021995,0.0660716756228157,-0.254765905687302,-0.203173874592252
"2014-03-06",0.421409444533109,0.050571038315058,-0.0329275825703347,0.212200773698351,-0.400832481764218
"2014-03-07",0.422995450226166,0.0427468852314951,-0.0329275825703347,0.212200773698351,-0.400832481764218
"2014-03-10",0.424760796722911,0.035862394018734,-0.0302322603618243,-0.403601193418244,0.212121138976719
"2014-03-11",0.451643337011934,-0.305969815573461,-0.114413742594723,0.103081987814443,-0.0179965525103027
"2014-03-12",0.451805460155261,-0.303690879471109,-0.121387910249552,0.110520511782378,-0.0200052057403099
"2014-03-13",0.435933650882822,-0.26152500464842,0.117340370277894,-0.191474236304455,0.126208865134695
"2014-03-14",-0.306713887666925,-0.115563506511759,-0.0200052057403099,0.113055617944941,0.451805460155261
"2014-03-17",-0.203849628120398,0.434769369559037,0.122155586732795,0.133860600109192,-0.257831219426665
"2014-03-18",0.435596860044254,0.118843190359003,-0.202256819519425,0.133879196591812,-0.257831219426665
"2014-03-19",0.11683702597882,0.435596860044254,-0.200650157451482,0.133879196591812,-0.259492006933153
"2014-03-20",0.038557990172529,0.423551952584455,-0.402736022208405,0.207553973490538,-0.0302322603618243
"2014-03-21",0.0352870368899352,0.425023667922098,-0.405238462203191,0.216002957604538,-0.0383741121241438
"2014-03-24",0.429184786443486,-0.407290290486637,0.226611111912229,0.0419731564516274,-0.0521145626498977
"2014-03-25",0.112570569838616,-0.212207556277699,0.129497279109089,0.441644401111791,-0.256243826827837
"2014-03-26",-0.209243920318874,0.115252342388671,0.130775124439908,0.440067664860752,-0.258025227695483
"2014-03-27",-0.2109654912714,0.119336004425309,0.130775124439908,0.440067664860752,-0.258025227695483
"2014-03-28",0.116979382539047,0.131168750797738,0.44144415835131,-0.210610232580695,-0.261219765704368
"2014-03-31",0.0404470250263503,0.431367957266988,-0.412983421977496,0.218040694594448,-0.0421596727438197
"2014-04-01",0.170120716080892,0.439815384225515,-0.221881685078726,0.0873540779099046,-0.260315909534403
"2014-04-02",0.168507001610816,0.439815384225515,-0.220322875002848,0.083192588779047,-0.260401414051712
"2014-04-03",0.448366783262552,-0.12248896199702,0.131623321175524,-0.313596117205797,-0.0142784599646035
"2014-04-04",0.439330599423921,-0.213143377920706,0.0865335251601821,-0.260315909534403,0.160190266436125
"2014-04-08",-0.223207017516233,0.0794101447572182,-0.260315909534403,0.447239853235742,0.161512487308415
"2014-04-09",0.0942404156943825,-0.40323965608625,-0.283200524313599,0.515910683623209,0.162526429966345
"2014-04-10",0.427298141532537,-0.295487561123111,-0.08579198178883,0.39510440040622,-0.358405475316547
"2014-04-11",0.429568703858616,-0.298147879455237,-0.0926246342949406,0.397969231631027,-0.358927045524315
"2014-04-14",-0.111488053048275,-0.312222088301192,0.161964796716467,0.440169159569024,-0.0164660721951776
"2014-04-15",-0.309100232212999,-0.11360629940793,0.162159968455092,0.438707688097197,-0.0164660721951776
"2014-04-16",-0.107332616471894,0.162159968455092,0.437312744038364,-0.306546587254884,-0.0164660721951776
"2014-04-17",0.439732679123974,-0.205479922613282,0.118655842712884,0.133879196591812,-0.262063357149925
"2014-04-22",0.438201283264571,-0.209124398563673,0.121655204364861,0.135732064829605,-0.262063357149925
"2014-04-23",0.438735309760222,-0.21356861296586,0.118600948146723,0.134270054059288,-0.259197100229999
"2014-04-24",0.441276793750694,-0.314038778604436,0.15735962372091,-0.116927629477659,-0.0164660721951776
"2014-04-25",-0.313262101013443,0.159816893988259,0.436331903036322,-0.108132623531633,-0.0164660721951776
"2014-04-28",-0.314643758776728,0.159816893988259,0.441336165168513,-0.118331350609814,-0.0164660721951776
"2014-04-29",0.0124391664811768,0.452793631782752,0.196732361930526,-0.0173347650324809,-0.428676181881968
"2014-04-30",-0.113185298253453,0.161767448380758,0.440371444988647,-0.0164660721951776,-0.318976551458099
"2014-05-05",0.223186292198288,0.122425087327886,0.414658376042154,-0.106478214174163,-0.356400812362056
"2014-05-07",0.129221939506157,0.221416418656963,0.414802880872239,-0.108203530533576,-0.356342247052062
"2014-05-08",0.223811180739262,0.412842604885383,0.124817767753297,-0.106039165969617,-0.354531537409039
"2014-05-09",0.413455141612269,0.132435154836478,0.222709673618258,-0.109230652395709,-0.354969214699225
"2014-05-12",0.452759222694431,0.202425529741647,-0.0159575332012393,0.0128761061658536,-0.433294420374185
"2014-05-13",0.449780434350604,0.204551921943126,-0.0186861166796636,0.00512009941466891,-0.42980686204438
"2014-05-14",0.204551921943126,0.453469073037609,-0.0186861166796636,0.0111119982593072,-0.433294420374185
"2014-05-15",0.442707261256009,-0.0151041858923578,0.0169782344963004,-0.431284257605901,0.200106288564985
"2014-05-16",0.169350305023231,0.43539018388873,-0.0159997676659549,-0.320528715066391,-0.120554665732433
"2014-05-19",0.43685122231229,-0.0164660721951776,-0.12486082153922,-0.319726293972152,0.164253760792937
"2014-05-20",0.441551159368779,-0.0198582521650867,-0.125474076496479,-0.321876215892202,0.153909300925433
"2014-05-21",0.439494400439362,-0.0212178012220295,-0.12276732868254,-0.322007377553376,0.161553102490806
"2014-05-22",-0.0240461362934832,0.43539018388873,-0.118807651026256,-0.318380320071781,0.161553102490806
"2014-05-23",-0.0181232269972223,0.43539018388873,-0.118409730635993,-0.318380320071781,0.166667420572985
"2014-05-27",0.433570415044652,-0.10985271744094,-0.316372472458752,-0.0258389015008923,0.166667420572985
"2014-05-28",0.4324743571169,-0.108323100729693,-0.315762604910368,-0.0258389015008923,0.166667420572985
"2014-05-29",0.429714757428886,-0.109306935356741,-0.314985940926496,-0.0258389015008923,0.166667420572985
"2014-05-30",-0.123853756961625,-0.317234392871572,-0.0258389015008923,0.154371558074227,0.438204773689548
"2014-06-03",-0.320880648203563,-0.0258389015008923,0.149130311699725,-0.111040505481507,0.437560407643921
"2014-06-04",-0.0314425596949195,-0.316096922141963,0.154079520847051,-0.12166891818197,0.437833536328819
"2014-06-05",-0.312363667109362,0.149466032918788,-0.0286202578061453,-0.118138063224703,0.436308660384334
"2014-06-06",0.149271705128626,-0.026039661530029,-0.312092277640263,-0.121770657034971,0.437300598180372
"2014-06-09",-0.0301057276793732,-0.312933321352815,-0.126980999050114,0.44019602098071,0.149271705128626
"2014-06-10",-0.310894488890552,-0.0258389015008923,-0.127109930967867,0.438750023677154,0.15204072760695
"2014-06-11",-0.026039661530029,-0.129523441456529,0.44000452931021,-0.310894488890552,0.15340164183545
"2014-06-12",-0.0218533041143981,-0.126780594346134,0.44000452931021,-0.312592323347626,0.15340164183545
"2014-06-13",-0.0151930827062243,-0.124538250462796,0.44000452931021,-0.312592323347626,0.15340164183545
"2014-06-16",-0.0155709416324004,-0.120678146485532,0.438460292591683,-0.314058743141641,0.15340164183545
"2014-06-17",-0.12216801796615,0.437502849147164,-0.314058743141641,-0.0104036623836264,0.155436015450079
"2014-06-18",0.437087496317473,-0.310894488890552,-0.126869323069551,-0.011467916019782,0.148592043989763
"2014-06-19",0.437502849147164,-0.316636286436107,-0.121831383292206,-0.0172734130307938,0.155436015450079
"2014-06-20",-0.314325773626301,-0.115358747470527,0.433445175741998,-0.0194736110052499,0.161053764377269
"2014-06-23",-0.11918857903813,0.434853874806837,-0.314325773626301,-0.0178588002055067,0.164187610392787
"2014-06-24",0.435716159512974,-0.318180894548363,-0.0211438604784236,-0.113839356240594,0.168264707264406
"2014-06-25",-0.31563585451529,-0.022142173670481,-0.113826741358151,0.433145527672335,0.168264707264406
"2014-06-26",-0.0193884277672647,-0.109184869019165,0.433145527672335,0.168264707264406,-0.316872573701664
"2014-06-27",-0.0080458151849664,-0.111874746898901,0.435602118912962,0.170188647262453,-0.319928596594501
"2014-06-30",-0.110573119626215,0.433170203409231,0.170188647262453,-0.3180402464304,-0.00569762616426342
"2014-07-03",0.427602216682838,0.201948571042805,0.0535212180386775,-0.0372084372204088,-0.412306464225631
"2014-07-07",-0.013060602650127,0.436098589170389,-0.106954387547753,0.16991710098534,-0.320305829377214
"2014-07-09",0.377655409593743,-0.340155789524194,0.430479905565527,-0.111557119402828,-0.298503718830963
"2014-07-10",0.371745132563957,-0.339615380801698,0.431532902100889,-0.109510187341627,-0.29943436186194
"2014-07-11",-0.339615380801698,0.431580931440838,0.373366900401161,-0.106335159798391,-0.300002246317944
"2014-07-14",0.156187769039834,0.4383958623104,-0.111094609347179,-0.318438588932582,-0.0140426297456762
"2014-07-15",0.434490838011297,0.200482618373679,-0.410952143407789,-0.0541566979883168,0.0554084763146174
"2014-07-16",0.426131390008936,-0.134426539081619,-0.324249780078449,0.00257841220736687,0.134193651718381
"2014-07-17",0.448799977139918,-0.00741484814380026,-0.130191339563766,-0.311128086689707,0.0917898351510864
"2014-07-18",0.450092142312369,-0.311550183267848,-0.131494786893583,-0.00758113284612971,0.0917898351510864
