cpu_time,wallclock_time,evaluations,cost,config_id
0,0.0002942085266113281,0,2147483648,1
0.022813,0.15318036079406738,1,0.022813,1
0.12299299999999999,2.1627042293548584,4,0.0297825,2
0.242577,3.0602800846099854,11,0.01769675,4
1.9239099999999991,23.382707595825195,101,0.015467933333333335,30
3.632433000000002,46.179917097091675,208,0.014387813953488374,43
5.061493000000001,64.05266523361206,304,0.014320880000000003,50
6.972255999999999,90.34931492805481,430,0.014220587301587304,63
