cost,time,status,seed,config_id,instance_id
0.008074,0.008074,StatusType.SUCCESS,621042495,51,instances/gzip_vc1021.cnf
0.008209,0.008209,StatusType.SUCCESS,44500126,51,instances/gzip_vc1021.cnf
0.016236,0.016236,StatusType.SUCCESS,969127330,51,instances/gzip_vc1020.cnf
0.032153,0.032153,StatusType.SUCCESS,1208933503,51,instances/gzip_vc1038.cnf
0.018481,0.018481,StatusType.SUCCESS,170439343,51,instances/gzip_vc1044.cnf
0.01254,0.01254,StatusType.SUCCESS,557132457,51,instances/gzip_vc1018.cnf
0.015593,0.015593,StatusType.SUCCESS,1050945107,51,instances/gzip_vc1031.cnf
0.002558,0.002558,StatusType.SUCCESS,1195672662,51,instances/gzip_vc1013.cnf
0.018247,0.018247,StatusType.SUCCESS,399713351,51,instances/gzip_vc1020.cnf
0.011044,0.011044,StatusType.SUCCESS,1282027545,51,instances/gzip_vc1041.cnf
0.011093,0.011093,StatusType.SUCCESS,457774255,51,instances/gzip_vc1041.cnf
0.011511,0.011511,StatusType.SUCCESS,2130245552,50,instances/gzip_vc1041.cnf
0.003289,0.003289,StatusType.SUCCESS,1195672662,52,instances/gzip_vc1013.cnf
0.030394,0.030394,StatusType.SUCCESS,467910855,50,instances/gzip_vc1038.cnf
0.01494,0.01494,StatusType.SUCCESS,1703301249,53,instances/gzip_vc1018.cnf
0.019418,0.019418,StatusType.SUCCESS,1947874585,50,instances/gzip_vc1020.cnf
0.011641,0.011641,StatusType.SUCCESS,2130245552,54,instances/gzip_vc1041.cnf
0.015916,0.015916,StatusType.SUCCESS,1611035294,50,instances/gzip_vc1031.cnf
0.002854,0.002854,StatusType.SUCCESS,1287530423,55,instances/gzip_vc1013.cnf
0.015332,0.015332,StatusType.SUCCESS,1330438275,50,instances/gzip_vc1044.cnf
0.041124,0.041124,StatusType.SUCCESS,467910855,56,instances/gzip_vc1038.cnf
0.006485,0.006485,StatusType.SUCCESS,323457759,50,instances/gzip_vc1021.cnf
0.030299,0.030299,StatusType.SUCCESS,2143362693,57,instances/gzip_vc1038.cnf
0.002578,0.002578,StatusType.SUCCESS,1287530423,57,instances/gzip_vc1013.cnf
0.020916,0.020916,StatusType.SUCCESS,320883483,57,instances/gzip_vc1027.cnf
0.016459,0.016459,StatusType.SUCCESS,768092755,57,instances/gzip_vc1044.cnf
0.002413,0.002413,StatusType.SUCCESS,1687444137,57,instances/gzip_vc1013.cnf
0.013669,0.013669,StatusType.SUCCESS,1205532000,57,instances/gzip_vc1018.cnf
0.008096,0.008096,StatusType.SUCCESS,621042495,57,instances/gzip_vc1021.cnf
0.014069,0.014069,StatusType.SUCCESS,557132457,57,instances/gzip_vc1018.cnf
0.009274,0.009274,StatusType.SUCCESS,610401323,57,instances/gzip_vc1041.cnf
0.019835,0.019835,StatusType.SUCCESS,2138822019,57,instances/gzip_vc1044.cnf
0.017765,0.017765,StatusType.SUCCESS,1611035294,57,instances/gzip_vc1031.cnf
0.017188,0.017188,StatusType.SUCCESS,878115723,57,instances/gzip_vc1031.cnf
0.032973,0.032973,StatusType.SUCCESS,467910855,57,instances/gzip_vc1038.cnf
0.019417,0.019417,StatusType.SUCCESS,969127330,57,instances/gzip_vc1020.cnf
0.022552,0.022552,StatusType.SUCCESS,537390900,57,instances/gzip_vc1027.cnf
0.001909,0.001909,StatusType.SUCCESS,995157433,50,instances/gzip_vc1013.cnf
0.017711,0.017711,StatusType.SUCCESS,1050945107,58,instances/gzip_vc1031.cnf
0.015624,0.015624,StatusType.SUCCESS,116213680,58,instances/gzip_vc1031.cnf
0.020292,0.020292,StatusType.SUCCESS,1298508491,58,instances/gzip_vc1044.cnf
0.00335,0.00335,StatusType.SUCCESS,545218098,50,instances/gzip_vc1012.cnf
0.002493,0.002493,StatusType.SUCCESS,1925045143,59,instances/gzip_vc1013.cnf
0.003148,0.003148,StatusType.SUCCESS,732152370,59,instances/gzip_vc1012.cnf
0.0327,0.0327,StatusType.SUCCESS,467910855,59,instances/gzip_vc1038.cnf
0.014231,0.014231,StatusType.SUCCESS,1340816293,50,instances/gzip_vc1018.cnf
0.015691,0.015691,StatusType.SUCCESS,1611035294,60,instances/gzip_vc1031.cnf
0.006766,0.006766,StatusType.SUCCESS,1704103302,60,instances/gzip_vc1021.cnf
0.001875,0.001875,StatusType.SUCCESS,1195672662,60,instances/gzip_vc1013.cnf
0.039534,0.039534,StatusType.SUCCESS,1413675217,60,instances/gzip_vc1027.cnf
0.003355,0.003355,StatusType.SUCCESS,1695977848,60,instances/gzip_vc1012.cnf
0.045729,0.045729,StatusType.SUCCESS,315770200,60,instances/gzip_vc1027.cnf
0.0019,0.0019,StatusType.SUCCESS,783916649,50,instances/gzip_vc1013.cnf
0.013554,0.013554,StatusType.SUCCESS,1289917162,61,instances/gzip_vc1018.cnf
0.031337,0.031337,StatusType.SUCCESS,1837452888,50,instances/gzip_vc1038.cnf
0.015893,0.015893,StatusType.SUCCESS,2130245552,62,instances/gzip_vc1041.cnf
0.030935,0.030935,StatusType.SUCCESS,312429629,50,instances/gzip_vc1027.cnf
0.016302,0.016302,StatusType.SUCCESS,1947874585,63,instances/gzip_vc1020.cnf
0.009289,0.009289,StatusType.SUCCESS,1104314680,63,instances/gzip_vc1041.cnf
0.015228,0.015228,StatusType.SUCCESS,1319006753,63,instances/gzip_vc1018.cnf
0.007813,0.007813,StatusType.SUCCESS,44500126,63,instances/gzip_vc1021.cnf
0.003347,0.003347,StatusType.SUCCESS,1695977848,63,instances/gzip_vc1012.cnf
0.017766,0.017766,StatusType.SUCCESS,2138822019,63,instances/gzip_vc1044.cnf
0.030906,0.030906,StatusType.SUCCESS,467910855,63,instances/gzip_vc1038.cnf
0.034147,0.034147,StatusType.SUCCESS,324139549,63,instances/gzip_vc1038.cnf
0.002174,0.002174,StatusType.SUCCESS,783916649,63,instances/gzip_vc1013.cnf
0.023115,0.023115,StatusType.SUCCESS,1413675217,63,instances/gzip_vc1027.cnf
0.019078,0.019078,StatusType.SUCCESS,170439343,63,instances/gzip_vc1044.cnf
0.015427,0.015427,StatusType.SUCCESS,710413845,63,instances/gzip_vc1031.cnf
0.015658,0.015658,StatusType.SUCCESS,1611035294,63,instances/gzip_vc1031.cnf
0.00841,0.00841,StatusType.SUCCESS,513621141,63,instances/gzip_vc1021.cnf
0.015888,0.015888,StatusType.SUCCESS,969127330,63,instances/gzip_vc1020.cnf
0.006152,0.006152,StatusType.SUCCESS,621042495,63,instances/gzip_vc1021.cnf
0.03028,0.03028,StatusType.SUCCESS,992203680,63,instances/gzip_vc1038.cnf
0.017245,0.017245,StatusType.SUCCESS,538242005,63,instances/gzip_vc1031.cnf
0.003216,0.003216,StatusType.SUCCESS,732152370,63,instances/gzip_vc1012.cnf
0.015989,0.015989,StatusType.SUCCESS,878115723,63,instances/gzip_vc1031.cnf
0.029079,0.029079,StatusType.SUCCESS,1837452888,63,instances/gzip_vc1038.cnf
0.013575,0.013575,StatusType.SUCCESS,1703301249,63,instances/gzip_vc1018.cnf
0.015616,0.015616,StatusType.SUCCESS,116213680,63,instances/gzip_vc1031.cnf
0.015243,0.015243,StatusType.SUCCESS,557132457,63,instances/gzip_vc1018.cnf
0.012517,0.012517,StatusType.SUCCESS,1340816293,63,instances/gzip_vc1018.cnf
0.001999,0.001999,StatusType.SUCCESS,1687444137,63,instances/gzip_vc1013.cnf
0.020028,0.020028,StatusType.SUCCESS,852851176,63,instances/gzip_vc1020.cnf
0.006295,0.006295,StatusType.SUCCESS,1704103302,63,instances/gzip_vc1021.cnf
0.015907,0.015907,StatusType.SUCCESS,1050945107,63,instances/gzip_vc1031.cnf
0.002472,0.002472,StatusType.SUCCESS,592003168,63,instances/gzip_vc1013.cnf
0.013656,0.013656,StatusType.SUCCESS,1205532000,63,instances/gzip_vc1018.cnf
0.018433,0.018433,StatusType.SUCCESS,1298508491,63,instances/gzip_vc1044.cnf
0.006099,0.006099,StatusType.SUCCESS,1857983374,63,instances/gzip_vc1021.cnf
0.003138,0.003138,StatusType.SUCCESS,259974304,63,instances/gzip_vc1012.cnf
0.029258,0.029258,StatusType.SUCCESS,1208933503,63,instances/gzip_vc1038.cnf
0.022795,0.022795,StatusType.SUCCESS,315770200,63,instances/gzip_vc1027.cnf
0.021087,0.021087,StatusType.SUCCESS,1960903859,63,instances/gzip_vc1027.cnf
0.017524,0.017524,StatusType.SUCCESS,399713351,63,instances/gzip_vc1020.cnf
0.00429,0.00429,StatusType.SUCCESS,262150548,63,instances/gzip_vc1012.cnf
0.002128,0.002128,StatusType.SUCCESS,1925045143,63,instances/gzip_vc1013.cnf
0.011794,0.011794,StatusType.SUCCESS,1289917162,63,instances/gzip_vc1018.cnf
0.009365,0.009365,StatusType.SUCCESS,457774255,63,instances/gzip_vc1041.cnf
0.002463,0.002463,StatusType.SUCCESS,995157433,63,instances/gzip_vc1013.cnf
0.004237,0.004237,StatusType.SUCCESS,545218098,63,instances/gzip_vc1012.cnf
0.023153,0.023153,StatusType.SUCCESS,537390900,63,instances/gzip_vc1027.cnf
0.011397,0.011397,StatusType.SUCCESS,1282027545,63,instances/gzip_vc1041.cnf
0.023167,0.023167,StatusType.SUCCESS,320883483,63,instances/gzip_vc1027.cnf
0.015826,0.015826,StatusType.SUCCESS,1330438275,63,instances/gzip_vc1044.cnf
0.015606,0.015606,StatusType.SUCCESS,2083982612,63,instances/gzip_vc1044.cnf
0.022448,0.022448,StatusType.SUCCESS,312429629,63,instances/gzip_vc1027.cnf
0.006293,0.006293,StatusType.SUCCESS,323457759,63,instances/gzip_vc1021.cnf
0.016375,0.016375,StatusType.SUCCESS,768092755,63,instances/gzip_vc1044.cnf
0.028654,0.028654,StatusType.SUCCESS,1638222925,63,instances/gzip_vc1038.cnf
0.017965,0.017965,StatusType.SUCCESS,438667483,63,instances/gzip_vc1020.cnf
0.002204,0.002204,StatusType.SUCCESS,1195672662,63,instances/gzip_vc1013.cnf
0.010996,0.010996,StatusType.SUCCESS,1029125567,63,instances/gzip_vc1041.cnf
0.01597,0.01597,StatusType.SUCCESS,2051782562,63,instances/gzip_vc1020.cnf
0.022291,0.022291,StatusType.SUCCESS,1909519948,63,instances/gzip_vc1027.cnf
0.010995,0.010995,StatusType.SUCCESS,610401323,63,instances/gzip_vc1041.cnf
0.004231,0.004231,StatusType.SUCCESS,1179591951,63,instances/gzip_vc1012.cnf
0.030269,0.030269,StatusType.SUCCESS,2143362693,63,instances/gzip_vc1038.cnf
0.009149,0.009149,StatusType.SUCCESS,2130245552,63,instances/gzip_vc1041.cnf
0.00248,0.00248,StatusType.SUCCESS,1287530423,63,instances/gzip_vc1013.cnf
0.015751,0.015751,StatusType.SUCCESS,1643521582,63,instances/gzip_vc1031.cnf
0.004477,0.004477,StatusType.SUCCESS,1179591951,64,instances/gzip_vc1012.cnf
0.0176,0.0176,StatusType.SUCCESS,1118919370,63,instances/gzip_vc1044.cnf
0.015644,0.015644,StatusType.SUCCESS,710413845,65,instances/gzip_vc1031.cnf
0.011001,0.011001,StatusType.SUCCESS,1409223077,63,instances/gzip_vc1041.cnf
0.017498,0.017498,StatusType.SUCCESS,2051782562,66,instances/gzip_vc1020.cnf
0.018131,0.018131,StatusType.SUCCESS,569563979,63,instances/gzip_vc1020.cnf
0.015708,0.015708,StatusType.SUCCESS,569563979,67,instances/gzip_vc1020.cnf
0.025262,0.025262,StatusType.SUCCESS,320883483,67,instances/gzip_vc1027.cnf
0.006304,0.006304,StatusType.SUCCESS,1857983374,67,instances/gzip_vc1021.cnf
0.00247,0.00247,StatusType.SUCCESS,995157433,67,instances/gzip_vc1013.cnf
0.014577,0.014577,StatusType.SUCCESS,1340816293,67,instances/gzip_vc1018.cnf
0.00219,0.00219,StatusType.SUCCESS,1925045143,67,instances/gzip_vc1013.cnf
0.015732,0.015732,StatusType.SUCCESS,399713351,67,instances/gzip_vc1020.cnf
0.00806,0.00806,StatusType.SUCCESS,1118422521,63,instances/gzip_vc1021.cnf
0.015577,0.015577,StatusType.SUCCESS,1643521582,68,instances/gzip_vc1031.cnf
0.017494,0.017494,StatusType.SUCCESS,2051782562,68,instances/gzip_vc1020.cnf
0.033001,0.033001,StatusType.SUCCESS,992203680,68,instances/gzip_vc1038.cnf
0.003165,0.003165,StatusType.SUCCESS,1662037654,63,instances/gzip_vc1012.cnf
0.01698,0.01698,StatusType.SUCCESS,710413845,69,instances/gzip_vc1031.cnf
0.012002,0.012002,StatusType.SUCCESS,2005097656,63,instances/gzip_vc1018.cnf
0.021731,0.021731,StatusType.SUCCESS,315770200,70,instances/gzip_vc1027.cnf
0.015733,0.015733,StatusType.SUCCESS,1330438275,70,instances/gzip_vc1044.cnf
0.029487,0.029487,StatusType.SUCCESS,1837452888,70,instances/gzip_vc1038.cnf
0.001944,0.001944,StatusType.SUCCESS,995157433,70,instances/gzip_vc1013.cnf
0.017898,0.017898,StatusType.SUCCESS,1947874585,70,instances/gzip_vc1020.cnf
0.012597,0.012597,StatusType.SUCCESS,1340816293,70,instances/gzip_vc1018.cnf
0.01742,0.01742,StatusType.SUCCESS,116213680,70,instances/gzip_vc1031.cnf
0.015845,0.015845,StatusType.SUCCESS,433643913,63,instances/gzip_vc1020.cnf
0.02509,0.02509,StatusType.SUCCESS,768092755,71,instances/gzip_vc1044.cnf
0.008135,0.008135,StatusType.SUCCESS,950838222,63,instances/gzip_vc1021.cnf
