19780505,632,254,1634,8763,2298,4879
19780508,490,453,1577,4289,4759,4052
19780509,452,501,1566,4605,4186,3699
19780510,550,365,1605,7876,2196,4118
19780511,588,295,1639,7327,2262,4181
19780512,702,247,1572,9382,2093,3315
19780515,556,371,1594,5762,3315,4343
19780516,676,309,1535,9590,2504,6686
19780517,663,336,1519,10561,2591,4288
19780518,496,483,1541,7961,5772,4617
19780519,424,442,1653,5375,3597,6018
19780522,472,377,1670,5797,2218,5065
19780523,370,617,1533,2752,7455,4113
19780524,270,731,1518,2102,7225,3383
19780525,397,381,1739,5055,3385,4040
19780526,379,360,1779,3778,2724,3558
19780530,436,380,1703,3611,2432,1377
19780531,541,311,1667,4653,2813,4274
19780601,405,385,1731,3799,2952,4549
19780602,538,258,1721,6435,1607,3418
19780605,621,251,1643,7105,1682,3833
19780606,645,336,1534,7321,3436,4293
19780607,437,405,1673,4777,3237,4756
19780608,600,289,1626,7565,2089,4706
19780609,548,363,1607,5911,2928,3841
19780612,483,450,1584,4382,3924,3614
19780613,408,479,1630,4472,4125,3723
19780614,536,345,1635,5963,3083,4364
19780615,359,518,1638,4038,4508,3814
19780616,310,558,1646,3175,4632,3653
19780619,289,591,1634,2172,4229,3409
19780620,261,668,1584,2468,5744,4118
19780621,174,855,1484,1633,6773,2854
19780622,402,129,1682,4156,2472,3742
19780623,378,443,1690,4228,3357,4475
19780626,269,721,1520,2188,5086,3006
19780627,249,635,1625,2743,3651,3446
19780628,425,352,1730,3564,1936,3540
19780629,439,316,1753,3862,1454,3544
19780630,401,282,1826,3557,1430,3393
19780703,283,250,1976,1586,829,2235
19780705,194,685,1631,1394,4792,2484
19780706,258,575,1679,2218,3600,3212
19780707,452,275,1782,4586,1115,2999
19780710,457,278,1775,3537,1508,3455
19780711,484,318,1707,4255,1809,4026
19780712,508,288,1713,5120,1816,3274
19780713,406,332,1759,3929,1829,3702
19780714,582,231,1696,6621,1633,3186
19780717,573,278,1656,5772,1957,2701
19780718,336,485,1684,2671,4230,3439
19780719,502,300,1704,5974,1634,3312
19780720,565,265,1675,6911,2138,3431
19780721,444,389,1673,5571,3218,3391
19780724,398,437,1672,3308,2974,3648
19780725,475,349,1682,4429,2525,3336
19780726,610,270,1624,6121,2095,3834
19780727,590,264,1649,6513,1850,3577
19780728,532,299,1674,5525,2253,3602
19780731,577,275,1852,5507,2586,3477
19780801,505,364,1635,6518,3212,3800
19780802,669,260,1578,9618,1935,4397
19780803,610,368,1529,8115,4721,4234
19780804,529,324,1651,6215,2328,4307
19780807,523,254,1629,5946,2504,4350
19780808,474,375,1657,6604,2473,3873
19780809,722,248,1536,10720,2190,4070
19780810,497,415,1595,6172,4119,4549
19780811,573,331,1602,7344,2462,3694
19780814,557,341,1608,6206,3014,3860
19780815,441,490,1576,4241,4992,5057
19780816,606,279,1621,8616,2025,4219
19780817,712,270,1523,10653,2492,3785
19780818,570,371,1564,7179,3437,5124
19780821,403,595,1508,2946,6907,3427
19780822,498,440,1570,5769,3273,4148
19780823,634,278,1596,7736,2846,4028
19780824,631,333,1545,7711,2805,4574
19780825,584,358,1564,8273,3243,3724
19780828,422,542,1541,4196,5138,4516
19780829,366,620,1519,4837,5628,3785
19780830,501,430,1576,6492,3575,4283
19780831,444,447,1618,6784,3565,4491
19780901,559,313,1837,6995,2879,3746
19780905,465,450,1593,5213,3856,3871
19780906,692,317,1500,8691,2551,3998
19780907,596,374,1539,8051,3805,3714
19780908,705,284,1522,9320,2021,4679
19780911,666,338,1513,8126,3286,4588
19780912,509,468,1539,5885,4508,4777
19780913,560,462,1494,6613,5062,5275
19780914,349,682,1484,3673,6877,4240
19780915,275,720,1520,3640,6374,3836
19780918,228,899,1390,1455,8266,3989
19780919,199,943,1374,1946,7611,3103
19780920,229,905,1387,2878,6989,3373
19780921,304,745,1476,3455,5328,3637
19780922,465,410,1648,4914,3025,4791
19780925,403,468,1654,2897,2698,3035
19780926,551,302,1672,5099,1870,3131
19780927,382,535,1805,3217,4721,3492
19780928,364,467,1692,3475,2776,3509
19780929,586,269,1668,5004,1691,3445
19781002,447,291,1787,2827,1217,3226
19781003,400,469,1657,3516,3714,2920
19781004,372,495,1657,4274,3059,3187
19781005,513,304,1706,4555,1953,3652
19781006,520,318,1687,4471,2521,3428
19781009,522,281,1724,4150,1820,2640
19781010,499,367,1661,5456,2779,3685
19781011,467,300,1761,4408,1503,3179
19781012,515,390,1623,5290,3708,3892
19781013,402,439,1692,3697,3430,3753
19781016,217,872,1442,1497,7639,2524
19781017,110,1316,1106,772,11213,2035
19781018,164,1085,1282,1318,9154,2668
19781019,182,951,1400,1923,6982,3445
19781020,84,1392,1059,807,12250,1853
19781023,176,1194,1165,1973,8410,2807
19781024,327,696,1512,2943,5181,3846
19781025,453,642,1441,4807,3470,3283
19781026,127,1205,1207,1405,8789,2386
19781027,132,1240,1167,1183,9529,2608
19781030,164,1544,831,2509,12946,2565
19781031,300,947,1294,2771,8963,3536
19781101,1016,287,1237,12065,1898,2387
19781102,569,505,1465,4916,4556,4218
19781103,688,281,1572,4769,1818,2493
19781106,424,472,1643,2167,2544,2609
19781107,119,1125,1296,1135,6895,1674
19781108,405,554,1581,3162,2659,3139
19781109,634,276,1626,3951,1745,2664
19781110,624,226,1684,4077,788,2365
19781113,191,864,1478,788,5133,2229
19781114,113,1173,1249,695,7414,2091
19781115,491,387,1656,3598,2053,2659
19781116,473,334,1729,3706,1644,3120
19781117,783,185,1568,5362,610,1988
19781120,586,264,1688,3291,1133,3086
19781121,404,400,1735,2910,2436,2664
19781122,567,259,1711,4140,900,2670
19781124,580,152,1806,3043,382,1625
19781127,485,419,1631,2660,2680,2430
19781128,348,554,1634,1692,4144,2754
19781129,165,782,1589,1029,4495,2416
19781130,468,318,1750,3176,1108,2376
19781201,776,137,1622,5631,476,2303
19781204,510,320,1708,2970,1754,2736
19781205,610,242,1684,4595,1210,2995
19781206,664,274,1600,4926,1944,3640
19781207,433,405,1699,3472,2349,2999
19781208,356,386,1796,2837,1770,3323
19781211,527,326,1682,3301,1881,2908
19781212,304,562,1673,2410,4206,3334
19781213,294,515,1732,2547,3187,3676
19781214,364,422,1757,2612,2294,3514
19781215,257,564,1723,1671,4395,3464
19781218,101,1337,1107,875,8437,1568
19781219,452,348,1745,4021,1515,3684
19781220,527,326,1682,4000,1500,4000
19781221,556,330,1654,4204,2216,4590
19781222,706,180,1654,4986,649,3285
19781226,524,270,1746,3752,1290,3218
19781227,322,499,1720,2301,4029,3920
19781228,355,463,1724,3479,3463,4228
19781229,571,256,1717,6063,1567,5050
19790102,384,426,1735,2248,2191,2721
19790103,725,166,1650,6233,840,2747
19790104,783,163,1595,8051,1444,3475
19790105,790,175,1574,7670,1133,3667
19790108,454,446,1639,2809,3107,3554
19790109,655,258,1625,6139,1630,3151
19790110,460,469,1609,3829,4010,3471
19790111,491,351,1696,4702,2208,3260
19790112,766,202,1571,7906,1685,3589
19790115,534,304,1701,4345,2678,3957
19790116,356,570,1614,3050,5233,3147
19790117,325,507,1707,3492,3277,3881
19790118,585,225,1730,6087,1073,2980
19790119,523,258,1757,4912,1885,3763
19790122,424,364,1751,3454,2029,3987
19790123,589,240,1709,6806,1942,3702
19790124,430,457,1650,4043,5087,4260
19790125,639,249,1651,7905,1763,3362
19790126,606,241,1692,5878,1585,4517
19790129,369,456,1714,3714,3008,3328
19790130,379,449,1716,2909,3913,4178
19790131,280,622,1643,2457,4747,3676
19790201,346,469,1729,3560,2803,3857
19790202,406,339,1789,3574,2487,3949
19790205,211,820,1512,1746,6001,3043
19790206,331,509,1703,3171,2925,3734
19790207,223,847,1471,2420,6299,2601
19790208,524,275,1742,3968,2975,2557
19790209,464,285,1791,3815,2037,3548
19790212,361,355,1825,3198,1900,2962
19790213,597,234,1710,5416,1847,4157
19790214,357,438,1747,3175,4008,3757
19790215,462,321,1760,4787,1990,3413
19790216,516,220,1806,4778,1230,3472
19790220,421,319,1804,3858,1792,3870
19790221,404,407,1736,2070,2927,6373
19790222,319,447,1780,3496,2976,3658
19790223,286,497,1763,1871,3961,4398
19790226,333,445,1767,3901,2547,3422
19790227,139,1054,1352,1396,8513,3421
19790228,281,547,1719,3594,2666,3810
19790301,544,292,1710,4728,1296,5046
19790302,485,305,1757,5365,2066,3089
19790305,628,210,1709,5697,2390,3613
19790306,347,444,1760,4843,3199,4358
19790307,612,189,1752,8618,1619,3633
19790308,607,205,1741,8702,1593,3765
19790309,560,287,1708,5852,4398,4620
19790312,401,408,1746,4755,2912,4133
19790313,528,295,1731,5820,3132,4428
19790314,361,408,1785,3317,4346,5357
19790315,430,325,1799,5922,2398,4820
19790316,522,279,1753,7185,1908,3997
19790319,561,267,1725,7681,2308,4221
19790320,312,478,1761,3352,4487,5151
19790321,471,301,1777,7676,2062,4072
19790322,604,252,1695,7955,2721,5244
19790323,557,280,1718,7343,2608,5299
19790326,400,513,1643,4091,3853,4726
19790327,564,303,1692,7400,2193,6737
19790328,485,405,1670,6543,4001,6996
19790329,441,360,1759,6788,2995,5587
19790330,486,328,1748,6674,2004,5672
19790402,322,563,1677,3521,5028,4781
19790403,623,289,1649,8195,3155,5130
19790404,622,273,1663,8477,3618,6245
19790405,536,319,1702,9434,3227,4569
19790406,527,318,1713,7753,3165,6382
19790409,385,483,1690,4240,5349,5431
19790410,490,348,1716,6945,3123,5172
19790411,323,628,1605,3798,7303,5599
19790412,408,413,1733,5318,2982,5340
19790416,244,692,1618,1746,5619,5105
19790417,333,508,1714,3502,3625,7633
19790418,551,281,1721,8464,1485,4451
19790419,450,365,1741,5603,3606,5321
19790420,443,370,1743,6221,2184,4975
19790423,462,339,1755,5563,3199,5168
19790424,550,312,1693,6807,3809,4664
19790425,527,331,1697,6946,3146,3868
19790426,351,454,1750,5195,4204,5011
19790427,321,493,1750,4530,3526,5044
19790430,326,529,1699,3443,4535,4532
19790501,403,448,1701,4025,3596,5839
19790502,439,430,1684,4700,3097,4463
19790503,494,343,1717,5901,2631,5238
19790504,316,574,1666,4187,5140,5533
19790507,133,1176,1246,1064,10550,3206
19790508,214,920,1420,2754,6852,4074
19790509,564,273,1719,7237,1919,3504
19790510,283,522,1752,2308,5845,3887
19790511,344,406,1808,3400,2717,3793
19790514,294,556,1707,2840,4479,2871
19790515,382,433,1741,4662,3312,4346
19790516,392,415,1751,6252,2928,4170
19790517,633,230,1697,7454,1500,3986
19790518,566,292,1702,5487,2365,5088
19790521,465,325,1774,4984,2428,5348
19790522,499,289,1777,6666,1911,5373
19790523,478,368,1719,5395,4050,4435
19790524,440,365,1761,4802,2689,4499
19790525,443,277,1845,4600,1450,4950
19790529,370,454,1743,4175,4011,4294
19790530,278,689,1601,4425,6725,3550
19790531,500,300,1722,6487,2357,5216
19790601,411,284,1875,6148,2052,5410
19790604,402,315,1850,5089,2600,4811
19790605,634,240,1960,9755,1781,4284
19790606,551,287,1725,9018,3370,4772
19790607,591,266,1706,11915,2996,4009
19790608,505,296,1763,11280,3350,4380
19790611,443,409,1713,6500,5022,4108
19790612,587,313,1658,7678,5112,5920
19790613,426,423,1709,5618,6117,5625
19790614,360,488,1711,5437,4027,5786
19790615,454,334,1771,5825,2731,5564
19790618,337,519,1704,2883,6206,7431
19790619,387,411,1761,5245,4008,6057
19790620,436,364,1760,6082,4129,5069
19790621,459,324,1778,7790,2936,4694
19790622,512,299,1752,7328,3625,4677
19790625,368,526,1669,4194,4053,5113
19790626,347,546,1672,4252,5057,5601
19790627,497,316,1754,8915,2378,4917
19790628,535,308,1723,7812,4076,4782
19790629,446,425,1697,7059,4451,4740
19790702,262,663,1642,3130,7500,4300
19790703,361,412,1792,4728,3585,4887
19790705,467,284,1808,8368,1809,4143
19790706,560,249,1752,8802,2170,4978
19790709,527,349,1685,9425,4224,5521
19790710,379,487,1697,5537,8132,6071
19790711,366,497,1699,4504,6250,5166
19790712,366,467,1730,4693,5687,4640
19790713,320,569,1676,3823,5691,5036
19790716,468,298,1798,6604,2900,4616
19790717,314,638,1612,4201,7862,5417
19790718,257,742,1564,4008,5326,6076
19790719,472,332,1759,7262,3314,5494
19790720,419,306,1838,6740,2347,6033
19790723,319,431,1814,2960,3709,5541
19790724,493,333,1740,5770,3047,5333
19790725,567,243,1756,8464,2661,4005
19790726,521,303,1752,6327,3553,4450
19790727,491,288,1788,6727,3120,5073
19790730,452,356,1757,4472,3380,5068
19790731,535,316,1714,5507,3828,5295
19790801,559,310,1696,5551,3131,6208
19790802,529,314,1722,6488,3354,5468
19790803,407,363,1796,4852,3305,4743
19790806,399,396,1772,3821,3823,4876
19790807,598,285,1686,8092,2694,4994
19790808,547,309,1712,7572,3464,4744
19790809,460,387,1725,5903,3353,5044
19790810,538,258,1751,6430,1795,4815
19790813,569,302,1675,7710,2550,4590
19790814,487,390,1694,6392,4462,4916
19790815,582,308,1682,8535,2765,5700
19790816,479,407,1686,6405,5098,5387
19790817,468,341,1763,7045,2501,4594
19790820,465,367,1739,5110,4160,4880
19790821,452,399,1721,5406,4632,5522
19790822,529,335,1706,7915,3186,4499
19790823,515,350,1703,7333,3222,5595
19790824,423,423,1723,6453,3448,6179
19790827,570,309,1691,7418,2652,4670
19790828,445,383,1742,6460,4129,4901
19790829,458,365,1745,7062,3490,5188
19790830,477,411,1681,5699,3652,4989
19790831,524,320,1727,6303,2886,4701
19790904,233,843,1497,2471,8595,3644
19790905,141,1179,1252,2725,10825,3250
19790906,534,287,1752,7772,2105,3853
19790907,571,268,1731,9432,1358,3960
19790910,567,279,1727,6569,2604,5197
19790911,331,640,1602,4818,6848,5804
19790912,442,408,1725,5667,3995,5008
19790913,504,329,1742,6973,3694,4183
19790914,619,241,1721,9764,2212,4534
19790917,462,454,1665,4586,5689,4485
19790918,238,761,1582,3569,7780,4511
19790919,409,447,1725,5273,3532,5325
19790920,498,341,1740,7925,2888,5137
19790921,545,341,1694,7552,4345,6223
19790924,362,565,1657,3551,5322,4217
19790925,291,622,1670,4200,5152,4888
19790926,505,305,1772,7093,2892,4805
19790927,415,390,1780,8414,3119,5297
19790928,342,475,1772,6114,5833,5383
19791001,296,566,1727,4158,3500,4672
19791002,476,400,1711,6529,5297,6174
19791003,515,362,1710,7591,4778,4401
19791004,524,336,1731,8912,4068,5720
19791005,623,277,1693,11916,3034,5780
19791008,260,708,1626,1579,8216,6755
19791009,86,1592,921,500,18790,2830
19791010,60,1835,704,672,20793,3015
19791011,597,588,1417,9202,3831,4877
19791012,600,367,1636,7300,2733,4837
19791015,174,1005,1425,2048,8043,3519
19791016,375,524,1704,4312,3328,4920
19791017,503,330,1770,5743,4369,4318
19791018,464,370,1768,6054,2461,4375
19791019,135,1142,1328,1627,10820,3373
19791022,159,1413,1134,2400,11415,1175
19791023,298,698,1610,3879,4685,3806
19791024,498,435,1674,5349,3082,4129
19791025,351,547,1711,2853,4554,3913
19791026,636,251,1722,4798,1941,3911
19791029,423,409,1779,2362,3101,4817
19791030,667,222,1716,6618,1189,3573
19791031,481,419,1704,4446,3951,4713
19791101,505,315,1785,5198,1984,4128
19791102,523,278,1799,5064,2266,3810
19791105,240,576,1785,2109,4028,4063
19791106,286,523,1789,2918,3040,4282
19791107,151,850,1595,2052,5681,4347
19791108,448,368,1784,5410,1965,4045
19791109,712,188,1698,7987,1262,4161
19791112,616,201,1779,6330,809,4401
19791113,480,371,1749,3417,4563,5760
19791114,508,354,1738,6167,2248,5185
19791115,595,213,1792,6935,2848,5137
19791116,404,418,1778,5364,3654,4192
19791119,523,281,1796,6210,1884,5196
19791120,387,465,1747,3677,4955,5598
19791121,285,708,1606,3932,4959,4009
19791123,541,225,1833,5107,1047,4246
19791126,875,209,1515,9527,2131,4742
19791127,702,277,1620,7616,4600,4374
19791128,584,306,1709,9118,2394,4828
19791129,636,288,1677,8555,3357,5808
19791130,485,363,1751,7141,3411,5438
19791203,395,489,1714,4138,4054,5558
19791204,563,297,1736,8314,2510,5656
19791205,634,287,1683,9598,3884,5738
19791206,647,248,1711,12289,2428,4873
19791207,590,352,1666,10412,4859,6689
19791210,610,356,1646,8912,3733,4935
19791211,468,460,1687,9803,5338,5169
19791212,500,393,1722,9414,4063,7643
19791213,495,424,1699,11763,4985,7112
19791214,607,327,1685,16387,4855,6958
19791217,571,367,1683,13714,2756,9370
19791218,369,579,1675,5757,8967,8966
19791219,402,546,1676,8566,8075,6309
19791220,545,353,1726,8308,5583,8009
19791221,473,381,1766,8020,4801,7239
19791224,399,360,1861,4422,2785,4893
19791226,419,364,1837,5359,3244,7257
19791227,450,429,1741,7384,4452,7654
19791228,565,340,1714,11318,4053,6549
19791231,500,362,1761,10395,3735,7590
19800102,250,1016,1363,8000,12798,7712
19800103,178,1174,1270,6414,13307,6259
19800104,815,193,1612,14608,2299,6573
19800107,546,293,1786,11813,3132,7975
19800108,830,240,1556,13891,5842,5407
19800109,809,320,1501,11627,7505,8008
19800110,782,259,1590,15357,2950,7353
19800111,673,356,1626,17004,4227,7079
19800114,676,350,1607,18906,4572,6772
19800115,606,436,1591,15758,7507,8525
19800116,683,368,1580,15912,7378,10650
19800117,538,490,1605,13936,7875,10329
19800118,564,412,1665,13344,7113,11423
19800121,695,320,1629,15544,3869,10727
19800122,438,664,1538,7176,14774,10610
19800123,681,322,1637,15398,5097,9835
19800124,698,363,1582,14469,6585,3216
19800125,515,474,1653,12503,5221,7866
19800128,642,350,1657,13639,5373,9118
19800129,446,637,1565,13530,9729,8931
19800130,608,374,1664,16151,6240,8259
19800131,595,437,1613,16538,8216,10406
19800201,511,456,1683,14957,5662,10521
19800204,496,519,1635,11491,7465,12444
19800205,526,475,1649,11800,7128,10022
19800206,932,337,1683,18443,4615,11442
19800207,625,387,1636,18770,7619,9561
19800208,657,385,1610,20979,4993,10128
19800211,430,618,1607,15204,10984,8422
19800212,456,594,1607,12199,10269,9782
19800213,591,438,1628,15702,8236,9812
19800214,286,783,1588,4749,15790,8291
19800215,297,790,1570,5607,10533,7450
19800219,240,906,1511,3255,11547,6758
19800220,539,450,1666,9920,5292,6578
19800221,373,669,1615,8092,8428,8610
19800222,285,879,1494,6371,9028,7381
19800225,245,925,1488,2672,12069,5439
19800226,464,513,1680,8688,4650,5892
19800227,385,592,1682,9150,7308,7592
19800228,404,558,1699,8403,5110,6667
19800229,452,426,1785,8769,4034,7407
19800303,300,700,1668,4620,8976,7024
19800304,208,988,1471,3802,10164,6474
19800305,216,1011,1436,3505,12133,5502
19800306,81,1456,1131,1471,16183,5646
19800307,173,1171,1325,2846,10795,6239
19800310,218,1077,1375,1952,12858,4930
19800311,570,427,1673,7849,3848,6053
19800312,418,561,1695,6703,4327,5980
19800313,389,490,1796,5720,5188,5602
19800314,317,607,1753,3589,6159,5662
19800317,96,1353,1231,626,14049,3265
19800318,322,987,1375,5392,7718,6180
19800319,673,290,1720,8480,1882,4778
19800320,345,562,1779,4376,4359,5445
19800321,276,653,1758,3175,5088,5467
19800324,109,1304,1273,1639,11747,3584
19800325,171,1155,1358,1589,10799,4962
19800326,394,615,1679,4501,5400,5529
19800327,17,1851,812,600,20945,1355
19800328,1108,239,1332,17233,985,3142
19800331,789,315,1574,8221,3072,4177
19800401,782,248,1646,8045,1986,4069
19800402,851,215,1609,9552,1565,4063
19800403,436,465,1774,3407,3726,4417
19800407,190,962,1524,1071,8881,3658
19800408,487,449,1739,6059,2249,4092
19800409,781,200,1696,7109,1328,4003
19800410,744,202,1731,7181,1382,4607
19800411,623,275,1781,4997,3052,4411
19800414,245,692,1743,1224,5662,3774
19800415,319,559,1801,3824,4273,4423
19800416,383,575,1722,2946,6550,4644
19800417,239,776,1665,2213,5733,4174
19800418,464,361,1854,3279,3289,5302
19800421,196,765,1720,834,6494,4042
19800422,875,194,1612,10678,1094,5168
19800423,831,229,1621,7569,2910,5561
19800424,720,197,1761,7828,1291,4251
19800425,289,699,1690,2443,4611,7866
19800428,574,297,1911,4243,2615,4982
19800429,574,295,1811,5654,2285,5721
19800430,538,339,1801,4888,3024,6748
19800501,436,457,1788,4645,4785,6240
19800502,466,316,1898,4542,1526,6372
19800505,612,282,1787,5268,2853,6439
19800506,676,337,1670,6073,3445,7392
19800507,688,298,1707,6919,2795,7086
19800508,447,535,1706,4012,4693,7065
19800509,370,475,1843,2955,3508,7147
19800512,407,436,1844,3401,3791,7238
19800513,621,256,1811,5940,3094,6876
19800514,703,252,1736,7853,2229,7018
19800515,527,344,1820,5763,2848,6789
19800516,521,296,1871,5745,1987,6608
19800519,456,372,1858,4337,3344,7089
19800520,443,432,1813,5064,4224,6452
19800521,451,488,1752,5399,4560,7431
19800522,645,241,1794,8936,2231,7883
19800523,817,214,1659,8924,1631,5385
19800527,585,341,1763,5803,2986,9101
19800528,527,397,1763,6596,3636,6898
19800529,397,590,1702,4858,6491,7161
19800530,445,408,1839,6432,2804,6714
19800602,372,440,1882,4541,3908,7281
19800603,342,485,1866,3688,5107,6595
19800604,666,234,1795,9932,2659,6209
19800605,599,264,1831,9069,3294,7697
19800606,490,305,1899,7601,2795,7104
19800609,570,353,1771,6242,4641,6477
19800610,565,351,1779,7826,4309,6685
19800611,628,318,1750,8253,4340,7947
19800612,467,463,1766,6694,6522,6764
19800613,635,212,1849,8930,2120,6660
19800616,454,392,1855,7417,4073,6360
19800617,458,410,1856,6683,5776,4551
19800618,413,460,1839,5574,5061,8725
19800619,398,494,1826,4722,6975,8203
19800620,331,559,1832,6238,4256,7256
19800623,492,341,1888,4610,3169,7721
19800624,598,298,1822,7308,2638,7784
19800625,673,266,1780,10901,2916,7373
19800626,508,399,1816,8343,4888,10189
19800627,431,413,1880,8101,3765,6764
19800630,257,718,1753,3028,7847,6715
19800701,453,442,1837,8374,3274,7742
19800702,549,234,1940,8132,3723,9085
19800703,726,209,1789,15057,1517,6736
19800707,1739,88,898,14121,1462,7047
19800708,485,489,1753,12009,7492,7789
19800709,586,383,1758,9084,6980,7856
19800710,411,518,1799,7541,5705,9354
19800711,592,336,1799,9090,2406,9634
19800714,732,306,1688,10627,3274,10499
19800715,615,466,1651,8387,8574,9679
19800716,640,392,1704,10056,4819,8605
19800717,764,252,1722,14363,2442,8955
19800718,782,281,1674,12742,4062,10926
19800721,572,354,1813,7050,3636,9464
19800722,476,662,1606,7718,9816,10366
19800723,491,550,1702,8586,6616,7408
19800724,515,452,1777,8034,4914,11052
19800725,441,517,1787,6589,4719,9912
19800728,512,419,1816,7126,4807,8297
19800729,634,362,1753,9406,4587,8767
19800730,742,346,1661,14890,5526,8514
19800731,413,634,1705,6486,9658,9906
19800801,618,396,1736,8537,4554,9469
19800804,387,590,1772,3507,6947,9256
19800805,570,426,1749,8042,6098,10220
19800806,617,325,1803,10096,3281,10983
19800807,729,331,1687,13080,4805,9735
19800808,675,381,1698,10038,5870,10662
19800811,657,410,1688,9611,5340,12629
19800812,491,656,1608,7635,12022,9983
19800813,499,494,1763,10977,5726,10357
19800814,778,251,1731,17608,2312,8670
19800815,732,332,1704,12520,4450,11810
19800818,255,1006,1505,3696,13831,9343
19800819,360,763,1640,5985,8747,10118
19800820,669,342,1756,11656,4015,9219
19800821,865,233,1674,15907,3337,10156
19800822,845,293,1632,17524,4978,12078
19800825,570,500,1699,9142,6479,8629
19800826,667,380,1719,12722,4412,10636
19800827,476,535,1755,10538,6468,12034
19800828,358,705,1705,6783,10599,12098
19800829,593,393,1782,13226,3211,8433
19800902,686,321,1765,12198,3893,10169
19800903,929,262,1582,17195,3970,12115
19800904,678,473,1628,15459,8740,12471
19800905,574,458,1750,16203,5357,11570
19800908,487,689,1605,6000,9288,18542
19800909,588,591,1603,13923,7391,13216
19800910,799,332,1595,22993,4909,11128
19800911,738,294,1692,18980,4390,10230
19800912,785,319,1620,19474,2592,14804
19800915,619,506,1603,10484,10457,14709
19800916,860,324,1546,19050,6058,15492
19800917,918,280,1532,23432,6028,12340
19800918,584,614,1533,14503,12781,13056
19800919,824,354,1558,20470,3923,15017
19800922,613,548,1577,16056,10123,12531
19800923,442,842,1455,15071,21593,7536
19800924,540,686,1516,14488,10628,14074
19800925,482,691,1572,12819,12593,13658
19800926,216,1197,1132,6039,18339,11582
19800929,141,1441,1166,1268,21766,7736
19800930,838,356,1554,14035,3754,10631
19801001,739,342,1669,14772,4319,9719
19801002,671,363,1712,15380,4330,9120
19801003,862,241,1644,18809,2670,9951
19801006,865,296,1592,17281,4833,10906
