20020201,312,379,195,22109710,106050440,2967610
20020204,232,490,234,10349520,153664635,1515910
20020205,265,427,204,17146430,161069215,9091230
20020206,231,432,248,14587918,167046070,1882140
20020207,294,386,294,24104760,155345555,1914700
20020208,433,276,238,140828610,9220310,4648070
20020211,445,282,217,106188250,10004900,1614400
20020212,299,406,200,15244750,88017460,2442890
20020213,403,286,250,107491460,17239500,1838900
20020214,326,375,227,23793080,124016750,2079570
20020215,296,389,270,15057400,131046385,884900
20020219,237,474,249,8203020,129556040,2195500
20020220,400,311,264,178375850,15373610,1572540
20020221,274,400,296,22525610,176082875,1285500
20020222,419,287,179,167528600,17523440,1477300
20020225,429,310,178,149427700,14172730,1969680
20020226,380,325,241,24135690,148573855,1238430
20020227,356,319,193,68884700,121055680,2697290
20020228,394,310,223,21156780,149330955,2383000
20020301,457,243,201,162402010,7417400,1784700
20020304,463,279,178,195774070,11310410,2343620
20020305,355,355,240,119296960,55265810,5095950
20020306,433,260,261,150881370,13659670,2198600
20020307,348,364,209,112781850,51842450,1617090
20020308,395,311,180,139292455,20573900,3368400
20020311,410,308,233,42340770,87976420,3807000
20020312,292,408,247,29674300,123486160,1532700
20020313,290,396,265,16310420,130158240,1111800
20020314,320,337,241,24988810,104214220,3749300
20020315,431,269,212,131841220,16495600,2813200
20020318,390,341,181,131261940,19243820,1603500
20020319,401,320,241,55283060,72682590,2831600
20020320,240,483,237,8705205,123918540,3361070
20020321,399,341,200,150761810,22825400,4643640
20020322,336,364,232,20651040,117953800,2205310
20020325,254,454,261,15298500,149244330,2236000
20020326,398,316,220,146139100,18215600,4362800
20020327,413,304,237,62881000,77559900,2883950
20020328,477,257,229,87679485,44148180,1685970
20020401,367,357,227,118593880,22904000,3230170
20020403,285,423,272,11359450,161475900,2535100
20020404,351,363,215,20640500,145260390,2790630
20020405,357,345,253,43606690,97319070,1702130
20020408,348,367,259,114007900,23349905,2508600
20020409,323,398,261,11884150,134646500,2157100
20020410,430,283,239,152986780,9101820,2346400
20020411,260,470,233,9891440,150939910,2572360
20020412,442,269,259,128195565,19674630,2578800
20020415,352,389,214,90209960,40661210,2041000
20020416,491,239,248,126580770,13237400,2251500
20020417,399,343,200,37225290,113079590,2583820
20020423,345,386,231,25577520,116733400,4447100
20020424,310,393,261,20896660,127368270,3066400
20020425,322,397,261,69858400,130674920,3132830
20020426,266,453,211,23413000,162385705,2776500
20020429,269,462,222,100357650,62952290,2711300
20020430,468,281,233,153552220,22690800,1932320
20020501,418,308,220,71645370,127379250,2059360
20020502,357,363,238,29155380,130714810,3683800
20020503,317,408,254,24053030,149536450,2208000
20020506,284,451,90,13540400,163654370,2957500
20020507,314,456,96,26935770,151719410,6034100
20020508,499,249,97,224387750,10880090,2034850
20020509,271,429,115,9442950,162127420,2643550
20020510,270,441,110,18180680,166760820,2593300
20020513,429,304,110,152975700,13971680,1597010
20020514,477,267,102,179250490,21858335,3797450
20020515,348,374,101,176178500,69076225,2820800
20020516,377,343,122,144503550,15661300,2295150
20020517,439,305,115,155318250,15251640,3693900
20020520,258,463,121,42665400,116759100,2384000
20020521,282,445,111,14112560,172451300,6351400
20020522,324,388,117,168459500,22306510,1800090
20020523,418,298,102,157836950,24133035,6515330
20020524,302,416,98,21824520,100847645,3272800
20020528,320,410,102,26336600,124787490,3911400
20020529,305,432,103,24798540,129797600,1893160
20020530,312,405,106,114977050,73386440,1296250
20020531,411,308,115,59461440,109035200,5597260
20020603,238,489,91,26061295,148414790,1612650
20020604,287,426,105,160200690,51603520,1874610
20020605,339,352,118,146407050,40034930,1653400
20020607,307,364,124,26489890,172474500,2707020
20020610,338,391,105,38634565,114814000,2033525
20020611,285,429,93,29444310,146564820,1319200
20020612,339,410,96,216909840,35100390,1568500
20020613,312,389,107,21828970,154041550,2431400
20020614,305,443,93,45337150,195408420,1453420
20020618,359,348,116,134147430,23243350,1691400
20020619,191,528,116,15959750,157770380,2068300
20020621,307,413,100,31048570,173465990,1530100
20020624,328,436,111,230877204,26917204,3036570
20020625,308,432,49,19176760,218188054,3000850
20020626,270,467,61,80917200,190732383,1988250
