2018-01-21 21:02:10.832 @ cu1803|21:02:10.832|3|53670.000000|167662|1|53660.000000|25|53670.000000|15|215728|53760.000000|53840.000000|53310.000000|53710.000000|56390.000000|51020.000000
2018-01-21 21:02:10.832 @ ru1805|21:02:10.832|3|14065.000000|184912|1|14060.000000|94|14065.000000|88|444656|14095.000000|14130.000000|14000.000000|14065.000000|15080.000000|13105.000000
2018-01-21 21:02:11.644 @ v1805|21:02:11.644|3|6660.000000|88482|1|6660.000000|467|6665.000000|527|276706|6695.000000|6705.000000|6655.000000|6670.000000|6980.000000|6320.000000
2018-01-21 21:02:11.644 @ al1803|21:02:11.644|3|14650.000000|158724|1|14650.000000|95|14655.000000|67|336926|14760.000000|14785.000000|14610.000000|14765.000000|15465.000000|13990.000000
2018-01-21 21:02:11.644 @ cu1802|21:02:11.644|3|53530.000000|30322|1|53520.000000|81|53530.000000|5|97064|53650.000000|53700.000000|53210.000000|53620.000000|56230.000000|50880.000000
2018-01-21 21:02:11.644 @ cu1803|21:02:11.644|3|53670.000000|167662|1|53660.000000|27|53670.000000|15|215728|53760.000000|53840.000000|53310.000000|53710.000000|56390.000000|51020.000000
2018-01-21 21:02:11.644 @ i1805|21:02:11.644|3|542.000000|1293298|1|541.500000|1347|542.000000|2133|1582392|544.500000|547.500000|540.500000|543.500000|579.500000|494.500000
2018-01-21 21:02:11.644 @ ru1805|21:02:11.644|3|14065.000000|184912|1|14060.000000|94|14065.000000|88|444656|14095.000000|14130.000000|14000.000000|14065.000000|15080.000000|13105.000000
2018-01-21 21:02:11.644 @ IC1803|21:02:11.644|3|6184.000000|242|1|6182.000000|1|6187.800000|1|9601|6222.800000|6222.800000|6179.200000|6208.200000|6839.200000|5596.000000
2018-01-21 21:02:11.910 @ IF1803|21:02:11.909|3|4312.800000|738|1|4310.400000|5|4312.200000|2|16725|4312.200000|4319.600000|4300.000000|4312.000000|4740.000000|3878.400000
2018-01-21 21:02:11.910 @ cu1803|21:02:11.910|3|53670.000000|167662|1|53660.000000|28|53670.000000|15|215728|53760.000000|53840.000000|53310.000000|53710.000000|56390.000000|51020.000000
2018-01-21 21:02:12.043 @ v1805|21:02:12.043|3|6660.000000|88482|1|6660.000000|467|6665.000000|528|276706|6695.000000|6705.000000|6655.000000|6670.000000|6980.000000|6320.000000
2018-01-21 21:02:12.208 @ IC1803|21:02:12.208|3|6184.000000|242|1|6182.000000|1|6187.600000|1|9601|6222.800000|6222.800000|6179.200000|6208.200000|6839.200000|5596.000000
2018-01-21 21:02:12.208 @ cu1803|21:02:12.208|3|53670.000000|167662|1|53660.000000|34|53670.000000|15|215728|53760.000000|53840.000000|53310.000000|53710.000000|56390.000000|51020.000000
2018-01-21 21:02:12.583 @ IC1803|21:02:12.583|3|6184.000000|242|1|6182.200000|1|6187.600000|1|9601|6222.800000|6222.800000|6179.200000|6208.200000|6839.200000|5596.000000
2018-01-21 21:02:12.632 @ cu1803|21:02:12.632|3|53670.000000|167664|1|53660.000000|59|53670.000000|14|215726|53760.000000|53840.000000|53310.000000|53710.000000|56390.000000|51020.000000
2018-01-21 21:02:12.650 @ i1805|21:02:12.649|3|542.000000|1293308|1|541.500000|1339|542.000000|2128|1582392|544.500000|547.500000|540.500000|543.500000|579.500000|494.500000
2018-01-21 21:02:12.920 @ ru1805|21:02:12.920|3|14065.000000|185058|1|14060.000000|93|14065.000000|19|444718|14095.000000|14130.000000|14000.000000|14065.000000|15080.000000|13105.000000
2018-01-21 21:02:13.060 @ IC1803|21:02:13.060|3|6184.000000|242|1|6182.200000|1|6187.800000|1|9601|6222.800000|6222.800000|6179.200000|6208.200000|6839.200000|5596.000000
2018-01-21 21:02:13.066 @ IF1803|21:02:13.065|3|4312.800000|738|1|4310.600000|2|4312.200000|2|16725|4312.200000|4319.600000|4300.000000|4312.000000|4740.000000|3878.400000
2018-01-21 21:02:13.252 @ cu1802|21:02:13.252|3|53530.000000|30322|1|53520.000000|81|53530.000000|1|97064|53650.000000|53700.000000|53210.000000|53620.000000|56230.000000|50880.000000
2018-01-21 21:02:13.252 @ cu1803|21:02:13.252|3|53670.000000|167664|1|53660.000000|60|53670.000000|10|215726|53760.000000|53840.000000|53310.000000|53710.000000|56390.000000|51020.000000
2018-01-21 21:02:13.252 @ i1805|21:02:13.252|3|542.000000|1293308|1|541.500000|1349|542.000000|2128|1582392|544.500000|547.500000|540.500000|543.500000|579.500000|494.500000
2018-01-21 21:02:13.252 @ ru1805|21:02:13.252|3|14065.000000|185072|1|14060.000000|92|14065.000000|12|444710|14095.000000|14130.000000|14000.000000|14065.000000|15080.000000|13105.000000
2018-01-21 21:02:13.252 @ IC1802|21:02:13.252|3|6206.400000|2183|1|6207.000000|1|6210.400000|2|14558|6234.800000|6243.400000|6200.800000|6232.000000|6866.200000|5617.800000
2018-01-21 21:02:13.560 @ y1805|21:02:13.559|3|5712.000000|156828|1|5710.000000|169|5712.000000|507|900258|5680.000000|5726.000000|5674.000000|5678.000000|5980.000000|5412.000000
2018-01-21 21:02:13.562 @ IC1803|21:02:13.562|3|6184.000000|242|1|6182.400000|1|6187.800000|1|9601|6222.800000|6222.800000|6179.200000|6208.200000|6839.200000|5596.000000
2018-01-21 21:02:13.566 @ IF1803|21:02:13.566|3|4312.800000|738|1|4310.000000|8|4312.200000|2|16725|4312.200000|4319.600000|4300.000000|4312.000000|4740.000000|3878.400000
2018-01-21 21:02:13.594 @ al1803|21:02:13.594|3|14650.000000|158732|1|14650.000000|93|14655.000000|68|336926|14760.000000|14785.000000|14610.000000|14765.000000|15465.000000|13990.000000
2018-01-21 21:02:13.813 @ cu1802|21:02:13.813|3|53530.000000|30322|1|53530.000000|5|53540.000000|18|97064|53650.000000|53700.000000|53210.000000|53620.000000|56230.000000|50880.000000
2018-01-21 21:02:13.813 @ cu1803|21:02:13.813|3|53660.000000|167670|1|53660.000000|57|53670.000000|11|215726|53760.000000|53840.000000|53310.000000|53710.000000|56390.000000|51020.000000
2018-01-21 21:02:13.813 @ ru1805|21:02:13.813|3|14065.000000|185090|1|14060.000000|92|14065.000000|3|444726|14095.000000|14130.000000|14000.000000|14065.000000|15080.000000|13105.000000
2018-01-21 21:02:13.813 @ IC1802|21:02:13.813|3|6206.400000|2183|1|6207.000000|1|6210.200000|3|14558|6234.800000|6243.400000|6200.800000|6232.000000|6866.200000|5617.800000
