2018-01-28 19:30:16.210 @ IC1802|19:30:16.210|3|6397.000000|0|1|179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000|0|179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000|0|16182|179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000|179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000|179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000|6397.000000|7036.400000|5757.200000
2018-01-28 19:38:44.626 @ IF1803|19:38:44.625|3|4406.600000|0|1|179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000|0|179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000|0|16629|179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000|179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000|179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000|4406.600000|4856.800000|3974.000000
2018-01-28 19:38:44.626 @ al1802|19:38:44.625|3|14575.000000|6044|1|14540.000000|1|14610.000000|101|93968|14575.000000|14610.000000|14530.000000|14530.000000|15340.000000|13875.000000
2018-01-28 19:38:44.626 @ al1803|19:38:44.625|3|14665.000000|61058|1|14665.000000|5|14670.000000|1|314548|14655.000000|14705.000000|14610.000000|14625.000000|15435.000000|13965.000000
2018-01-28 19:38:44.626 @ cu1802|19:38:44.626|3|53060.000000|10560|1|53050.000000|2|53130.000000|2|74636|53240.000000|53300.000000|52980.000000|53270.000000|56040.000000|50710.000000
2018-01-28 19:38:44.626 @ cu1803|19:38:44.626|3|53230.000000|91836|1|53240.000000|1|53250.000000|1|219446|53400.000000|53460.000000|53120.000000|53430.000000|56220.000000|50870.000000
2018-01-28 19:38:44.626 @ i1805|19:38:44.626|3|517.000000|569442|1|516.500000|308|517.000000|125|1654536|519.500000|522.000000|516.500000|519.000000|563.000000|480.000000
2018-01-28 19:38:44.626 @ y1805|19:38:44.626|3|5804.000000|116276|1|5802.000000|88|5804.000000|32|903660|5792.000000|5820.000000|5782.000000|5796.000000|6082.000000|5506.000000
2018-01-28 19:38:44.626 @ v1805|19:38:44.626|3|6930.000000|0|1|179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000|0|179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000|0|343818|179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000|179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000|179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000|6930.000000|7245.000000|6555.000000
2018-01-28 20:39:41.086 @ IC1802|20:39:41.086|3|6392.800000|784|1|6391.600000|1|6393.400000|1|15633|6396.800000|6409.000000|6382.400000|6397.000000|7036.400000|5757.200000
2018-01-28 20:39:41.340 @ IC1803|20:39:41.340|3|6380.600000|86|1|6381.400000|1|6384.800000|1|10371|6383.000000|6402.200000|6374.800000|6388.400000|7022.800000|5746.000000
2018-01-28 20:39:41.340 @ IF1803|20:39:41.340|3|4412.000000|223|1|4410.800000|1|4412.800000|1|16523|4410.400000|4424.000000|4410.400000|4406.600000|4856.800000|3974.000000
2018-01-28 20:39:41.341 @ al1802|20:39:41.340|3|14660.000000|12084|1|14660.000000|16|14665.000000|32|90990|14575.000000|14665.000000|14530.000000|14530.000000|15340.000000|13875.000000
2018-01-28 20:39:41.341 @ al1803|20:39:41.341|3|14755.000000|97440|1|14750.000000|89|14755.000000|75|313062|14655.000000|14755.000000|14610.000000|14625.000000|15435.000000|13965.000000
2018-01-28 20:39:41.341 @ cu1802|20:39:41.341|3|53500.000000|15936|1|53500.000000|5|53510.000000|18|75040|53240.000000|53520.000000|52980.000000|53270.000000|56040.000000|50710.000000
2018-01-28 20:39:41.341 @ cu1803|20:39:41.341|3|53670.000000|132010|1|53670.000000|1|53680.000000|26|220298|53400.000000|53700.000000|53120.000000|53430.000000|56220.000000|50870.000000
2018-01-28 20:39:41.341 @ i1805|20:39:41.341|3|516.500000|946000|1|516.000000|1567|516.500000|1468|1636150|519.500000|522.000000|512.500000|519.000000|563.000000|480.000000
2018-01-28 20:39:41.341 @ y1805|20:39:41.341|3|5816.000000|162284|1|5814.000000|222|5816.000000|152|902574|5792.000000|5828.000000|5782.000000|5796.000000|6082.000000|5506.000000
2018-01-28 20:39:41.341 @ v1805|20:39:41.341|3|6920.000000|136630|1|6915.000000|475|6920.000000|130|337326|6945.000000|6995.000000|6915.000000|6930.000000|7245.000000|6555.000000
2018-01-28 20:39:41.341 @ ru1805|20:39:41.341|3|13880.000000|243522|1|13880.000000|45|13885.000000|57|485906|13730.000000|13950.000000|13620.000000|13770.000000|14760.000000|12825.000000
2018-01-28 20:39:41.341 @ ru1805|20:39:41.341|3|13880.000000|243524|1|13880.000000|44|13885.000000|63|485906|13730.000000|13950.000000|13620.000000|13770.000000|14760.000000|12825.000000
2018-01-28 20:39:41.687 @ ru1805|20:39:41.687|3|13885.000000|243528|1|13880.000000|44|13885.000000|61|485910|13730.000000|13950.000000|13620.000000|13770.000000|14760.000000|12825.000000
2018-01-28 20:39:41.720 @ IC1803|20:39:41.719|3|6380.600000|86|1|6381.400000|1|6384.800000|1|10371|6383.000000|6402.200000|6374.800000|6388.400000|7022.800000|5746.000000
2018-01-28 20:39:41.743 @ v1805|20:39:41.742|3|6920.000000|136656|1|6915.000000|476|6920.000000|117|337352|6945.000000|6995.000000|6915.000000|6930.000000|7245.000000|6555.000000
2018-01-28 20:39:41.974 @ y1805|20:39:41.973|3|5814.000000|162302|1|5814.000000|213|5816.000000|152|902570|5792.000000|5828.000000|5782.000000|5796.000000|6082.000000|5506.000000
2018-01-28 20:39:41.974 @ al1803|20:39:41.974|3|14755.000000|97456|1|14750.000000|90|14755.000000|68|313054|14655.000000|14755.000000|14610.000000|14625.000000|15435.000000|13965.000000
2018-01-28 20:39:41.974 @ i1805|20:39:41.974|3|516.000000|946010|1|516.000000|1564|516.500000|1468|1636160|519.500000|522.000000|512.500000|519.000000|563.000000|480.000000
2018-01-28 20:39:42.486 @ ru1805|20:39:42.485|3|13885.000000|243528|1|13880.000000|46|13885.000000|61|485910|13730.000000|13950.000000|13620.000000|13770.000000|14760.000000|12825.000000
2018-01-28 20:39:42.486 @ IC1802|20:39:42.485|3|6392.800000|784|1|6391.000000|1|6393.600000|1|15633|6396.800000|6409.000000|6382.400000|6397.000000|7036.400000|5757.200000
2018-01-28 20:39:42.486 @ IF1803|20:39:42.486|3|4412.000000|223|1|4411.000000|2|4412.800000|1|16523|4410.400000|4424.000000|4410.400000|4406.600000|4856.800000|3974.000000
2018-01-28 20:39:42.486 @ al1803|20:39:42.486|3|14755.000000|97470|1|14750.000000|85|14755.000000|66|313046|14655.000000|14755.000000|14610.000000|14625.000000|15435.000000|13965.000000
2018-01-28 20:39:42.486 @ cu1802|20:39:42.486|3|53500.000000|15936|1|53500.000000|5|53510.000000|20|75040|53240.000000|53520.000000|52980.000000|53270.000000|56040.000000|50710.000000
2018-01-28 20:39:42.486 @ cu1803|20:39:42.486|3|53670.000000|132014|1|53660.000000|31|53670.000000|5|220300|53400.000000|53700.000000|53120.000000|53430.000000|56220.000000|50870.000000
2018-01-28 20:39:42.486 @ i1805|20:39:42.486|3|516.000000|946010|1|516.000000|1566|516.500000|1468|1636160|519.500000|522.000000|512.500000|519.000000|563.000000|480.000000
2018-01-28 20:39:43.240 @ ru1805|20:39:43.240|3|13885.000000|243530|1|13880.000000|46|13885.000000|60|485912|13730.000000|13950.000000|13620.000000|13770.000000|14760.000000|12825.000000
2018-01-28 20:39:43.240 @ IC1802|20:39:43.240|3|6392.800000|784|1|6391.000000|1|6391.600000|1|15633|6396.800000|6409.000000|6382.400000|6397.000000|7036.400000|5757.200000
2018-01-28 20:39:43.240 @ IC1803|20:39:43.240|3|6380.600000|86|1|6381.400000|1|6384.600000|1|10371|6383.000000|6402.200000|6374.800000|6388.400000|7022.800000|5746.000000
2018-01-28 20:39:43.241 @ IF1803|20:39:43.240|3|4412.000000|223|1|4411.000000|2|4412.800000|1|16523|4410.400000|4424.000000|4410.400000|4406.600000|4856.800000|3974.000000
2018-01-28 20:39:43.241 @ al1803|20:39:43.240|3|14755.000000|97470|1|14750.000000|87|14755.000000|63|313046|14655.000000|14755.000000|14610.000000|14625.000000|15435.000000|13965.000000
2018-01-28 20:39:43.241 @ cu1802|20:39:43.240|3|53500.000000|15936|1|53500.000000|5|53510.000000|21|75040|53240.000000|53520.000000|52980.000000|53270.000000|56040.000000|50710.000000
2018-01-28 20:39:43.241 @ i1805|20:39:43.240|3|516.500000|946016|1|516.000000|1567|516.500000|1465|1636154|519.500000|522.000000|512.500000|519.000000|563.000000|480.000000
2018-01-28 20:39:43.749 @ ru1805|20:39:43.748|3|13885.000000|243530|1|13880.000000|46|13885.000000|61|485912|13730.000000|13950.000000|13620.000000|13770.000000|14760.000000|12825.000000
2018-01-28 20:39:43.749 @ IF1803|20:39:43.749|3|4412.000000|223|1|4411.200000|1|4412.800000|1|16523|4410.400000|4424.000000|4410.400000|4406.600000|4856.800000|3974.000000
2018-01-28 20:39:43.749 @ al1803|20:39:43.749|3|14755.000000|97470|1|14750.000000|83|14755.000000|67|313046|14655.000000|14755.000000|14610.000000|14625.000000|15435.000000|13965.000000
2018-01-28 20:39:43.749 @ cu1802|20:39:43.749|3|53500.000000|15936|1|53490.000000|5|53510.000000|21|75040|53240.000000|53520.000000|52980.000000|53270.000000|56040.000000|50710.000000
2018-01-28 20:39:43.749 @ cu1803|20:39:43.749|3|53670.000000|132014|1|53660.000000|31|53670.000000|1|220300|53400.000000|53700.000000|53120.000000|53430.000000|56220.000000|50870.000000
2018-01-28 20:39:43.749 @ i1805|20:39:43.749|3|516.500000|946016|1|516.000000|1566|516.500000|1466|1636154|519.500000|522.000000|512.500000|519.000000|563.000000|480.000000
2018-01-28 20:39:44.002 @ ru1805|20:39:44.002|3|13885.000000|243530|1|13880.000000|48|13885.000000|61|485912|13730.000000|13950.000000|13620.000000|13770.000000|14760.000000|12825.000000
2018-01-28 20:39:44.003 @ v1805|20:39:44.002|3|6920.000000|136664|1|6915.000000|478|6920.000000|119|337358|6945.000000|6995.000000|6915.000000|6930.000000|7245.000000|6555.000000
2018-01-28 20:39:44.003 @ cu1803|20:39:44.002|3|53670.000000|132014|1|53660.000000|31|53670.000000|5|220300|53400.000000|53700.000000|53120.000000|53430.000000|56220.000000|50870.000000
2018-01-28 20:39:44.306 @ ru1805|20:39:44.305|3|13885.000000|243540|1|13880.000000|49|13885.000000|56|485912|13730.000000|13950.000000|13620.000000|13770.000000|14760.000000|12825.000000
2018-01-28 20:39:44.306 @ cu1803|20:39:44.305|3|53670.000000|132016|1|53660.000000|31|53670.000000|5|220302|53400.000000|53700.000000|53120.000000|53430.000000|56220.000000|50870.000000
2018-01-28 20:39:44.666 @ ru1805|20:39:44.665|3|13885.000000|243540|1|13880.000000|54|13885.000000|56|485912|13730.000000|13950.000000|13620.000000|13770.000000|14760.000000|12825.000000
2018-01-28 20:39:44.669 @ sn1805|20:39:44.669|3|149770.000000|22646|1|149760.000000|1|149810.000000|1|24102|148060.000000|150160.000000|148050.000000|147090.000000|154670.000000|139940.000000
2018-01-28 20:39:44.922 @ IC1802|20:39:44.922|3|6392.000000|785|1|6392.800000|1|6393.400000|1|15633|6396.800000|6409.000000|6382.400000|6397.000000|7036.400000|5757.200000
2018-01-28 20:39:44.922 @ v1805|20:39:44.922|3|6920.000000|136666|1|6915.000000|477|6920.000000|118|337360|6945.000000|6995.000000|6915.000000|6930.000000|7245.000000|6555.000000
2018-01-28 20:39:44.923 @ IF1803|20:39:44.922|3|4412.000000|223|1|4411.400000|1|4413.600000|1|16523|4410.400000|4424.000000|4410.400000|4406.600000|4856.800000|3974.000000
2018-01-28 20:39:44.923 @ al1803|20:39:44.922|3|14755.000000|97474|1|14750.000000|84|14755.000000|70|313048|14655.000000|14755.000000|14610.000000|14625.000000|15435.000000|13965.000000
2018-01-28 20:39:44.923 @ cu1803|20:39:44.922|3|53660.000000|132022|1|53660.000000|30|53670.000000|3|220302|53400.000000|53700.000000|53120.000000|53430.000000|56220.000000|50870.000000
2018-01-28 20:39:44.923 @ i1805|20:39:44.922|3|516.500000|946028|1|516.000000|1566|516.500000|1463|1636148|519.500000|522.000000|512.500000|519.000000|563.000000|480.000000
2018-01-28 20:39:45.170 @ ru1805|20:39:45.170|3|13885.000000|243540|1|13880.000000|55|13885.000000|78|485912|13730.000000|13950.000000|13620.000000|13770.000000|14760.000000|12825.000000
2018-01-28 20:39:45.201 @ IC1802|20:39:45.200|3|6392.000000|785|1|6393.200000|1|6393.400000|1|15633|6396.800000|6409.000000|6382.400000|6397.000000|7036.400000|5757.200000
2018-01-28 20:39:45.226 @ IC1803|20:39:45.226|3|6380.600000|86|1|6381.400000|1|6384.800000|1|10371|6383.000000|6402.200000|6374.800000|6388.400000|7022.800000|5746.000000
2018-01-28 20:39:45.227 @ al1803|20:39:45.226|3|14755.000000|97474|1|14750.000000|84|14755.000000|70|313048|14655.000000|14755.000000|14610.000000|14625.000000|15435.000000|13965.000000
2018-01-28 20:39:45.456 @ v1805|20:39:45.455|3|6920.000000|136666|1|6915.000000|477|6920.000000|119|337360|6945.000000|6995.000000|6915.000000|6930.000000|7245.000000|6555.000000
2018-01-28 20:39:45.456 @ cu1803|20:39:45.455|3|53660.000000|132022|1|53660.000000|31|53670.000000|3|220302|53400.000000|53700.000000|53120.000000|53430.000000|56220.000000|50870.000000
2018-01-28 20:39:46.026 @ ru1805|20:39:46.025|3|13880.000000|243554|1|13880.000000|55|13885.000000|72|485906|13730.000000|13950.000000|13620.000000|13770.000000|14760.000000|12825.000000
2018-01-28 20:39:46.270 @ v1805|20:39:46.270|3|6920.000000|136682|1|6915.000000|477|6920.000000|111|337376|6945.000000|6995.000000|6915.000000|6930.000000|7245.000000|6555.000000
2018-01-28 20:39:46.270 @ IC1803|20:39:46.270|3|6380.600000|86|1|6381.600000|1|6384.800000|1|10371|6383.000000|6402.200000|6374.800000|6388.400000|7022.800000|5746.000000
2018-01-28 20:39:46.278 @ ru1805|20:39:46.278|3|13880.000000|243554|1|13880.000000|57|13885.000000|72|485906|13730.000000|13950.000000|13620.000000|13770.000000|14760.000000|12825.000000
2018-01-28 20:39:46.278 @ IC1802|20:39:46.278|3|6392.000000|785|1|6393.200000|1|6393.400000|1|15633|6396.800000|6409.000000|6382.400000|6397.000000|7036.400000|5757.200000
2018-01-28 20:39:46.278 @ v1805|20:39:46.278|3|6920.000000|136682|1|6915.000000|478|6920.000000|111|337376|6945.000000|6995.000000|6915.000000|6930.000000|7245.000000|6555.000000
2018-01-28 20:39:46.278 @ IC1803|20:39:46.278|3|6380.600000|86|1|6381.600000|1|6384.800000|1|10371|6383.000000|6402.200000|6374.800000|6388.400000|7022.800000|5746.000000
2018-01-28 20:39:46.278 @ IF1803|20:39:46.278|3|4412.000000|223|1|4412.400000|5|4413.400000|1|16523|4410.400000|4424.000000|4410.400000|4406.600000|4856.800000|3974.000000
2018-01-28 20:39:46.278 @ al1803|20:39:46.278|3|14755.000000|97488|1|14750.000000|78|14755.000000|62|313050|14655.000000|14755.000000|14610.000000|14625.000000|15435.000000|13965.000000
2018-01-28 20:39:46.278 @ cu1802|20:39:46.278|3|53500.000000|15938|1|53490.000000|5|53500.000000|1|75042|53240.000000|53520.000000|52980.000000|53270.000000|56040.000000|50710.000000
2018-01-28 20:39:46.278 @ cu1803|20:39:46.278|3|53660.000000|132022|1|53660.000000|31|53670.000000|4|220302|53400.000000|53700.000000|53120.000000|53430.000000|56220.000000|50870.000000
2018-01-28 20:39:47.181 @ ru1805|20:39:47.181|3|13880.000000|243554|1|13880.000000|57|13885.000000|74|485906|13730.000000|13950.000000|13620.000000|13770.000000|14760.000000|12825.000000
2018-01-28 20:39:47.181 @ cu1802|20:39:47.181|3|53500.000000|15940|1|53490.000000|5|53510.000000|20|75044|53240.000000|53520.000000|52980.000000|53270.000000|56040.000000|50710.000000
2018-01-28 20:39:47.181 @ i1805|20:39:47.181|3|516.500000|946034|1|516.000000|1566|516.500000|1460|1636148|519.500000|522.000000|512.500000|519.000000|563.000000|480.000000
2018-01-28 20:39:47.439 @ ru1805|20:39:47.439|3|13885.000000|243556|1|13880.000000|57|13885.000000|81|485906|13730.000000|13950.000000|13620.000000|13770.000000|14760.000000|12825.000000
2018-01-28 20:39:47.439 @ IC1802|20:39:47.439|3|6393.200000|787|1|6392.800000|1|6393.600000|1|15631|6396.800000|6409.000000|6382.400000|6397.000000|7036.400000|5757.200000
2018-01-28 20:39:47.440 @ v1805|20:39:47.439|3|6920.000000|136708|1|6915.000000|478|6920.000000|99|337376|6945.000000|6995.000000|6915.000000|6930.000000|7245.000000|6555.000000
2018-01-28 20:39:47.440 @ y1805|20:39:47.439|3|5816.000000|162314|1|5814.000000|209|5816.000000|150|902572|5792.000000|5828.000000|5782.000000|5796.000000|6082.000000|5506.000000
2018-01-28 20:39:47.440 @ IC1803|20:39:47.439|3|6384.800000|87|1|6384.800000|1|6385.200000|1|10371|6383.000000|6402.200000|6374.800000|6388.400000|7022.800000|5746.000000
2018-01-28 20:39:47.440 @ al1803|20:39:47.439|3|14755.000000|97494|1|14750.000000|78|14755.000000|57|313048|14655.000000|14755.000000|14610.000000|14625.000000|15435.000000|13965.000000
